county,precinct,office,district,party,candidate,votes,absentee/mail,provisional,election_day
Westmoreland,LOWER BURRELL 3-2,President,,LIB,Chase Oliver,4,1,0,3
Westmoreland,LOWER BURRELL 4-1,President,,LIB,Chase Oliver,4,0,0,4
Westmoreland,LOWER BURRELL 4-2,President,,LIB,Chase Oliver,5,0,0,5
Westmoreland,LOYALHANNA TOWNSHIP NO 1,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,LOYALHANNA TOWNSHIP NO 2,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,MADISON BORO,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,MANOR BORO,President,,LIB,Chase Oliver,4,4,0,0
Westmoreland,MONESSEN 1-1,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,MONESSEN 1-2,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,MONESSEN 1-3,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,MONESSEN 1-4,President,,LIB,Chase Oliver,2,1,0,1
Westmoreland,MONESSEN 1-5,President,,LIB,Chase Oliver,4,0,0,4
Westmoreland,MONESSEN 2-1,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,MONESSEN 2-2,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,MONESSEN 2-3,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,MONESSEN 3-2,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,MONESSEN 3-3,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,MONESSEN 3-4,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,MONESSEN 4-2,President,,LIB,Chase Oliver,4,1,0,3
Westmoreland,MONESSEN 4-3,President,,LIB,Chase Oliver,8,2,0,6
Westmoreland,MT. PLEASANT BORO 1ST WARD,President,,LIB,Chase Oliver,5,0,0,5
Westmoreland,MT. PLEASANT BORO 2ND WARD,President,,LIB,Chase Oliver,1,1,0,0
Westmoreland,MT. PLEASANT BORO 3RD WARD,President,,LIB,Chase Oliver,2,1,0,1
Westmoreland,MT. PLEASANT TOWNSHIP BRIDGEPORT,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,MT. PLEASANT TOWNSHIP DUNCAN,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,MT. PLEASANT TOWNSHIP HECLA,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,MT. PLEASANT TOWNSHIP LAUREL RUN,President,,LIB,Chase Oliver,6,1,0,5
Westmoreland,MT. PLEASANT TOWNSHIP MAMMOTH,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,MT. PLEASANT TOWNSHIP PLEASANT VALLEY,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,MT. PLEASANT TOWNSHIP RIDGEVIEW,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,MT. PLEASANT TOWNSHIP SPRING GARDEN,President,,LIB,Chase Oliver,6,3,0,3
Westmoreland,MT. PLEASANT TOWNSHIP UNITED,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,MT. PLEASANT TOWNSHIP WESTMORELAND HOMESTEADS,President,,LIB,Chase Oliver,5,1,0,4
Westmoreland,MURRYSVILLE EAST MANORDALE,President,,LIB,Chase Oliver,8,3,0,5
Westmoreland,MURRYSVILLE EAST MURRYSVILLE,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,MURRYSVILLE MANORDALE,President,,LIB,Chase Oliver,5,2,0,3
Westmoreland,MURRYSVILLE NEWLONSBURG 1,President,,LIB,Chase Oliver,7,4,0,3
Westmoreland,MURRYSVILLE NEWLONSBURG 2,President,,LIB,Chase Oliver,8,3,0,5
Westmoreland,MURRYSVILLE SARDIS 1,President,,LIB,Chase Oliver,11,7,0,4
Westmoreland,MURRYSVILLE SARDIS 2,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,MURRYSVILLE SOUTH MURRYSVILLE,President,,LIB,Chase Oliver,7,3,0,4
Westmoreland,MURRYSVILLE WEST MURRYSVILLE,President,,LIB,Chase Oliver,7,1,0,6
Westmoreland,NEW ALEXANDRIA BORO,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,NEW FLORENCE BORO,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,NEW KENSINGTON 2ND WARD,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,NEW KENSINGTON 3-1,President,,LIB,Chase Oliver,1,1,0,0
Westmoreland,NEW KENSINGTON 3-2,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,NEW KENSINGTON 3-3,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,NEW KENSINGTON 3-4,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,NEW KENSINGTON 4-1,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,NEW KENSINGTON 4-2,President,,LIB,Chase Oliver,2,1,0,1
Westmoreland,NEW KENSINGTON 4-3,President,,LIB,Chase Oliver,1,1,0,0
Westmoreland,NEW KENSINGTON 4-4,President,,LIB,Chase Oliver,4,0,0,4
Westmoreland,NEW KENSINGTON 4-5,President,,LIB,Chase Oliver,1,1,0,0
Westmoreland,NEW KENSINGTON 5TH WARD,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,NEW KENSINGTON 6TH WARD,President,,LIB,Chase Oliver,2,1,0,1
Westmoreland,NEW KENSINGTON 7-1,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,NEW KENSINGTON 7-2,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,NEW STANTON BORO,President,,LIB,Chase Oliver,4,1,0,3
Westmoreland,NORTH BELLE VERNON 1ST DISTRICT,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,NORTH BELLE VERNON 2ND DISTRICT,President,,LIB,Chase Oliver,6,2,0,4
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-1,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-2,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-3,President,,LIB,Chase Oliver,6,2,0,4
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-4,President,,LIB,Chase Oliver,4,1,0,3
Westmoreland,NORTH HUNTINGDON TOWNSHIP 2-1,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,NORTH HUNTINGDON TOWNSHIP 2-2,President,,LIB,Chase Oliver,2,1,0,1
Westmoreland,NORTH HUNTINGDON TOWNSHIP 2-3,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,NORTH HUNTINGDON TOWNSHIP 3-1,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,NORTH HUNTINGDON TOWNSHIP 3-2,President,,LIB,Chase Oliver,9,2,1,6
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-1,President,,LIB,Chase Oliver,5,1,0,4
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-2,President,,LIB,Chase Oliver,10,1,0,9
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-3,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-4,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,NORTH HUNTINGDON TOWNSHIP 5-1,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,NORTH HUNTINGDON TOWNSHIP 5-2,President,,LIB,Chase Oliver,8,0,0,8
Westmoreland,NORTH HUNTINGDON TOWNSHIP 5-3,President,,LIB,Chase Oliver,7,2,0,5
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-1,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-2,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-3,President,,LIB,Chase Oliver,10,1,0,9
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-4,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-1,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-2,President,,LIB,Chase Oliver,5,0,0,5
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-3,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-4,President,,LIB,Chase Oliver,4,0,0,4
Westmoreland,NORTH IRWIN BORO,President,,LIB,Chase Oliver,5,1,0,4
Westmoreland,OKLAHOMA BORO,President,,LIB,Chase Oliver,1,1,0,0
Westmoreland,PENN BORO,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,PENN TOWNSHIP 1-1,President,,LIB,Chase Oliver,7,4,0,3
Westmoreland,PENN TOWNSHIP 1-2,President,,LIB,Chase Oliver,9,5,0,4
Westmoreland,PENN TOWNSHIP 2-1,President,,LIB,Chase Oliver,5,0,0,5
Westmoreland,PENN TOWNSHIP 2-2,President,,LIB,Chase Oliver,7,1,0,6
Westmoreland,PENN TOWNSHIP 3-1,President,,LIB,Chase Oliver,11,2,0,9
Westmoreland,PENN TOWNSHIP 3-2,President,,LIB,Chase Oliver,9,2,0,7
Westmoreland,PENN TOWNSHIP 4-1,President,,LIB,Chase Oliver,5,2,0,3
Westmoreland,PENN TOWNSHIP 4-2,President,,LIB,Chase Oliver,5,1,0,4
Westmoreland,PENN TOWNSHIP 5-1,President,,LIB,Chase Oliver,9,2,0,7
Westmoreland,PENN TOWNSHIP 5-2,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,PENN TOWNSHIP 5-3,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,ROSTRAVER TOWNSHIP COLLINSBURG,President,,LIB,Chase Oliver,7,0,0,7
Westmoreland,ROSTRAVER TOWNSHIP CONCORD,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,ROSTRAVER TOWNSHIP CROSS ROADS,President,,LIB,Chase Oliver,5,0,0,5
Westmoreland,ROSTRAVER TOWNSHIP FELLSBURG,President,,LIB,Chase Oliver,10,5,0,5
Westmoreland,ROSTRAVER TOWNSHIP LYNNWOOD,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,ROSTRAVER TOWNSHIP PRICEDALE,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,ROSTRAVER TOWNSHIP VAN METER,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,ROSTRAVER TOWNSHIP WEBSTER,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,SALEM TOWNSHIP FIVE POINTS,President,,LIB,Chase Oliver,6,0,0,6
Westmoreland,SALEM TOWNSHIP HUGUS,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,SALEM TOWNSHIP MECHLINGS,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,SALEM TOWNSHIP NEW SALEM,President,,LIB,Chase Oliver,6,2,0,4
Westmoreland,SALEM TOWNSHIP SLICKVILLE,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,SALEM TOWNSHIP STEELES,President,,LIB,Chase Oliver,4,0,0,4
Westmoreland,SALEM TOWNSHIP TREES MILLS,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,SCOTTDALE 1ST WARD,President,,LIB,Chase Oliver,4,0,0,4
Westmoreland,SCOTTDALE 2ND WARD,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,SCOTTDALE 3RD WARD,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,SCOTTDALE 4TH WARD,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,SEWARD BORO,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,SEWICKLEY TOWNSHIP EAST HERMINIE,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,SEWICKLEY TOWNSHIP LOWBER,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,SEWICKLEY TOWNSHIP RILLTON,President,,LIB,Chase Oliver,6,0,0,6
Westmoreland,SEWICKLEY TOWNSHIP SEWICKLEY,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,SEWICKLEY TOWNSHIP WEST HERMINIE,President,,LIB,Chase Oliver,2,1,0,1
Westmoreland,SEWICKLEY TOWNSHIP WHYEL,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,SMITHTON BORO,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,SOUTH GREENSBURG 1ST DISTRICT,President,,LIB,Chase Oliver,3,2,0,1
Westmoreland,SOUTH GREENSBURG 2ND DISTRICT,President,,LIB,Chase Oliver,7,1,0,6
Westmoreland,SOUTH HUNTINGDON TOWNSHIP HIXON,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,SOUTH HUNTINGDON TOWNSHIP JACOBS CREEK,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,SOUTH HUNTINGDON TOWNSHIP MINERAL,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,SOUTH HUNTINGDON TOWNSHIP PORT ROYAL,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,SOUTH HUNTINGDON TOWNSHIP SOUTH HUNTINGDON,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,SOUTH HUNTINGDON TOWNSHIP WAYNE,President,,LIB,Chase Oliver,5,1,0,4
Westmoreland,SOUTH HUNTINGDON TOWNSHIP WYANO,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,SOUTH HUNTINGDON TOWNSHIP YUKON,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,SOUTHWEST GREENSBURG 1ST DISTRICT,President,,LIB,Chase Oliver,6,3,0,3
Westmoreland,SOUTHWEST GREENSBURG 2ND DISTRICT,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,ST. CLAIR TOWNSHIP SEWARD,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,ST. CLAIR TOWNSHIP ST. CLAIR,President,,LIB,Chase Oliver,1,1,0,0
Westmoreland,SUTERSVILLE BORO,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,TRAFFORD BORO DISTRICT 1,President,,LIB,Chase Oliver,4,1,0,3
Westmoreland,TRAFFORD BORO DISTRICT 2,President,,LIB,Chase Oliver,6,3,0,3
Westmoreland,UNITY TOWNSHIP BAGGALEY,President,,LIB,Chase Oliver,3,2,0,1
Westmoreland,UNITY TOWNSHIP BEATTY,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,UNITY TOWNSHIP CRABTREE,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,UNITY TOWNSHIP DENNISON,President,,LIB,Chase Oliver,21,7,0,14
Westmoreland,UNITY TOWNSHIP DOROTHY,President,,LIB,Chase Oliver,5,0,0,5
Westmoreland,UNITY TOWNSHIP GRAVEL HILL,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,UNITY TOWNSHIP KUHNS,President,,LIB,Chase Oliver,4,2,0,2
Westmoreland,UNITY TOWNSHIP LLOYDSVILLE,President,,LIB,Chase Oliver,4,2,0,2
Westmoreland,UNITY TOWNSHIP MARGUERITE,President,,LIB,Chase Oliver,8,3,0,5
Westmoreland,UNITY TOWNSHIP MUTUAL,President,,LIB,Chase Oliver,5,0,0,5
Westmoreland,UNITY TOWNSHIP PLEASANT UNITY,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,UNITY TOWNSHIP ROBLE,President,,LIB,Chase Oliver,5,0,0,5
Westmoreland,UNITY TOWNSHIP WHITNEY,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,UPPER BURRELL TOWNSHIP NO 1,President,,LIB,Chase Oliver,3,1,0,2
Westmoreland,UPPER BURRELL TOWNSHIP NO 2,President,,LIB,Chase Oliver,5,1,0,4
Westmoreland,VANDERGRIFT 1ST WARD,President,,LIB,Chase Oliver,2,1,0,1
Westmoreland,VANDERGRIFT 2ND WARD,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,VANDERGRIFT 3RD WARD,President,,LIB,Chase Oliver,2,1,0,1
Westmoreland,VANDERGRIFT 4TH WARD,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,VANDERGRIFT 5TH WARD,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,VANDERGRIFT 6TH WARD,President,,LIB,Chase Oliver,3,0,0,3
Westmoreland,WASHINGTON TOWNSHIP BEAMERS,President,,LIB,Chase Oliver,9,2,0,7
Westmoreland,WASHINGTON TOWNSHIP NORTH WASHINGTON,President,,LIB,Chase Oliver,9,2,0,7
Westmoreland,WASHINGTON TOWNSHIP OAKLAND CROSS ROADS,President,,LIB,Chase Oliver,4,0,0,4
Westmoreland,WASHINGTON TOWNSHIP PAULTON,President,,LIB,Chase Oliver,7,2,0,5
Westmoreland,WEST LEECHBURG BORO,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,WEST NEWTON BORO 1ST WARD,President,,LIB,Chase Oliver,2,0,0,2
Westmoreland,WEST NEWTON BORO 2ND WARD,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,WEST NEWTON BORO 3RD WARD,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,YOUNGSTOWN BORO,President,,LIB,Chase Oliver,0,0,0,0
Westmoreland,YOUNGWOOD BORO 1ST DISTRICT,President,,LIB,Chase Oliver,4,1,0,3
Westmoreland,YOUNGWOOD BORO 2ND DISTRICT,President,,LIB,Chase Oliver,1,0,0,1
Westmoreland,YOUNGWOOD BORO 3RD DISTRICT,President,,LIB,Chase Oliver,4,1,0,3
Westmoreland,ADAMSBURG BORO,President,,NON,Write-in,0,0,0,0
Westmoreland,ALLEGHENY TOWNSHIP #1 SHEARERS,President,,NON,Write-in,7,4,0,3
Westmoreland,ALLEGHENY TOWNSHIP #2 MCKEES,President,,NON,Write-in,0,0,0,0
Westmoreland,ALLEGHENY TOWNSHIP #3 SOBERS,President,,NON,Write-in,3,1,0,2
Westmoreland,ALLEGHENY TOWNSHIP #4 STEWARTS,President,,NON,Write-in,2,0,0,2
Westmoreland,ALLEGHENY TOWNSHIP #5 BELLVUE,President,,NON,Write-in,0,0,0,0
Westmoreland,ARNOLD 1-1,President,,NON,Write-in,0,0,0,0
Westmoreland,ARNOLD 1-2,President,,NON,Write-in,0,0,0,0
Westmoreland,ARNOLD 2-1,President,,NON,Write-in,0,0,0,0
Westmoreland,ARNOLD 2-2,President,,NON,Write-in,3,0,0,3
Westmoreland,ARNOLD 2-3,President,,NON,Write-in,3,2,0,1
Westmoreland,ARONA BORO,President,,NON,Write-in,0,0,0,0
Westmoreland,AVONMORE BORO,President,,NON,Write-in,2,2,0,0
Westmoreland,BELL TOWNSHIP PERRYSVILLE,President,,NON,Write-in,1,0,0,1
Westmoreland,BELL TOWNSHIP ROARING RUN,President,,NON,Write-in,3,0,0,3
Westmoreland,BELL TOWNSHIP SALINA,President,,NON,Write-in,1,0,0,1
Westmoreland,BOLIVAR BORO,President,,NON,Write-in,0,0,0,0
Westmoreland,COOK TOWNSHIP,President,,NON,Write-in,5,2,0,3
Westmoreland,DELMONT BORO,President,,NON,Write-in,10,1,0,9
Westmoreland,DERRY BORO 1ST WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,DERRY BORO 2ND WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,DERRY BORO 3RD WARD,President,,NON,Write-in,1,0,0,1
Westmoreland,DERRY BORO 4TH WARD,President,,NON,Write-in,1,0,0,1
Westmoreland,DERRY TOWNSHIP ALTERS,President,,NON,Write-in,1,0,0,1
Westmoreland,DERRY TOWNSHIP BRADENVILLE,President,,NON,Write-in,0,0,0,0
Westmoreland,DERRY TOWNSHIP COKEVILLE,President,,NON,Write-in,1,1,0,0
Westmoreland,DERRY TOWNSHIP COOPERSTOWN,President,,NON,Write-in,0,0,0,0
Westmoreland,DERRY TOWNSHIP KINGSTON,President,,NON,Write-in,1,0,0,1
Westmoreland,DERRY TOWNSHIP LOYALHANNA,President,,NON,Write-in,1,0,0,1
Westmoreland,DERRY TOWNSHIP MILLWOOD,President,,NON,Write-in,2,1,0,1
Westmoreland,DERRY TOWNSHIP NEW DERRY,President,,NON,Write-in,1,1,0,0
Westmoreland,DERRY TOWNSHIP PEANUT,President,,NON,Write-in,2,0,0,2
Westmoreland,DERRY TOWNSHIP SAXMAN,President,,NON,Write-in,1,0,0,1
Westmoreland,DERRY TOWNSHIP SCALP LEVEL,President,,NON,Write-in,0,0,0,0
Westmoreland,DERRY TOWNSHIP SIMPSONS,President,,NON,Write-in,4,2,0,2
Westmoreland,DERRY TOWNSHIP TORRANCE,President,,NON,Write-in,1,1,0,0
Westmoreland,DONEGAL BORO,President,,NON,Write-in,0,0,0,0
Westmoreland,DONEGAL TOWNSHIP FOUR MILE RUN,President,,NON,Write-in,2,0,0,2
Westmoreland,DONEGAL TOWNSHIP INDIAN CREEK,President,,NON,Write-in,1,0,0,1
Westmoreland,EAST HUNTINGDON TOWNSHIP BESSEMER #1,President,,NON,Write-in,0,0,0,0
Westmoreland,EAST HUNTINGDON TOWNSHIP BESSEMER #2,President,,NON,Write-in,2,0,0,2
Westmoreland,EAST HUNTINGDON TOWNSHIP RUFFSDALE,President,,NON,Write-in,3,0,0,3
Westmoreland,EAST HUNTINGDON TOWNSHIP STONERS,President,,NON,Write-in,0,0,0,0
Westmoreland,EAST HUNTINGDON TOWNSHIP STROHMS,President,,NON,Write-in,2,0,0,2
Westmoreland,EAST HUNTINGDON TOWNSHIP WHITES,President,,NON,Write-in,3,2,0,1
Westmoreland,EAST VANDERGRIFT BORO,President,,NON,Write-in,1,0,0,1
Westmoreland,EXPORT BORO,President,,NON,Write-in,0,0,0,0
Westmoreland,FAIRFIELD TOWNSHIP FAIRFIELD,President,,NON,Write-in,0,0,0,0
Westmoreland,FAIRFIELD TOWNSHIP NORTH FAIRFIELD,President,,NON,Write-in,0,0,0,0
Westmoreland,FAIRFIELD TOWNSHIP SOUTH FAIRFIELD,President,,NON,Write-in,7,4,0,3
Westmoreland,GREENSBURG 1-1,President,,NON,Write-in,2,1,0,1
Westmoreland,GREENSBURG 1-2,President,,NON,Write-in,4,2,0,2
Westmoreland,GREENSBURG 2-1,President,,NON,Write-in,2,0,0,2
Westmoreland,GREENSBURG 2-2,President,,NON,Write-in,1,0,0,1
Westmoreland,GREENSBURG 2-3,President,,NON,Write-in,6,0,0,6
Westmoreland,GREENSBURG 2-4,President,,NON,Write-in,8,1,0,7
Westmoreland,GREENSBURG 3RD WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,GREENSBURG 4-1,President,,NON,Write-in,0,0,0,0
Westmoreland,GREENSBURG 5-1,President,,NON,Write-in,0,0,0,0
Westmoreland,GREENSBURG 5-2,President,,NON,Write-in,0,0,0,0
Westmoreland,GREENSBURG 6TH WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,GREENSBURG 7-1,President,,NON,Write-in,4,4,0,0
Westmoreland,GREENSBURG 7-2,President,,NON,Write-in,2,0,0,2
Westmoreland,GREENSBURG 8-1,President,,NON,Write-in,0,0,0,0
Westmoreland,GREENSBURG 8-2,President,,NON,Write-in,0,0,0,0
Westmoreland,HEMPFIELD TOWNSHIP #1 FOXHILL,President,,NON,Write-in,3,2,0,1
Westmoreland,HEMPFIELD TOWNSHIP #2 ALWINE,President,,NON,Write-in,10,5,0,5
Westmoreland,HEMPFIELD TOWNSHIP #3 MAPLEWOOD,President,,NON,Write-in,3,1,0,2
Westmoreland,HEMPFIELD TOWNSHIP #4 CARBON,President,,NON,Write-in,7,5,0,2
Westmoreland,HEMPFIELD TOWNSHIP #5 WENDEL-HERMINIE,President,,NON,Write-in,4,0,0,4
Westmoreland,HEMPFIELD TOWNSHIP #6 LUXOR,President,,NON,Write-in,1,0,0,1
Westmoreland,HEMPFIELD TOWNSHIP #7 HANNASTOWN,President,,NON,Write-in,1,0,0,1
Westmoreland,HEMPFIELD TOWNSHIP #8 BOVARD,President,,NON,Write-in,3,1,1,1
Westmoreland,HEMPFIELD TOWNSHIP EAST ADAMSBURG,President,,NON,Write-in,6,0,0,6
Westmoreland,HEMPFIELD TOWNSHIP EASTVIEW,President,,NON,Write-in,1,0,0,1
Westmoreland,HEMPFIELD TOWNSHIP FORT ALLEN,President,,NON,Write-in,4,1,0,3
Westmoreland,HEMPFIELD TOWNSHIP GAYVILLE,President,,NON,Write-in,1,1,0,0
Westmoreland,HEMPFIELD TOWNSHIP GRAPEVILLE,President,,NON,Write-in,1,0,0,1
Westmoreland,HEMPFIELD TOWNSHIP HAYDENVILLE,President,,NON,Write-in,1,1,0,0
Westmoreland,HEMPFIELD TOWNSHIP HIGH PARK,President,,NON,Write-in,0,0,0,0
Westmoreland,HEMPFIELD TOWNSHIP LINCOLN HEIGHTS EAST,President,,NON,Write-in,6,1,1,4
Westmoreland,HEMPFIELD TOWNSHIP LINCOLN HEIGHTS WEST,President,,NON,Write-in,3,0,0,3
Westmoreland,HEMPFIELD TOWNSHIP MIDDLETOWN,President,,NON,Write-in,2,1,0,1
Westmoreland,HEMPFIELD TOWNSHIP NEW STANTON,President,,NON,Write-in,3,1,0,2
Westmoreland,HEMPFIELD TOWNSHIP NORTH CARBON,President,,NON,Write-in,0,0,0,0
Westmoreland,HEMPFIELD TOWNSHIP SIBEL,President,,NON,Write-in,1,1,0,0
Westmoreland,HEMPFIELD TOWNSHIP TODD,President,,NON,Write-in,5,2,0,3
Westmoreland,HEMPFIELD TOWNSHIP UNIVERSITY,President,,NON,Write-in,1,0,0,1
Westmoreland,HEMPFIELD TOWNSHIP VALLEY,President,,NON,Write-in,2,0,0,2
Westmoreland,HEMPFIELD TOWNSHIP WEAVER'S OLD STAND,President,,NON,Write-in,1,1,0,0
Westmoreland,HEMPFIELD TOWNSHIP WEGLEY,President,,NON,Write-in,0,0,0,0
Westmoreland,HEMPFIELD TOWNSHIP WEST HEMPFIELD,President,,NON,Write-in,5,2,0,3
Westmoreland,HEMPFIELD TOWNSHIP WEST POINT,President,,NON,Write-in,11,6,0,5
Westmoreland,HUNKER BORO,President,,NON,Write-in,1,0,0,1
Westmoreland,HYDE PARK BORO,President,,NON,Write-in,0,0,0,0
Westmoreland,IRWIN BORO 1ST WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,IRWIN BORO 2ND WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,IRWIN BORO 3RD WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,IRWIN BORO 4TH WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,IRWIN BORO 5TH WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,IRWIN BORO 6TH WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,IRWIN BORO 7TH WARD,President,,NON,Write-in,1,0,0,1
Westmoreland,JEANNETTE 1ST WARD,President,,NON,Write-in,1,0,0,1
Westmoreland,JEANNETTE 2-1,President,,NON,Write-in,0,0,0,0
Westmoreland,JEANNETTE 2-2,President,,NON,Write-in,0,0,0,0
Westmoreland,JEANNETTE 3RD WARD,President,,NON,Write-in,0,0,0,0
Westmoreland,JEANNETTE 4TH WARD,President,,NON,Write-in,1,0,0,1
Westmoreland,JEANNETTE 5-1,President,,NON,Write-in,0,0,0,0
Westmoreland,JEANNETTE 5-2,President,,NON,Write-in,1,1,0,0
Westmoreland,JEANNETTE 6TH WARD,President,,NON,Write-in,4,2,0,2
Westmoreland,LATROBE 1ST WARD,President,,NON,Write-in,1,0,0,1
Westmoreland,LATROBE 2ND WARD,President,,NON,Write-in,1,1,0,0
Westmoreland,LATROBE 3RD WARD,President,,NON,Write-in,4,2,0,2
Westmoreland,LATROBE 4TH WARD,President,,NON,Write-in,1,0,0,1
Westmoreland,LATROBE 5TH WARD,President,,NON,Write-in,1,0,0,1
Westmoreland,LATROBE 6TH WARD,President,,NON,Write-in,0,0,0,0
