county,precinct,office,district,candidate,party,votes,election_day,mail,provisional
Perry,GREENWOOD TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,8,6,2,0
Perry,GREENWOOD TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,6,5,1,0
Perry,GREENWOOD TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,1,0,1,0
Perry,GREENWOOD TOWNSHIP,U.S. Senate,,Write-ins,,1,1,0,0
Perry,GREENWOOD TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,GREENWOOD TOWNSHIP,U.S. Senate,,Under Votes,,5,,,
Perry,GREENWOOD TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,454,389,65,0
Perry,GREENWOOD TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,174,128,44,2
Perry,GREENWOOD TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,5,5,0,0
Perry,GREENWOOD TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,4,3,1,0
Perry,GREENWOOD TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,3,3,0,0
Perry,GREENWOOD TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,2,0,2,0
Perry,GREENWOOD TOWNSHIP,Attorney General,,Write-ins,,2,2,0,0
Perry,GREENWOOD TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,GREENWOOD TOWNSHIP,Attorney General,,Under Votes,,12,,,
Perry,GREENWOOD TOWNSHIP,Auditor General,,TIM DEFOOR,REP,469,405,64,0
Perry,GREENWOOD TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,147,99,46,2
Perry,GREENWOOD TOWNSHIP,Auditor General,,REECE SMITH,LIB,13,13,0,0
Perry,GREENWOOD TOWNSHIP,Auditor General,,BOB GOODRICH,CST,5,5,0,0
Perry,GREENWOOD TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,4,2,2,0
Perry,GREENWOOD TOWNSHIP,Auditor General,,Write-ins,,0,0,0,0
Perry,GREENWOOD TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,GREENWOOD TOWNSHIP,Auditor General,,Under Votes,,18,,,
Perry,GREENWOOD TOWNSHIP,State Treasurer,,STACY GARRITY,REP,481,416,65,0
Perry,GREENWOOD TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,142,98,42,2
Perry,GREENWOOD TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,10,7,3,0
Perry,GREENWOOD TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,4,4,0,0
Perry,GREENWOOD TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,1,0,1,0
Perry,GREENWOOD TOWNSHIP,State Treasurer,,Write-ins,,1,1,0,0
Perry,GREENWOOD TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,GREENWOOD TOWNSHIP,State Treasurer,,Under Votes,,17,,,
Perry,GREENWOOD TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,467,404,63,0
Perry,GREENWOOD TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,163,112,49,2
Perry,GREENWOOD TOWNSHIP,U.S. House,13,Write-ins,,2,2,0,0
Perry,GREENWOOD TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,GREENWOOD TOWNSHIP,U.S. House,13,Under Votes,,24,,,
Perry,GREENWOOD TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,562,470,92,0
Perry,GREENWOOD TOWNSHIP,State House,86,Write-ins,,18,13,5,0
Perry,GREENWOOD TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,GREENWOOD TOWNSHIP,State House,86,Under Votes,,76,,,
Perry,HOWE TOWNSHIP,Registered Voters,,,,322,,,
Perry,HOWE TOWNSHIP,Ballots Cast,,,,278,,,
Perry,HOWE TOWNSHIP,President,,DONALD J TRUMP,REP,190,171,19,0
Perry,HOWE TOWNSHIP,President,,KAMALA D HARRIS,DEM,81,62,19,0
Perry,HOWE TOWNSHIP,President,,Write-ins,,4,2,2,0
Perry,HOWE TOWNSHIP,President,,JILL STEIN,GRN,2,0,2,0
Perry,HOWE TOWNSHIP,President,,CHASE OLIVER,LIB,1,1,0,0
Perry,HOWE TOWNSHIP,President,,Over Votes,,0,,,
Perry,HOWE TOWNSHIP,President,,Under Votes,,0,,,
Perry,HOWE TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,186,167,19,0
Perry,HOWE TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,79,60,19,0
Perry,HOWE TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,7,5,2,0
Perry,HOWE TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,4,2,2,0
Perry,HOWE TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,2,2,0,0
Perry,HOWE TOWNSHIP,U.S. Senate,,Write-ins,,0,0,0,0
Perry,HOWE TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,HOWE TOWNSHIP,U.S. Senate,,Under Votes,,0,,,
Perry,HOWE TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,201,179,22,0
Perry,HOWE TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,68,50,18,0
Perry,HOWE TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,5,4,1,0
Perry,HOWE TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,4,3,1,0
Perry,HOWE TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,0,0,0,0
Perry,HOWE TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,0,0,0,0
Perry,HOWE TOWNSHIP,Attorney General,,Write-ins,,0,0,0,0
Perry,HOWE TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,HOWE TOWNSHIP,Attorney General,,Under Votes,,0,,,
Perry,HOWE TOWNSHIP,Auditor General,,TIM DEFOOR,REP,196,174,22,0
Perry,HOWE TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,70,52,18,0
Perry,HOWE TOWNSHIP,Auditor General,,REECE SMITH,LIB,3,3,0,0
Perry,HOWE TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,3,1,2,0
Perry,HOWE TOWNSHIP,Auditor General,,BOB GOODRICH,CST,2,2,0,0
Perry,HOWE TOWNSHIP,Auditor General,,Write-ins,,0,0,0,0
Perry,HOWE TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,HOWE TOWNSHIP,Auditor General,,Under Votes,,4,,,
Perry,HOWE TOWNSHIP,State Treasurer,,STACY GARRITY,REP,191,169,22,0
Perry,HOWE TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,75,56,19,0
Perry,HOWE TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,5,5,0,0
Perry,HOWE TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,3,2,1,0
Perry,HOWE TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,1,1,0,0
Perry,HOWE TOWNSHIP,State Treasurer,,Write-ins,,0,0,0,0
Perry,HOWE TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,HOWE TOWNSHIP,State Treasurer,,Under Votes,,3,,,
Perry,HOWE TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,194,172,22,0
Perry,HOWE TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,78,58,20,0
Perry,HOWE TOWNSHIP,U.S. House,13,Write-ins,,0,0,0,0
Perry,HOWE TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,HOWE TOWNSHIP,U.S. House,13,Under Votes,,6,,,
Perry,HOWE TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,218,187,31,0
Perry,HOWE TOWNSHIP,State House,86,Write-ins,,9,6,3,0
Perry,HOWE TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,HOWE TOWNSHIP,State House,86,Under Votes,,51,,,
Perry,JACKSON TOWNSHIP,Registered Voters,,,,263,,,
Perry,JACKSON TOWNSHIP,Ballots Cast,,,,209,,,
Perry,JACKSON TOWNSHIP,President,,DONALD J TRUMP,REP,176,148,27,1
Perry,JACKSON TOWNSHIP,President,,KAMALA D HARRIS,DEM,30,18,12,0
Perry,JACKSON TOWNSHIP,President,,Write-ins,,2,2,0,0
Perry,JACKSON TOWNSHIP,President,,CHASE OLIVER,LIB,1,1,0,0
Perry,JACKSON TOWNSHIP,President,,JILL STEIN,GRN,0,0,0,0
Perry,JACKSON TOWNSHIP,President,,Over Votes,,0,,,
Perry,JACKSON TOWNSHIP,President,,Under Votes,,0,,,
Perry,JACKSON TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,168,140,27,1
Perry,JACKSON TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,34,22,12,0
Perry,JACKSON TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,1,1,0,0
Perry,JACKSON TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,1,1,0,0
Perry,JACKSON TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,1,1,0,0
Perry,JACKSON TOWNSHIP,U.S. Senate,,Write-ins,,0,0,0,0
Perry,JACKSON TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,JACKSON TOWNSHIP,U.S. Senate,,Under Votes,,4,,,
Perry,JACKSON TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,172,143,28,1
Perry,JACKSON TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,27,18,9,0
Perry,JACKSON TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,2,2,0,0
Perry,JACKSON TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,1,1,0,0
Perry,JACKSON TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,1,1,0,0
Perry,JACKSON TOWNSHIP,Attorney General,,Write-ins,,1,1,0,0
Perry,JACKSON TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,0,0,0,0
Perry,JACKSON TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,JACKSON TOWNSHIP,Attorney General,,Under Votes,,5,,,
Perry,JACKSON TOWNSHIP,Auditor General,,TIM DEFOOR,REP,165,137,27,1
Perry,JACKSON TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,28,17,11,0
Perry,JACKSON TOWNSHIP,Auditor General,,BOB GOODRICH,CST,3,3,0,0
Perry,JACKSON TOWNSHIP,Auditor General,,REECE SMITH,LIB,2,2,0,0
Perry,JACKSON TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,1,1,0,0
Perry,JACKSON TOWNSHIP,Auditor General,,Write-ins,,0,0,0,0
Perry,JACKSON TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,JACKSON TOWNSHIP,Auditor General,,Under Votes,,10,,,
Perry,JACKSON TOWNSHIP,State Treasurer,,STACY GARRITY,REP,168,141,26,1
Perry,JACKSON TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,27,16,11,0
Perry,JACKSON TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,2,2,0,0
Perry,JACKSON TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,1,0,1,0
Perry,JACKSON TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,1,1,0,0
Perry,JACKSON TOWNSHIP,State Treasurer,,Write-ins,,0,0,0,0
Perry,JACKSON TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,JACKSON TOWNSHIP,State Treasurer,,Under Votes,,10,,,
Perry,JACKSON TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,166,139,26,1
Perry,JACKSON TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,32,21,11,0
Perry,JACKSON TOWNSHIP,U.S. House,13,Write-ins,,0,0,0,0
Perry,JACKSON TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,JACKSON TOWNSHIP,U.S. House,13,Under Votes,,11,,,
Perry,JACKSON TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,166,139,26,1
Perry,JACKSON TOWNSHIP,State House,86,Write-ins,,4,3,1,0
Perry,JACKSON TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,JACKSON TOWNSHIP,State House,86,Under Votes,,39,,,
Perry,JUNIATA TOWNSHIP,Registered Voters,,,,1036,,,
Perry,JUNIATA TOWNSHIP,Ballots Cast,,,,882,,,
Perry,JUNIATA TOWNSHIP,President,,DONALD J TRUMP,REP,645,533,111,1
Perry,JUNIATA TOWNSHIP,President,,KAMALA D HARRIS,DEM,220,144,75,1
Perry,JUNIATA TOWNSHIP,President,,CHASE OLIVER,LIB,11,10,1,0
Perry,JUNIATA TOWNSHIP,President,,JILL STEIN,GRN,3,3,0,0
Perry,JUNIATA TOWNSHIP,President,,Write-ins,,0,0,0,0
Perry,JUNIATA TOWNSHIP,President,,Over Votes,,0,,,
Perry,JUNIATA TOWNSHIP,President,,Under Votes,,3,,,
Perry,JUNIATA TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,607,502,104,1
Perry,JUNIATA TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,227,151,76,0
Perry,JUNIATA TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,19,16,3,0
Perry,JUNIATA TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,13,11,2,0
Perry,JUNIATA TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,7,6,0,1
Perry,JUNIATA TOWNSHIP,U.S. Senate,,Write-ins,,2,2,0,0
Perry,JUNIATA TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,JUNIATA TOWNSHIP,U.S. Senate,,Under Votes,,7,,,
Perry,JUNIATA TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,622,512,109,1
Perry,JUNIATA TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,212,141,71,0
Perry,JUNIATA TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,19,17,2,0
Perry,JUNIATA TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,13,12,1,0
Perry,JUNIATA TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,9,7,1,1
Perry,JUNIATA TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,1,1,0,0
Perry,JUNIATA TOWNSHIP,Attorney General,,Write-ins,,0,0,0,0
Perry,JUNIATA TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,JUNIATA TOWNSHIP,Attorney General,,Under Votes,,6,,,
Perry,JUNIATA TOWNSHIP,Auditor General,,TIM DEFOOR,REP,633,514,117,2
Perry,JUNIATA TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,188,127,61,0
Perry,JUNIATA TOWNSHIP,Auditor General,,REECE SMITH,LIB,22,18,4,0
Perry,JUNIATA TOWNSHIP,Auditor General,,BOB GOODRICH,CST,15,15,0,0
Perry,JUNIATA TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,3,2,1,0
Perry,JUNIATA TOWNSHIP,Auditor General,,Write-ins,,0,0,0,0
Perry,JUNIATA TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,JUNIATA TOWNSHIP,Auditor General,,Under Votes,,21,,,
Perry,JUNIATA TOWNSHIP,State Treasurer,,STACY GARRITY,REP,640,523,115,2
Perry,JUNIATA TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,186,122,64,0
Perry,JUNIATA TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,20,19,1,0
Perry,JUNIATA TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,12,11,1,0
Perry,JUNIATA TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,1,1,0,0
Perry,JUNIATA TOWNSHIP,State Treasurer,,Write-ins,,0,0,0,0
Perry,JUNIATA TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,JUNIATA TOWNSHIP,State Treasurer,,Under Votes,,23,,,
Perry,JUNIATA TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,653,536,116,1
Perry,JUNIATA TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,202,136,65,1
Perry,JUNIATA TOWNSHIP,U.S. House,13,Write-ins,,5,5,0,0
Perry,JUNIATA TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,JUNIATA TOWNSHIP,U.S. House,13,Under Votes,,22,,,
Perry,JUNIATA TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,704,576,126,2
Perry,JUNIATA TOWNSHIP,State House,86,Write-ins,,23,17,6,0
Perry,JUNIATA TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,JUNIATA TOWNSHIP,State House,86,Under Votes,,155,,,
Perry,LANDISBURG BOROUGH,Registered Voters,,,,142,,,
Perry,LANDISBURG BOROUGH,Ballots Cast,,,,110,,,
Perry,LANDISBURG BOROUGH,President,,DONALD J TRUMP,REP,83,76,7,0
Perry,LANDISBURG BOROUGH,President,,KAMALA D HARRIS,DEM,23,20,3,0
Perry,LANDISBURG BOROUGH,President,,JILL STEIN,GRN,2,2,0,0
Perry,LANDISBURG BOROUGH,President,,Write-ins,,1,1,0,0
Perry,LANDISBURG BOROUGH,President,,CHASE OLIVER,LIB,0,0,0,0
Perry,LANDISBURG BOROUGH,President,,Over Votes,,0,,,
Perry,LANDISBURG BOROUGH,President,,Under Votes,,1,,,
Perry,LANDISBURG BOROUGH,U.S. Senate,,DAVE MCCORMICK,REP,77,71,6,0
Perry,LANDISBURG BOROUGH,U.S. Senate,,ROBERT P CASEY JR,DEM,28,25,3,0
Perry,LANDISBURG BOROUGH,U.S. Senate,,JOHN C THOMAS,LIB,3,2,1,0
Perry,LANDISBURG BOROUGH,U.S. Senate,,LEILA HAZOU,GRN,1,1,0,0
Perry,LANDISBURG BOROUGH,U.S. Senate,,MARTY SELKER,CST,0,0,0,0
Perry,LANDISBURG BOROUGH,U.S. Senate,,Write-ins,,0,0,0,0
Perry,LANDISBURG BOROUGH,U.S. Senate,,Over Votes,,0,,,
Perry,LANDISBURG BOROUGH,U.S. Senate,,Under Votes,,1,,,
Perry,LANDISBURG BOROUGH,Attorney General,,DAVE SUNDAY,REP,82,76,6,0
Perry,LANDISBURG BOROUGH,Attorney General,,EUGENE DEPASQUALE,DEM,24,20,4,0
Perry,LANDISBURG BOROUGH,Attorney General,,ROBERT COWBURN,LIB,1,1,0,0
Perry,LANDISBURG BOROUGH,Attorney General,,RICHARD L WEISS,GRN,1,1,0,0
Perry,LANDISBURG BOROUGH,Attorney General,,JUSTIN L MAGILL,CST,1,1,0,0
Perry,LANDISBURG BOROUGH,Attorney General,,ERIC L SETTLE,FWD,0,0,0,0
Perry,LANDISBURG BOROUGH,Attorney General,,Write-ins,,0,0,0,0
Perry,LANDISBURG BOROUGH,Attorney General,,Over Votes,,0,,,
Perry,LANDISBURG BOROUGH,Attorney General,,Under Votes,,1,,,
Perry,LANDISBURG BOROUGH,Auditor General,,TIM DEFOOR,REP,77,72,5,0
Perry,LANDISBURG BOROUGH,Auditor General,,MALCOLM KENYATTA,DEM,26,21,5,0
Perry,LANDISBURG BOROUGH,Auditor General,,BOB GOODRICH,CST,2,2,0,0
Perry,LANDISBURG BOROUGH,Auditor General,,REECE SMITH,LIB,1,1,0,0
Perry,LANDISBURG BOROUGH,Auditor General,,ERIC K ANTON,ASP,1,1,0,0
Perry,LANDISBURG BOROUGH,Auditor General,,Write-ins,,0,0,0,0
Perry,LANDISBURG BOROUGH,Auditor General,,Over Votes,,0,,,
Perry,LANDISBURG BOROUGH,Auditor General,,Under Votes,,3,,,
Perry,LANDISBURG BOROUGH,State Treasurer,,STACY GARRITY,REP,84,77,7,0
Perry,LANDISBURG BOROUGH,State Treasurer,,ERIN MCCLELLAND,DEM,19,16,3,0
Perry,LANDISBURG BOROUGH,State Treasurer,,CHRIS FOSTER,FWD,1,1,0,0
Perry,LANDISBURG BOROUGH,State Treasurer,,NICKOLAS CIESIELSKI,LIB,0,0,0,0
Perry,LANDISBURG BOROUGH,State Treasurer,,TROY BOWMAN,CST,0,0,0,0
Perry,LANDISBURG BOROUGH,State Treasurer,,Write-ins,,0,0,0,0
Perry,LANDISBURG BOROUGH,State Treasurer,,Over Votes,,0,,,
Perry,LANDISBURG BOROUGH,State Treasurer,,Under Votes,,6,,,
Perry,LANDISBURG BOROUGH,U.S. House,13,JOHN JOYCE,REP,82,77,5,0
Perry,LANDISBURG BOROUGH,U.S. House,13,BETH FARNHAM,DEM,25,20,5,0
Perry,LANDISBURG BOROUGH,U.S. House,13,Write-ins,,0,0,0,0
Perry,LANDISBURG BOROUGH,U.S. House,13,Over Votes,,0,,,
Perry,LANDISBURG BOROUGH,U.S. House,13,Under Votes,,3,,,
Perry,LANDISBURG BOROUGH,State House,86,PERRY A STAMBAUGH,REP,88,81,7,0
Perry,LANDISBURG BOROUGH,State House,86,Write-ins,,3,2,1,0
Perry,LANDISBURG BOROUGH,State House,86,Over Votes,,0,,,
Perry,LANDISBURG BOROUGH,State House,86,Under Votes,,19,,,
Perry,LIVERPOOL BOROUGH,Registered Voters,,,,629,,,
Perry,LIVERPOOL BOROUGH,Ballots Cast,,,,499,,,
Perry,LIVERPOOL BOROUGH,President,,DONALD J TRUMP,REP,326,287,37,2
Perry,LIVERPOOL BOROUGH,President,,KAMALA D HARRIS,DEM,156,115,41,0
Perry,LIVERPOOL BOROUGH,President,,CHASE OLIVER,LIB,8,7,1,0
Perry,LIVERPOOL BOROUGH,President,,JILL STEIN,GRN,3,3,0,0
Perry,LIVERPOOL BOROUGH,President,,Write-ins,,2,1,1,0
Perry,LIVERPOOL BOROUGH,President,,Over Votes,,1,,,
Perry,LIVERPOOL BOROUGH,President,,Under Votes,,3,,,
Perry,LIVERPOOL BOROUGH,U.S. Senate,,DAVE MCCORMICK,REP,310,275,33,2
Perry,LIVERPOOL BOROUGH,U.S. Senate,,ROBERT P CASEY JR,DEM,159,117,42,0
Perry,LIVERPOOL BOROUGH,U.S. Senate,,JOHN C THOMAS,LIB,15,13,2,0
Perry,LIVERPOOL BOROUGH,U.S. Senate,,LEILA HAZOU,GRN,9,6,3,0
Perry,LIVERPOOL BOROUGH,U.S. Senate,,MARTY SELKER,CST,1,1,0,0
Perry,LIVERPOOL BOROUGH,U.S. Senate,,Write-ins,,1,0,1,0
Perry,LIVERPOOL BOROUGH,U.S. Senate,,Over Votes,,0,,,
Perry,LIVERPOOL BOROUGH,U.S. Senate,,Under Votes,,4,,,
Perry,LIVERPOOL BOROUGH,Attorney General,,DAVE SUNDAY,REP,310,271,37,2
Perry,LIVERPOOL BOROUGH,Attorney General,,EUGENE DEPASQUALE,DEM,156,116,40,0
Perry,LIVERPOOL BOROUGH,Attorney General,,ROBERT COWBURN,LIB,15,14,1,0
Perry,LIVERPOOL BOROUGH,Attorney General,,RICHARD L WEISS,GRN,4,4,0,0
Perry,LIVERPOOL BOROUGH,Attorney General,,JUSTIN L MAGILL,CST,4,4,0,0
Perry,LIVERPOOL BOROUGH,Attorney General,,ERIC L SETTLE,FWD,3,1,2,0
Perry,LIVERPOOL BOROUGH,Attorney General,,Write-ins,,0,0,0,0
Perry,LIVERPOOL BOROUGH,Attorney General,,Over Votes,,0,,,
Perry,LIVERPOOL BOROUGH,Attorney General,,Under Votes,,7,,,
Perry,LIVERPOOL BOROUGH,Auditor General,,TIM DEFOOR,REP,317,277,38,2
Perry,LIVERPOOL BOROUGH,Auditor General,,MALCOLM KENYATTA,DEM,147,110,37,0
Perry,LIVERPOOL BOROUGH,Auditor General,,REECE SMITH,LIB,15,14,1,0
Perry,LIVERPOOL BOROUGH,Auditor General,,BOB GOODRICH,CST,7,5,2,0
Perry,LIVERPOOL BOROUGH,Auditor General,,ERIC K ANTON,ASP,1,1,0,0
Perry,LIVERPOOL BOROUGH,Auditor General,,Write-ins,,0,0,0,0
Perry,LIVERPOOL BOROUGH,Auditor General,,Over Votes,,0,,,
Perry,LIVERPOOL BOROUGH,Auditor General,,Under Votes,,12,,,
Perry,LIVERPOOL BOROUGH,State Treasurer,,STACY GARRITY,REP,320,277,41,2
Perry,LIVERPOOL BOROUGH,State Treasurer,,ERIN MCCLELLAND,DEM,140,105,35,0
Perry,LIVERPOOL BOROUGH,State Treasurer,,NICKOLAS CIESIELSKI,LIB,16,16,0,0
Perry,LIVERPOOL BOROUGH,State Treasurer,,TROY BOWMAN,CST,5,4,1,0
Perry,LIVERPOOL BOROUGH,State Treasurer,,CHRIS FOSTER,FWD,4,3,1,0
Perry,LIVERPOOL BOROUGH,State Treasurer,,Write-ins,,0,0,0,0
Perry,LIVERPOOL BOROUGH,State Treasurer,,Over Votes,,0,,,
Perry,LIVERPOOL BOROUGH,State Treasurer,,Under Votes,,14,,,
Perry,LIVERPOOL BOROUGH,U.S. House,13,JOHN JOYCE,REP,330,287,41,2
Perry,LIVERPOOL BOROUGH,U.S. House,13,BETH FARNHAM,DEM,155,117,38,0
Perry,LIVERPOOL BOROUGH,U.S. House,13,Write-ins,,0,0,0,0
Perry,LIVERPOOL BOROUGH,U.S. House,13,Over Votes,,0,,,
Perry,LIVERPOOL BOROUGH,U.S. House,13,Under Votes,,14,,,
Perry,LIVERPOOL BOROUGH,State House,86,PERRY A STAMBAUGH,REP,381,329,50,2
Perry,LIVERPOOL BOROUGH,State House,86,Write-ins,,22,15,7,0
Perry,LIVERPOOL BOROUGH,State House,86,Over Votes,,0,,,
Perry,LIVERPOOL BOROUGH,State House,86,Under Votes,,96,,,
Perry,LIVERPOOL TOWNSHIP,Registered Voters,,,,731,,,
Perry,LIVERPOOL TOWNSHIP,Ballots Cast,,,,639,,,
Perry,LIVERPOOL TOWNSHIP,President,,DONALD J TRUMP,REP,466,425,40,1
Perry,LIVERPOOL TOWNSHIP,President,,KAMALA D HARRIS,DEM,158,82,76,0
Perry,LIVERPOOL TOWNSHIP,President,,CHASE OLIVER,LIB,7,6,1,0
Perry,LIVERPOOL TOWNSHIP,President,,Write-ins,,4,3,1,0
Perry,LIVERPOOL TOWNSHIP,President,,JILL STEIN,GRN,2,2,0,0
Perry,LIVERPOOL TOWNSHIP,President,,Over Votes,,0,,,
Perry,LIVERPOOL TOWNSHIP,President,,Under Votes,,2,,,
Perry,LIVERPOOL TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,462,422,39,1
Perry,LIVERPOOL TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,153,77,76,0
Perry,LIVERPOOL TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,12,10,2,0
Perry,LIVERPOOL TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,4,4,0,0
Perry,LIVERPOOL TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,4,3,1,0
Perry,LIVERPOOL TOWNSHIP,U.S. Senate,,Write-ins,,0,0,0,0
Perry,LIVERPOOL TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,LIVERPOOL TOWNSHIP,U.S. Senate,,Under Votes,,4,,,
Perry,LIVERPOOL TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,473,428,44,1
Perry,LIVERPOOL TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,140,71,69,0
Perry,LIVERPOOL TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,11,10,1,0
Perry,LIVERPOOL TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,6,5,1,0
Perry,LIVERPOOL TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,1,1,0,0
Perry,LIVERPOOL TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,0,0,0,0
Perry,LIVERPOOL TOWNSHIP,Attorney General,,Write-ins,,0,0,0,0
