county,precinct,office,district,party,candidates,votes,,,
Lancaster,Manheim Twp - 9th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,17,,,
Lancaster,Manheim Twp - 10th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,10,,,
Lancaster,Manheim Twp - 11th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,7,,,
Lancaster,Manheim Twp - 12th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,4,,,
Lancaster,Manheim Twp - 13th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,12,,,
Lancaster,Manheim Twp - 14th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,10,,,
Lancaster,Manheim Twp - 15th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,13,,,
Lancaster,Manheim Twp - 16th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,20,,,
Lancaster,Manheim Twp - 17th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,10,,,
Lancaster,Manheim Twp - 18th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,14,,,
Lancaster,Manheim Twp - 19th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,10,,,
Lancaster,Manheim Twp - 20th Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,6,,,
Lancaster,Manheim Twp - 21st Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,19,,,
Lancaster,Manheim Twp - 22nd Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,17,,,
Lancaster,Manheim Twp - 23rd Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,10,,,
Lancaster,Manor Twp - Bethel Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,4,,,
Lancaster,Manor Twp - Hambright Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,22,,,
Lancaster,Manor Twp - Indiantown Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,12,,,
Lancaster,Manor Twp - Leisure Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,19,,,
Lancaster,Manor Twp - Manor New Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,10,,,
Lancaster,Manor Twp - Washington Boro Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,8,,,
Lancaster,Manor Twp - West Lancaster Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,14,,,
Lancaster,Manor Twp - New East Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,30,,,
Lancaster,Manor Twp - Hershey Mill Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,12,,,
Lancaster,Martic Twp - Marticville Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,14,,,
Lancaster,Martic Twp - Holtwood Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,11,,,
Lancaster,Mount Joy Twp - Milton Grove Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,13,,,
Lancaster,Mount Joy Twp - Fairview,U.S. Senate,,LIB,Dale R. Kerns Jr.,8,,,
Lancaster,Mount Joy Twp - Cloverleaf,U.S. Senate,,LIB,Dale R. Kerns Jr.,20,,,
Lancaster,Mount Joy Twp - Hershey Road,U.S. Senate,,LIB,Dale R. Kerns Jr.,11,,,
Lancaster,Paradise Twp,U.S. Senate,,LIB,Dale R. Kerns Jr.,11,,,
Lancaster,Penn Twp - Junction Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,18,,,
Lancaster,Penn Twp - South Penn Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,10,,,
Lancaster,Penn Twp - Penryn,U.S. Senate,,LIB,Dale R. Kerns Jr.,10,,,
Lancaster,Pequea Twp - West Willow Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,22,,,
Lancaster,Pequea Twp - New Danville Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,12,,,
Lancaster,Providence Twp - East Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,19,,,
Lancaster,Providence Twp - West Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,13,,,
Lancaster,Rapho Twp - Sporting Hill Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,15,,,
Lancaster,Rapho Twp - Elm Tree I Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,7,,,
Lancaster,Rapho Twp - Union Square Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,17,,,
Lancaster,Rapho Twp - Elm Tree II Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,24,,,
Lancaster,Rapho Twp - Willow Creek Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,7,,,
Lancaster,Sadsbury Twp,U.S. Senate,,LIB,Dale R. Kerns Jr.,7,,,
Lancaster,Salisbury Twp - Cambridge Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,9,,,
Lancaster,Salisbury Twp - Gap Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,9,,,
Lancaster,Salisbury Twp - White Horse Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,4,,,
Lancaster,Strasburg Twp,U.S. Senate,,LIB,Dale R. Kerns Jr.,24,,,
Lancaster,Warwick Twp - Brunnerville Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,6,,,
Lancaster,Warwick Twp - Kissel Hill Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,15,,,
Lancaster,Warwick Twp - Rothsville Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,20,,,
Lancaster,Warwick Twp - Woodcrest Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,13,,,
Lancaster,Warwick Twp - Clay Newport Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,19,,,
Lancaster,Warwick Twp - Hilltop Manor Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,11,,,
Lancaster,Warwick Twp - Millport Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,9,,,
Lancaster,Warwick Twp - Newport West Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,15,,,
Lancaster,Warwick Twp - Southwest Dist,U.S. Senate,,LIB,Dale R. Kerns Jr.,13,,,
Lancaster,Lancaster City - 2nd Ward - 1st Precinct,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lancaster City - 4th Ward - 2nd Precinct,U.S. Senate,,,Write-ins,2,,,
Lancaster,Lancaster City - 6th Ward - 4th Precinct,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lancaster City - 6th Ward - 7th Precinct,U.S. Senate,,,Write-ins,2,,,
Lancaster,Lancaster City - 8th Ward - 4th Precinct,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lancaster City - 9th Ward - 1st Precinct,U.S. Senate,,,Write-ins,1,,,
Lancaster,Akron Boro - East Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Akron Boro - West Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Columbia Boro - 1st Ward,U.S. Senate,,,Write-ins,1,,,
Lancaster,Elizabethtown Boro - 3rd Ward - 2nd Precinct,U.S. Senate,,,Write-ins,1,,,
Lancaster,Ephrata Boro - 1st Ward,U.S. Senate,,,Write-ins,2,,,
Lancaster,Ephrata Boro - 4th Ward,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lititz Boro - 1st Ward - 1st Precinct,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lititz Boro - 1st Ward - 2nd Precinct,U.S. Senate,,,Write-ins,1,,,
Lancaster,Manheim Boro - 1st Ward,U.S. Senate,,,Write-ins,1,,,
Lancaster,Millersville Boro - 3rd Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,New Holland Boro - 2nd Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Strasburg Boro - 3rd Ward,U.S. Senate,,,Write-ins,1,,,
Lancaster,Brecknock Twp - Bowmansville Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Cocalico East Twp - Smokestown Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Cocalico East Twp - Stevens Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Conestoga Twp,U.S. Senate,,,Write-ins,1,,,
Lancaster,Conoy Twp,U.S. Senate,,,Write-ins,1,,,
Lancaster,Drumore East Twp,U.S. Senate,,,Write-ins,1,,,
Lancaster,Earl East Twp - Blue Ball Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Hempfield East Twp - Centerville Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Hempfield East Twp - Chestnut Ridge Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Hempfield East Twp - Indian Springs Dist,U.S. Senate,,,Write-ins,3,,,
Lancaster,Hempfield East Twp - Kings District,U.S. Senate,,,Write-ins,1,,,
Lancaster,Hempfield West Twp - Farmdale Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Hempfield West Twp - Ironville Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lampeter East Twp - 1st Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lampeter East Twp - 2nd Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lampeter East Twp - 7th Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lampeter West Twp - Lyndon Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lampeter West Twp - Willow Street Dist,U.S. Senate,,,Write-ins,2,,,
Lancaster,Lancaster Twp - 5th Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lancaster Twp - 8th Dist,U.S. Senate,,,Write-ins,2,,,
Lancaster,Lancaster Twp - 9th Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Leacock Twp,U.S. Senate,,,Write-ins,1,,,
Lancaster,Leacock Upper Twp - Leola Dist,U.S. Senate,,,Write-ins,2,,,
Lancaster,Manheim Twp - 2nd Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Manheim Twp - 5th Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Manheim Twp - 17th Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Manheim Twp - 20th Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Manor Twp - Hambright Dist,U.S. Senate,,,Write-ins,2,,,
Lancaster,Manor Twp - Manor New Dist,U.S. Senate,,,Write-ins,4,,,
Lancaster,Manor Twp - West Lancaster Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Mount Joy Twp - Cloverleaf,U.S. Senate,,,Write-ins,1,,,
Lancaster,Paradise Twp,U.S. Senate,,,Write-ins,1,,,
Lancaster,Penn Twp - Junction Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Pequea Twp - West Willow Dist,U.S. Senate,,,Write-ins,3,,,
Lancaster,Providence Twp - East Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Rapho Twp - Elm Tree I Dist,U.S. Senate,,,Write-ins,3,,,
Lancaster,Warwick Twp - Newport West Dist,U.S. Senate,,,Write-ins,1,,,
Lancaster,Lancaster City - 1st Ward,U.S. House,11,DEM,Jess King,286,,,
Lancaster,Lancaster City - 2nd Ward - 1st Precinct,U.S. House,11,DEM,Jess King,426,,,
Lancaster,Lancaster City - 2nd Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,428,,,
Lancaster,Lancaster City - 3rd Ward,U.S. House,11,DEM,Jess King,366,,,
Lancaster,Lancaster City - 4th Ward - 1st Precinct,U.S. House,11,DEM,Jess King,179,,,
Lancaster,Lancaster City - 4th Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,214,,,
Lancaster,Lancaster City - 5th Ward - 1st Precinct,U.S. House,11,DEM,Jess King,452,,,
Lancaster,Lancaster City - 5th Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,325,,,
Lancaster,Lancaster City - 5th Ward - 3rd Precinct,U.S. House,11,DEM,Jess King,406,,,
Lancaster,Lancaster City - 6th Ward - 1st Precinct,U.S. House,11,DEM,Jess King,402,,,
Lancaster,Lancaster City - 6th Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,273,,,
Lancaster,Lancaster City - 6th Ward - 3rd Precinct,U.S. House,11,DEM,Jess King,408,,,
Lancaster,Lancaster City - 6th Ward - 4th Precinct,U.S. House,11,DEM,Jess King,436,,,
Lancaster,Lancaster City - 6th Ward - 5th Precinct,U.S. House,11,DEM,Jess King,426,,,
Lancaster,Lancaster City - 6th Ward - 6th Precinct,U.S. House,11,DEM,Jess King,193,,,
Lancaster,Lancaster City - 6th Ward - 7th Precinct,U.S. House,11,DEM,Jess King,440,,,
Lancaster,Lancaster City - 6th Ward - 8th Precinct,U.S. House,11,DEM,Jess King,386,,,
Lancaster,Lancaster City - 7th Ward - 1st Precinct,U.S. House,11,DEM,Jess King,347,,,
Lancaster,Lancaster City - 7th Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,347,,,
Lancaster,Lancaster City - 7th Ward - 3rd Precinct,U.S. House,11,DEM,Jess King,216,,,
Lancaster,Lancaster City - 7th Ward - 4th Precinct,U.S. House,11,DEM,Jess King,285,,,
Lancaster,Lancaster City - 7th Ward - 5th Precinct,U.S. House,11,DEM,Jess King,236,,,
Lancaster,Lancaster City - 7th Ward - 6th Precinct,U.S. House,11,DEM,Jess King,192,,,
Lancaster,Lancaster City - 7th Ward - 7th Precinct,U.S. House,11,DEM,Jess King,308,,,
Lancaster,Lancaster City - 7th Ward - 8th Precinct (CV),U.S. House,11,DEM,Jess King,96,,,
Lancaster,Lancaster City - 7th Ward - 8th Precinct (LS),U.S. House,11,DEM,Jess King,144,,,
Lancaster,Lancaster City - 8th Ward - 1st Precinct,U.S. House,11,DEM,Jess King,227,,,
Lancaster,Lancaster City - 8th Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,226,,,
Lancaster,Lancaster City - 8th Ward - 3rd Precinct,U.S. House,11,DEM,Jess King,249,,,
Lancaster,Lancaster City - 8th Ward - 4th Precinct,U.S. House,11,DEM,Jess King,506,,,
Lancaster,Lancaster City - 8th Ward - 5th Precinct,U.S. House,11,DEM,Jess King,268,,,
Lancaster,Lancaster City - 8th Ward - 6th Precinct,U.S. House,11,DEM,Jess King,251,,,
Lancaster,Lancaster City - 8th Ward - 7th Precinct,U.S. House,11,DEM,Jess King,421,,,
Lancaster,Lancaster City - 8th Ward - 8th Precinct,U.S. House,11,DEM,Jess King,438,,,
Lancaster,Lancaster City - 8th Ward - 9th Precinct,U.S. House,11,DEM,Jess King,407,,,
Lancaster,Lancaster City - 9th Ward - 1st Precinct,U.S. House,11,DEM,Jess King,527,,,
Lancaster,Lancaster City - 9th Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,121,,,
Lancaster,Lancaster City - 9th Ward - 3rd Precinct,U.S. House,11,DEM,Jess King,497,,,
Lancaster,Lancaster City - 9th Ward - 4th Precinct,U.S. House,11,DEM,Jess King,979,,,
Lancaster,Lancaster City - 9th Ward - 5th Precinct,U.S. House,11,DEM,Jess King,553,,,
Lancaster,Adamstown Boro,U.S. House,11,DEM,Jess King,303,,,
Lancaster,Akron Boro - East Dist,U.S. House,11,DEM,Jess King,279,,,
Lancaster,Akron Boro - West Dist,U.S. House,11,DEM,Jess King,392,,,
Lancaster,Christiana Boro,U.S. House,11,DEM,Jess King,156,,,
Lancaster,Columbia Boro - 1st Ward,U.S. House,11,DEM,Jess King,234,,,
Lancaster,Columbia Boro - 4th Ward,U.S. House,11,DEM,Jess King,201,,,
Lancaster,Columbia Boro - 5th Ward,U.S. House,11,DEM,Jess King,226,,,
Lancaster,Columbia Boro - 6th Ward,U.S. House,11,DEM,Jess King,323,,,
Lancaster,Columbia Boro - 7th Ward,U.S. House,11,DEM,Jess King,277,,,
Lancaster,Columbia Boro - 9th Ward,U.S. House,11,DEM,Jess King,183,,,
Lancaster,Denver Boro,U.S. House,11,DEM,Jess King,496,,,
Lancaster,East Petersburg Boro North,U.S. House,11,DEM,Jess King,402,,,
Lancaster,East Petersburg Boro South,U.S. House,11,DEM,Jess King,324,,,
Lancaster,East Petersburg Boro West,U.S. House,11,DEM,Jess King,332,,,
Lancaster,Elizabethtown Boro - 1st Ward,U.S. House,11,DEM,Jess King,564,,,
Lancaster,Elizabethtown Boro - 2nd Ward,U.S. House,11,DEM,Jess King,381,,,
Lancaster,Elizabethtown Boro - 3rd Ward - 1st Precinct,U.S. House,11,DEM,Jess King,218,,,
Lancaster,Elizabethtown Boro - 3rd Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,389,,,
Lancaster,Elizabethtown Boro - 3rd Ward - 3rd Precinct,U.S. House,11,DEM,Jess King,256,,,
Lancaster,Ephrata Boro - 1st Ward,U.S. House,11,DEM,Jess King,409,,,
Lancaster,Ephrata Boro - 2nd Ward,U.S. House,11,DEM,Jess King,524,,,
Lancaster,Ephrata Boro - 3rd Ward,U.S. House,11,DEM,Jess King,571,,,
Lancaster,Ephrata Boro - 4th Ward,U.S. House,11,DEM,Jess King,357,,,
Lancaster,Lititz Boro - 1st Ward - 1st Precinct,U.S. House,11,DEM,Jess King,281,,,
Lancaster,Lititz Boro - 1st Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,303,,,
Lancaster,Lititz Boro - 2nd Ward - 1st Precinct,U.S. House,11,DEM,Jess King,286,,,
Lancaster,Lititz Boro - 2nd Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,372,,,
Lancaster,Lititz Boro - 3rd Ward - 1st Precinct,U.S. House,11,DEM,Jess King,465,,,
Lancaster,Lititz Boro - 3rd Ward - 2nd Precinct,U.S. House,11,DEM,Jess King,514,,,
Lancaster,Manheim Boro - 1st Ward,U.S. House,11,DEM,Jess King,391,,,
Lancaster,Manheim Boro - 2nd Ward,U.S. House,11,DEM,Jess King,328,,,
Lancaster,Marietta Boro - 1st Dist,U.S. House,11,DEM,Jess King,277,,,
Lancaster,Marietta Boro - 2nd Dist,U.S. House,11,DEM,Jess King,235,,,
Lancaster,Millersville Boro - 1st Dist,U.S. House,11,DEM,Jess King,360,,,
Lancaster,Millersville Boro - 2nd Dist,U.S. House,11,DEM,Jess King,371,,,
Lancaster,Millersville Boro - 3rd Dist,U.S. House,11,DEM,Jess King,379,,,
Lancaster,Millersville Boro - 4th Dist,U.S. House,11,DEM,Jess King,438,,,
Lancaster,Mount Joy Boro - East Ward,U.S. House,11,DEM,Jess King,276,,,
Lancaster,Mount Joy Boro - Florin Ward,U.S. House,11,DEM,Jess King,641,,,
Lancaster,Mount Joy Boro - West Ward,U.S. House,11,DEM,Jess King,404,,,
Lancaster,Mountville Boro,U.S. House,11,DEM,Jess King,563,,,
Lancaster,New Holland Boro - 1st Dist,U.S. House,11,DEM,Jess King,266,,,
Lancaster,New Holland Boro - 2nd Dist,U.S. House,11,DEM,Jess King,370,,,
Lancaster,New Holland Boro - 3rd Dist,U.S. House,11,DEM,Jess King,164,,,
Lancaster,Quarryville Boro,U.S. House,11,DEM,Jess King,293,,,
Lancaster,Strasburg Boro - 1st Ward,U.S. House,11,DEM,Jess King,316,,,
Lancaster,Strasburg Boro - 3rd Ward,U.S. House,11,DEM,Jess King,268,,,
Lancaster,Terre Hill Boro,U.S. House,11,DEM,Jess King,108,,,
Lancaster,Bart Twp,U.S. House,11,DEM,Jess King,143,,,
Lancaster,Brecknock Twp - Bowmansville Dist,U.S. House,11,DEM,Jess King,406,,,
Lancaster,Brecknock Twp - Muddy Creek Dist,U.S. House,11,DEM,Jess King,144,,,
Lancaster,Caernarvon Twp,U.S. House,11,DEM,Jess King,260,,,
Lancaster,Clay Twp - North,U.S. House,11,DEM,Jess King,229,,,
Lancaster,Clay Twp - South,U.S. House,11,DEM,Jess King,473,,,
Lancaster,Cocalico East Twp - Smokestown Dist,U.S. House,11,DEM,Jess King,226,,,
Lancaster,Cocalico East Twp - Swartzville Dist,U.S. House,11,DEM,Jess King,293,,,
Lancaster,Cocalico East Twp - Stevens Dist,U.S. House,11,DEM,Jess King,248,,,
Lancaster,Cocalico East Twp - Reamstown Dist,U.S. House,11,DEM,Jess King,359,,,
Lancaster,Cocalico West Twp - Reinholds Dist,U.S. House,11,DEM,Jess King,326,,,
Lancaster,Cocalico West Twp - Schoeneck Dist,U.S. House,11,DEM,Jess King,249,,,
Lancaster,Colerain Twp,U.S. House,11,DEM,Jess King,296,,,
Lancaster,Conestoga Twp,U.S. House,11,DEM,Jess King,503,,,
Lancaster,Conoy Twp,U.S. House,11,DEM,Jess King,330,,,
Lancaster,Donegal East Twp - Maytown Dist,U.S. House,11,DEM,Jess King,381,,,
Lancaster,Donegal East Twp - Springville Dist,U.S. House,11,DEM,Jess King,507,,,
Lancaster,Donegal East Twp - Maytown West Dist,U.S. House,11,DEM,Jess King,346,,,
Lancaster,Donegal West Twp - 1st Dist,U.S. House,11,DEM,Jess King,241,,,
Lancaster,Donegal West Twp - 2nd Dist,U.S. House,11,DEM,Jess King,385,,,
Lancaster,Donegal West Twp - 3rd Dist,U.S. House,11,DEM,Jess King,513,,,
Lancaster,Donegal West Twp - 4th Dist,U.S. House,11,DEM,Jess King,287,,,
Lancaster,Drumore Twp,U.S. House,11,DEM,Jess King,201,,,
Lancaster,Drumore East Twp,U.S. House,11,DEM,Jess King,327,,,
Lancaster,Earl Twp - Martindale Dist,U.S. House,11,DEM,Jess King,159,,,
Lancaster,Earl Twp - New Holland Dist,U.S. House,11,DEM,Jess King,334,,,
Lancaster,Earl East Twp - Blue Ball Dist,U.S. House,11,DEM,Jess King,266,,,
Lancaster,Earl East Twp - Terre Hill Dist,U.S. House,11,DEM,Jess King,167,,,
Lancaster,Earl West Twp - Earlville Dist,U.S. House,11,DEM,Jess King,349,,,
Lancaster,Earl West Twp - Farmersville Dist,U.S. House,11,DEM,Jess King,260,,,
Lancaster,Earl West Twp - North District,U.S. House,11,DEM,Jess King,323,,,
Lancaster,Eden Twp,U.S. House,11,DEM,Jess King,139,,,
Lancaster,Elizabeth Twp,U.S. House,11,DEM,Jess King,404,,,
Lancaster,Ephrata Twp - Lincoln Dist,U.S. House,11,DEM,Jess King,401,,,
Lancaster,Ephrata Twp - Murrell Dist,U.S. House,11,DEM,Jess King,488,,,
Lancaster,Ephrata Twp - Trout Run Dist,U.S. House,11,DEM,Jess King,269,,,
Lancaster,Fulton Twp,U.S. House,11,DEM,Jess King,198,,,
Lancaster,Hempfield East Twp - Barrcrest Dist,U.S. House,11,DEM,Jess King,310,,,
Lancaster,Hempfield East Twp - Centerville Dist,U.S. House,11,DEM,Jess King,514,,,
Lancaster,Hempfield East Twp - Cherry Hill Dist,U.S. House,11,DEM,Jess King,268,,,
Lancaster,Hempfield East Twp - Chestnut Ridge Dist,U.S. House,11,DEM,Jess King,682,,,
Lancaster,Hempfield East Twp - Friendly Dist,U.S. House,11,DEM,Jess King,304,,,
Lancaster,Hempfield East Twp - Spring Dist,U.S. House,11,DEM,Jess King,491,,,
Lancaster,Hempfield East Twp - Hempland Dist,U.S. House,11,DEM,Jess King,208,,,
Lancaster,Hempfield East Twp - Indian Springs Dist,U.S. House,11,DEM,Jess King,421,,,
Lancaster,Hempfield East Twp - Kings District,U.S. House,11,DEM,Jess King,315,,,
Lancaster,Hempfield East Twp - Landisville Dist,U.S. House,11,DEM,Jess King,425,,,
Lancaster,Hempfield East Twp - Millcreek Dist,U.S. House,11,DEM,Jess King,447,,,
Lancaster,Hempfield East Twp - Petersburg Dist,U.S. House,11,DEM,Jess King,232,,,
Lancaster,Hempfield East Twp - Pleasant View Dist,U.S. House,11,DEM,Jess King,573,,,
Lancaster,Hempfield East Twp - Rohrerstown Dist,U.S. House,11,DEM,Jess King,510,,,
Lancaster,Hempfield East Twp - Scotland Dist,U.S. House,11,DEM,Jess King,423,,,
Lancaster,Hempfield West Twp - Chestnut Hill Dist,U.S. House,11,DEM,Jess King,530,,,
Lancaster,Hempfield West Twp - Farmdale Dist,U.S. House,11,DEM,Jess King,484,,,
Lancaster,Hempfield West Twp - Ironville Dist,U.S. House,11,DEM,Jess King,425,,,
Lancaster,Hempfield West Twp - Silver Spring Dist,U.S. House,11,DEM,Jess King,353,,,
Lancaster,Hempfield West Twp - Oyster Point Dist,U.S. House,11,DEM,Jess King,574,,,
Lancaster,Hempfield West Twp - Highland Park Dist,U.S. House,11,DEM,Jess King,333,,,
Lancaster,Hempfield West Twp - Salunga Dist,U.S. House,11,DEM,Jess King,377,,,
Lancaster,Lampeter East Twp - 1st Dist,U.S. House,11,DEM,Jess King,419,,,
Lancaster,Lampeter East Twp - 2nd Dist,U.S. House,11,DEM,Jess King,435,,,
Lancaster,Lampeter East Twp - 3rd Dist,U.S. House,11,DEM,Jess King,206,,,
Lancaster,Lampeter East Twp - 4th Dist,U.S. House,11,DEM,Jess King,384,,,
Lancaster,Lampeter East Twp - 5th Dist,U.S. House,11,DEM,Jess King,365,,,
Lancaster,Lampeter East Twp - 6th Dist,U.S. House,11,DEM,Jess King,238,,,
Lancaster,Lampeter East Twp - 7th Dist,U.S. House,11,DEM,Jess King,322,,,
Lancaster,Lampeter East Twp - 8th Dist,U.S. House,11,DEM,Jess King,473,,,
Lancaster,Lampeter West Twp - Lampeter Dist,U.S. House,11,DEM,Jess King,377,,,
Lancaster,Lampeter West Twp - Lyndon Dist,U.S. House,11,DEM,Jess King,406,,,
Lancaster,Lampeter West Twp - Willow Street Dist,U.S. House,11,DEM,Jess King,487,,,
Lancaster,Lampeter West Twp - Locust Dist,U.S. House,11,DEM,Jess King,613,,,
Lancaster,Lampeter West Twp - Millport Dist,U.S. House,11,DEM,Jess King,449,,,
Lancaster,Lampeter West Twp - Lakes Dist,U.S. House,11,DEM,Jess King,391,,,
Lancaster,Lampeter West Twp - Windy Hill Dist,U.S. House,11,DEM,Jess King,620,,,
Lancaster,Lancaster Twp - 1st Dist,U.S. House,11,DEM,Jess King,361,,,
Lancaster,Lancaster Twp - 2nd Dist,U.S. House,11,DEM,Jess King,329,,,
Lancaster,Lancaster Twp - 3rd Dist,U.S. House,11,DEM,Jess King,321,,,
Lancaster,Lancaster Twp - 4th Dist,U.S. House,11,DEM,Jess King,517,,,
Lancaster,Lancaster Twp - 5th Dist,U.S. House,11,DEM,Jess King,515,,,
Lancaster,Lancaster Twp - 6th Dist,U.S. House,11,DEM,Jess King,359,,,
Lancaster,Lancaster Twp - 7th Dist,U.S. House,11,DEM,Jess King,575,,,
Lancaster,Lancaster Twp - 8th Dist,U.S. House,11,DEM,Jess King,821,,,
Lancaster,Lancaster Twp - 9th Dist,U.S. House,11,DEM,Jess King,727,,,
Lancaster,Leacock Twp,U.S. House,11,DEM,Jess King,242,,,
Lancaster,Leacock Upper Twp - Bareville Dist,U.S. House,11,DEM,Jess King,350,,,
Lancaster,Leacock Upper Twp - Leacock Dist,U.S. House,11,DEM,Jess King,273,,,
Lancaster,Leacock Upper Twp - Leola Dist,U.S. House,11,DEM,Jess King,303,,,
Lancaster,Little Britain Twp,U.S. House,11,DEM,Jess King,318,,,
Lancaster,Manheim Twp - 1st Dist,U.S. House,11,DEM,Jess King,400,,,
Lancaster,Manheim Twp - 2nd Dist,U.S. House,11,DEM,Jess King,432,,,
Lancaster,Manheim Twp - 3rd Dist,U.S. House,11,DEM,Jess King,434,,,
Lancaster,Manheim Twp - 4th Dist,U.S. House,11,DEM,Jess King,392,,,
Lancaster,Manheim Twp - 5th Dist,U.S. House,11,DEM,Jess King,455,,,
Lancaster,Manheim Twp - 6th Dist,U.S. House,11,DEM,Jess King,479,,,
Lancaster,Manheim Twp - 7th Dist - 41st,U.S. House,11,DEM,Jess King,186,,,
Lancaster,Manheim Twp - 7th Dist - 96th,U.S. House,11,DEM,Jess King,116,,,
Lancaster,Manheim Twp - 8th Dist,U.S. House,11,DEM,Jess King,334,,,
Lancaster,Manheim Twp - 9th Dist,U.S. House,11,DEM,Jess King,375,,,
