county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,extra
Franklin,Fannett-Concord Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,5,5,0,0,0
Franklin,Fannett-Concord Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,3,2,1,0,0
Franklin,Fannett-Concord Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Concord Dst,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Concord Dst,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Concord Dst,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Concord Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Concord Dst,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Fannett-Concord Dst,AUDITOR GENERAL,,,Undervotes,13,10,2,1,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,REP,STACY L. GARRITY,244,230,12,2,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,DEM,JOE TORSELLA,42,18,23,1,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,GRE,TIMOTHY RUNKLE,5,5,0,0,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,LIB,JOE SOLOSKI,4,4,0,0,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Fannett-Concord Dst,STATE TREASURER,,,Undervotes,11,9,2,0,0
Franklin,Fannett-Concord Dst,U.S. House,13,REP,JOHN JOYCE,248,231,15,2,0
Franklin,Fannett-Concord Dst,U.S. House,13,DEM,TODD ROWLEY,44,24,19,1,0
Franklin,Fannett-Concord Dst,U.S. House,13,,Write-In: Blank,1,1,0,0,0
Franklin,Fannett-Concord Dst,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Concord Dst,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Concord Dst,U.S. House,13,,Write-In Totals,1,1,0,0,0
Franklin,Fannett-Concord Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Concord Dst,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Fannett-Concord Dst,U.S. House,13,,Undervotes,13,10,3,0,0
Franklin,Fannett-Concord Dst,State House,82,REP,JOHN HERSHEY,271,249,20,2,0
Franklin,Fannett-Concord Dst,State House,82,,Write-In: Scattered,5,1,4,0,0
Franklin,Fannett-Concord Dst,State House,82,,Write-In: Invalid,2,2,0,0,0
Franklin,Fannett-Concord Dst,State House,82,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Concord Dst,State House,82,,Write-In Totals,7,3,4,0,0
Franklin,Fannett-Concord Dst,State House,82,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Concord Dst,State House,82,,Overvotes,0,0,0,0,0
Franklin,Fannett-Concord Dst,State House,82,,Undervotes,28,14,13,1,0
Franklin,Fannett-Dry Run Dst,Registered Voters,,,,630,,,,
Franklin,Fannett-Dry Run Dst,Ballots Cast,,,,529,469,54,6,0
Franklin,Fannett-Dry Run Dst,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,REP,TRUMP and PENCE,458,424,28,6,0
Franklin,Fannett-Dry Run Dst,President,,DEM,BIDEN and HARRIS,64,38,26,0,0
Franklin,Fannett-Dry Run Dst,President,,LIB,JORGENSEN and COHEN,6,6,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Write-In: Hawkins Howie (All Variants),0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Overvotes,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,President,,,Undervotes,1,1,0,0,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,429,400,24,5,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,66,40,25,1,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,8,7,1,0,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,7,5,2,0,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,ATTORNEY GENERAL,,,Undervotes,19,17,2,0,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,432,401,26,5,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,DEM,NINA AHMAD,57,34,22,1,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,19,15,4,0,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,2,2,0,0,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,AUDITOR GENERAL,,,Undervotes,19,17,2,0,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,REP,STACY L. GARRITY,434,403,26,5,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,DEM,JOE TORSELLA,65,40,24,1,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,LIB,JOE SOLOSKI,7,6,1,0,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,GRE,TIMOTHY RUNKLE,3,2,1,0,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,STATE TREASURER,,,Undervotes,20,18,2,0,0
Franklin,Fannett-Dry Run Dst,U.S. House,13,REP,JOHN JOYCE,448,416,27,5,0
Franklin,Fannett-Dry Run Dst,U.S. House,13,DEM,TODD ROWLEY,65,38,26,1,0
Franklin,Fannett-Dry Run Dst,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,U.S. House,13,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,U.S. House,13,,Undervotes,16,15,1,0,0
Franklin,Fannett-Dry Run Dst,State House,82,REP,JOHN HERSHEY,456,414,36,6,0
Franklin,Fannett-Dry Run Dst,State House,82,,Write-In: Scattered,3,2,1,0,0
Franklin,Fannett-Dry Run Dst,State House,82,,Write-In: Invalid,2,1,1,0,0
Franklin,Fannett-Dry Run Dst,State House,82,,Write-In: Blank,1,1,0,0,0
Franklin,Fannett-Dry Run Dst,State House,82,,Write-In Totals,6,4,2,0,0
Franklin,Fannett-Dry Run Dst,State House,82,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,State House,82,,Overvotes,0,0,0,0,0
Franklin,Fannett-Dry Run Dst,State House,82,,Undervotes,67,51,16,0,0
Franklin,Fannett-Sulphur Springs,Registered Voters,,,,310,,,,
Franklin,Fannett-Sulphur Springs,Ballots Cast,,,,259,239,18,2,0
Franklin,Fannett-Sulphur Springs,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,REP,TRUMP and PENCE,214,202,10,2,0
Franklin,Fannett-Sulphur Springs,President,,DEM,BIDEN and HARRIS,40,34,6,0,0
Franklin,Fannett-Sulphur Springs,President,,LIB,JORGENSEN and COHEN,3,2,1,0,0
Franklin,Fannett-Sulphur Springs,President,,,Write-In: Hawkins Howie (All Variants),0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Overvotes,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,President,,,Undervotes,2,1,1,0,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,196,184,10,2,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,52,45,7,0,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,2,1,1,0,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,2,2,0,0,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,ATTORNEY GENERAL,,,Undervotes,7,7,0,0,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,203,190,11,2,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,DEM,NINA AHMAD,38,32,6,0,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,LIB,JENNIFER MOORE,6,5,1,0,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,GRE,OLIVIA FAISON,4,4,0,0,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,AUDITOR GENERAL,,,Undervotes,8,8,0,0,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,REP,STACY L. GARRITY,202,190,11,1,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,DEM,JOE TORSELLA,46,40,6,0,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,LIB,JOE SOLOSKI,3,1,1,1,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,GRE,TIMOTHY RUNKLE,2,2,0,0,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,STATE TREASURER,,,Undervotes,6,6,0,0,0
Franklin,Fannett-Sulphur Springs,U.S. House,13,REP,JOHN JOYCE,211,198,11,2,0
Franklin,Fannett-Sulphur Springs,U.S. House,13,DEM,TODD ROWLEY,40,33,7,0,0
Franklin,Fannett-Sulphur Springs,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,U.S. House,13,,Write-In Totals,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,U.S. House,13,,Undervotes,8,8,0,0,0
Franklin,Fannett-Sulphur Springs,State House,82,REP,JOHN HERSHEY,224,210,12,2,0
Franklin,Fannett-Sulphur Springs,State House,82,,Write-In: Scattered,3,3,0,0,0
Franklin,Fannett-Sulphur Springs,State House,82,,Write-In: Blank,1,1,0,0,0
Franklin,Fannett-Sulphur Springs,State House,82,,Write-In: Invalid,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,State House,82,,Write-In Totals,4,4,0,0,0
Franklin,Fannett-Sulphur Springs,State House,82,,Not Assigned,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,State House,82,,Overvotes,0,0,0,0,0
Franklin,Fannett-Sulphur Springs,State House,82,,Undervotes,31,25,6,0,0
Franklin,Greencastle Boro-1st Dst,Registered Voters,,,,1480,,,,
Franklin,Greencastle Boro-1st Dst,Ballots Cast,,,,1192,885,294,13,0
Franklin,Greencastle Boro-1st Dst,Ballots Cast Blank,,,,1,0,0,1,0
Franklin,Greencastle Boro-1st Dst,President,,REP,TRUMP and PENCE,827,705,113,9,0
Franklin,Greencastle Boro-1st Dst,President,,DEM,BIDEN and HARRIS,349,167,179,3,0
Franklin,Greencastle Boro-1st Dst,President,,LIB,JORGENSEN and COHEN,10,10,0,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Write-In: Scattered,2,1,1,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Write-In: Hawkins Howie (All Variants),0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Write-In Totals,2,1,1,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Not Assigned,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Overvotes,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,President,,,Undervotes,4,2,1,1,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,791,662,122,7,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,343,181,159,3,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,19,13,6,0,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,9,8,0,1,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,,Overvotes,1,1,0,0,0
Franklin,Greencastle Boro-1st Dst,ATTORNEY GENERAL,,,Undervotes,29,20,7,2,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,836,699,130,7,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,DEM,NINA AHMAD,272,126,143,3,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,35,26,9,0,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,12,9,2,1,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,AUDITOR GENERAL,,,Undervotes,37,25,10,2,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,REP,STACY L. GARRITY,829,693,128,8,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,DEM,JOE TORSELLA,294,141,151,2,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,LIB,JOE SOLOSKI,20,16,4,0,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,GRE,TIMOTHY RUNKLE,11,10,0,1,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,,Overvotes,1,0,1,0,0
Franklin,Greencastle Boro-1st Dst,STATE TREASURER,,,Undervotes,37,25,10,2,0
Franklin,Greencastle Boro-1st Dst,U.S. House,13,REP,JOHN JOYCE,848,708,133,7,0
Franklin,Greencastle Boro-1st Dst,U.S. House,13,DEM,TODD ROWLEY,317,157,156,4,0
Franklin,Greencastle Boro-1st Dst,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,U.S. House,13,,Write-In Totals,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,U.S. House,13,,Undervotes,27,20,5,2,0
Franklin,Greencastle Boro-1st Dst,State House,90,REP,PAUL SCHEMEL,997,775,213,9,0
Franklin,Greencastle Boro-1st Dst,State House,90,,Write-In: Scattered,30,16,13,1,0
Franklin,Greencastle Boro-1st Dst,State House,90,,Write-In: Invalid,9,7,2,0,0
Franklin,Greencastle Boro-1st Dst,State House,90,,Write-In: Blank,4,2,2,0,0
Franklin,Greencastle Boro-1st Dst,State House,90,,Write-In: Laura Jeu,2,1,1,0,0
Franklin,Greencastle Boro-1st Dst,State House,90,,Write-In Totals,45,26,18,1,0
Franklin,Greencastle Boro-1st Dst,State House,90,,Not Assigned,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,State House,90,,Overvotes,0,0,0,0,0
Franklin,Greencastle Boro-1st Dst,State House,90,,Undervotes,150,84,63,3,0
Franklin,Greencastle Boro-2nd Dst,Registered Voters,,,,1536,,,,
Franklin,Greencastle Boro-2nd Dst,Ballots Cast,,,,1181,866,296,19,0
Franklin,Greencastle Boro-2nd Dst,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,President,,REP,TRUMP and PENCE,780,659,113,8,0
Franklin,Greencastle Boro-2nd Dst,President,,DEM,BIDEN and HARRIS,362,181,170,11,0
Franklin,Greencastle Boro-2nd Dst,President,,LIB,JORGENSEN and COHEN,26,20,6,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Write-In: Scattered,7,3,4,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Write-In: Hawkins Howie (All Variants),0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Write-In Totals,7,3,4,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Not Assigned,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Overvotes,1,0,1,0,0
Franklin,Greencastle Boro-2nd Dst,President,,,Undervotes,5,3,2,0,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,764,643,111,10,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,338,166,164,8,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,38,29,9,0,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,12,8,4,0,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,,Write-In: Scattered,3,0,3,0,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,,Write-In Totals,3,0,3,0,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,ATTORNEY GENERAL,,,Undervotes,26,20,5,1,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,769,644,116,9,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,DEM,NINA AHMAD,306,149,147,10,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,55,39,16,0,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,14,7,7,0,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,,Write-In: Scattered,1,1,0,0,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,,Write-In Totals,1,1,0,0,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Greencastle Boro-2nd Dst,AUDITOR GENERAL,,,Undervotes,36,26,10,0,0
Franklin,Greencastle Boro-2nd Dst,STATE TREASURER,,REP,STACY L. GARRITY,780,651,120,9,0
Franklin,Greencastle Boro-2nd Dst,STATE TREASURER,,DEM,JOE TORSELLA,309,148,153,8,0
