county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,federal
Centre,42-COLLEGE SOUTH,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,42-COLLEGE SOUTH,U.S. House,12,,Under Votes,27,7,20,0,0
Centre,42-COLLEGE SOUTH,State Assembly,171,DEM,PETER BUCK,882,178,701,3,0
Centre,42-COLLEGE SOUTH,State Assembly,171,REP,KERRY A BENNINGHOFF,866,446,416,4,0
Centre,42-COLLEGE SOUTH,State Assembly,171,,Write-ins,1,1,0,0,0
Centre,42-COLLEGE SOUTH,State Assembly,171,,Not Assigned,1,1,0,0,0
Centre,42-COLLEGE SOUTH,State Assembly,171,,Over Votes,1,0,1,0,0
Centre,42-COLLEGE SOUTH,State Assembly,171,,Under Votes,34,7,27,0,0
Centre,44-COLLEGE WEST,Registered Voters,,,,1583,,,,
Centre,44-COLLEGE WEST,Ballots Cast,,,,1061,677,368,16,0
Centre,44-COLLEGE WEST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,44-COLLEGE WEST,President,,DEM,Joseph R. Biden,772,453,311,8,0
Centre,44-COLLEGE WEST,President,,REP,Donald J. Trump,262,203,52,7,0
Centre,44-COLLEGE WEST,President,,LIB,Jo Jorgensen,20,15,5,0,0
Centre,44-COLLEGE WEST,President,,,Write-ins,6,5,0,1,0
Centre,44-COLLEGE WEST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,44-COLLEGE WEST,President,,,Write-In: Brian Carroll & variations,3,3,0,0,0
Centre,44-COLLEGE WEST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,44-COLLEGE WEST,President,,,Write-In: Scattered,1,1,0,0,0
Centre,44-COLLEGE WEST,President,,,Write-In: Bernie Sanders & variations,1,1,0,0,0
Centre,44-COLLEGE WEST,President,,,Write-In: Howie Hawkins & variations,1,0,0,1,0
Centre,44-COLLEGE WEST,President,,,Not Assigned,0,0,0,0,0
Centre,44-COLLEGE WEST,President,,,Over Votes,0,0,0,0,0
Centre,44-COLLEGE WEST,President,,,Under Votes,1,1,0,0,0
Centre,44-COLLEGE WEST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,720,431,281,8,0
Centre,44-COLLEGE WEST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,294,215,72,7,0
Centre,44-COLLEGE WEST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,23,16,7,0,0
Centre,44-COLLEGE WEST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,14,10,4,0,0
Centre,44-COLLEGE WEST,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,44-COLLEGE WEST,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,44-COLLEGE WEST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,44-COLLEGE WEST,ATTORNEY GENERAL,,,Under Votes,10,5,4,1,0
Centre,44-COLLEGE WEST,AUDITOR GENERAL,,DEM,NINA AHMAD,677,401,269,7,0
Centre,44-COLLEGE WEST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,335,244,84,7,0
Centre,44-COLLEGE WEST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,19,14,4,1,0
Centre,44-COLLEGE WEST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,12,8,4,0,0
Centre,44-COLLEGE WEST,AUDITOR GENERAL,,,Write-ins,1,1,0,0,0
Centre,44-COLLEGE WEST,AUDITOR GENERAL,,,Not Assigned,1,1,0,0,0
Centre,44-COLLEGE WEST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,44-COLLEGE WEST,AUDITOR GENERAL,,,Under Votes,17,9,7,1,0
Centre,44-COLLEGE WEST,STATE TREASURER,,DEM,JOE TORSELLA,689,409,273,7,0
Centre,44-COLLEGE WEST,STATE TREASURER,,REP,STACY L GARRITY,309,229,72,8,0
Centre,44-COLLEGE WEST,STATE TREASURER,,LIB,JOE SOLOSKI,25,17,8,0,0
Centre,44-COLLEGE WEST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,17,11,6,0,0
Centre,44-COLLEGE WEST,STATE TREASURER,,,Write-ins,1,1,0,0,0
Centre,44-COLLEGE WEST,STATE TREASURER,,,Not Assigned,1,1,0,0,0
Centre,44-COLLEGE WEST,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,44-COLLEGE WEST,STATE TREASURER,,,Under Votes,20,10,9,1,0
Centre,44-COLLEGE WEST,U.S. House,12,DEM,LEE GRIFFIN,710,419,283,8,0
Centre,44-COLLEGE WEST,U.S. House,12,REP,FRED KELLER,333,247,79,7,0
Centre,44-COLLEGE WEST,U.S. House,12,,Write-ins,4,3,1,0,0
Centre,44-COLLEGE WEST,U.S. House,12,,Write-In: Liz Terwilliger & variations,0,0,0,0,0
Centre,44-COLLEGE WEST,U.S. House,12,,Not Assigned,4,3,1,0,0
Centre,44-COLLEGE WEST,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,44-COLLEGE WEST,U.S. House,12,,Under Votes,14,8,5,1,0
Centre,44-COLLEGE WEST,State Assembly,171,DEM,PETER BUCK,691,413,270,8,0
Centre,44-COLLEGE WEST,State Assembly,171,REP,KERRY A BENNINGHOFF,350,253,90,7,0
Centre,44-COLLEGE WEST,State Assembly,171,,Write-ins,2,2,0,0,0
Centre,44-COLLEGE WEST,State Assembly,171,,Not Assigned,2,2,0,0,0
Centre,44-COLLEGE WEST,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,44-COLLEGE WEST,State Assembly,171,,Under Votes,18,9,8,1,0
Centre,45-CURTIN NORTH,Registered Voters,,,,53,,,,
Centre,45-CURTIN NORTH,Ballots Cast,,,,42,42,0,0,0
Centre,45-CURTIN NORTH,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,DEM,Joseph R. Biden,13,13,0,0,0
Centre,45-CURTIN NORTH,President,,REP,Donald J. Trump,29,29,0,0,0
Centre,45-CURTIN NORTH,President,,LIB,Jo Jorgensen,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,,Write-ins,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,,Write-In: Scattered,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,,Not Assigned,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,,Over Votes,0,0,0,0,0
Centre,45-CURTIN NORTH,President,,,Under Votes,0,0,0,0,0
Centre,45-CURTIN NORTH,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,18,18,0,0,0
Centre,45-CURTIN NORTH,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,21,21,0,0,0
Centre,45-CURTIN NORTH,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,2,2,0,0,0
Centre,45-CURTIN NORTH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,0,0,0,0,0
Centre,45-CURTIN NORTH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,45-CURTIN NORTH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,45-CURTIN NORTH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,45-CURTIN NORTH,ATTORNEY GENERAL,,,Under Votes,1,1,0,0,0
Centre,45-CURTIN NORTH,AUDITOR GENERAL,,DEM,NINA AHMAD,15,15,0,0,0
Centre,45-CURTIN NORTH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,26,26,0,0,0
Centre,45-CURTIN NORTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,0,0,0,0,0
Centre,45-CURTIN NORTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,0,0,0,0,0
Centre,45-CURTIN NORTH,AUDITOR GENERAL,,,Write-ins,1,1,0,0,0
Centre,45-CURTIN NORTH,AUDITOR GENERAL,,,Not Assigned,1,1,0,0,0
Centre,45-CURTIN NORTH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,45-CURTIN NORTH,AUDITOR GENERAL,,,Under Votes,0,0,0,0,0
Centre,45-CURTIN NORTH,STATE TREASURER,,DEM,JOE TORSELLA,18,18,0,0,0
Centre,45-CURTIN NORTH,STATE TREASURER,,REP,STACY L GARRITY,23,23,0,0,0
Centre,45-CURTIN NORTH,STATE TREASURER,,LIB,JOE SOLOSKI,0,0,0,0,0
Centre,45-CURTIN NORTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,1,1,0,0,0
Centre,45-CURTIN NORTH,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,45-CURTIN NORTH,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,45-CURTIN NORTH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,45-CURTIN NORTH,STATE TREASURER,,,Under Votes,0,0,0,0,0
Centre,45-CURTIN NORTH,U.S. House,15,DEM,ROBERT WILLIAMS,12,12,0,0,0
Centre,45-CURTIN NORTH,U.S. House,15,REP,GLENN GT THOMPSON,29,29,0,0,0
Centre,45-CURTIN NORTH,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,45-CURTIN NORTH,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,45-CURTIN NORTH,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,45-CURTIN NORTH,U.S. House,15,,Under Votes,1,1,0,0,0
Centre,45-CURTIN NORTH,State Assembly,76,DEM,JOE WALTZ,17,17,0,0,0
Centre,45-CURTIN NORTH,State Assembly,76,REP,STEPHANIE BOROWICZ,24,24,0,0,0
Centre,45-CURTIN NORTH,State Assembly,76,,Write-ins,0,0,0,0,0
Centre,45-CURTIN NORTH,State Assembly,76,,Not Assigned,0,0,0,0,0
Centre,45-CURTIN NORTH,State Assembly,76,,Over Votes,0,0,0,0,0
Centre,45-CURTIN NORTH,State Assembly,76,,Under Votes,1,1,0,0,0
Centre,46-CURTIN SOUTH,Registered Voters,,,,272,,,,
Centre,46-CURTIN SOUTH,Ballots Cast,,,,241,193,46,2,0
Centre,46-CURTIN SOUTH,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,46-CURTIN SOUTH,President,,DEM,Joseph R. Biden,46,18,27,1,0
Centre,46-CURTIN SOUTH,President,,REP,Donald J. Trump,192,174,17,1,0
Centre,46-CURTIN SOUTH,President,,LIB,Jo Jorgensen,3,1,2,0,0
Centre,46-CURTIN SOUTH,President,,,Write-ins,0,0,0,0,0
Centre,46-CURTIN SOUTH,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,46-CURTIN SOUTH,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,46-CURTIN SOUTH,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,46-CURTIN SOUTH,President,,,Write-In: Scattered,0,0,0,0,0
Centre,46-CURTIN SOUTH,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,46-CURTIN SOUTH,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,46-CURTIN SOUTH,President,,,Not Assigned,0,0,0,0,0
Centre,46-CURTIN SOUTH,President,,,Over Votes,0,0,0,0,0
Centre,46-CURTIN SOUTH,President,,,Under Votes,0,0,0,0,0
Centre,46-CURTIN SOUTH,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,50,25,24,1,0
Centre,46-CURTIN SOUTH,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,183,164,18,1,0
Centre,46-CURTIN SOUTH,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,5,2,3,0,0
Centre,46-CURTIN SOUTH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,1,0,1,0,0
Centre,46-CURTIN SOUTH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,46-CURTIN SOUTH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,46-CURTIN SOUTH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,46-CURTIN SOUTH,ATTORNEY GENERAL,,,Under Votes,2,2,0,0,0
Centre,46-CURTIN SOUTH,AUDITOR GENERAL,,DEM,NINA AHMAD,43,19,23,1,0
Centre,46-CURTIN SOUTH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,181,160,20,1,0
Centre,46-CURTIN SOUTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,9,7,2,0,0
Centre,46-CURTIN SOUTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,2,1,1,0,0
Centre,46-CURTIN SOUTH,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,46-CURTIN SOUTH,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,46-CURTIN SOUTH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,46-CURTIN SOUTH,AUDITOR GENERAL,,,Under Votes,6,6,0,0,0
Centre,46-CURTIN SOUTH,STATE TREASURER,,DEM,JOE TORSELLA,51,27,24,0,0
Centre,46-CURTIN SOUTH,STATE TREASURER,,REP,STACY L GARRITY,181,162,18,1,0
Centre,46-CURTIN SOUTH,STATE TREASURER,,LIB,JOE SOLOSKI,4,0,3,1,0
Centre,46-CURTIN SOUTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,2,1,1,0,0
Centre,46-CURTIN SOUTH,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,46-CURTIN SOUTH,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,46-CURTIN SOUTH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,46-CURTIN SOUTH,STATE TREASURER,,,Under Votes,3,3,0,0,0
Centre,46-CURTIN SOUTH,U.S. House,15,DEM,ROBERT WILLIAMS,44,19,24,1,0
Centre,46-CURTIN SOUTH,U.S. House,15,REP,GLENN GT THOMPSON,192,169,22,1,0
Centre,46-CURTIN SOUTH,U.S. House,15,,Write-ins,1,1,0,0,0
Centre,46-CURTIN SOUTH,U.S. House,15,,Not Assigned,1,1,0,0,0
Centre,46-CURTIN SOUTH,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,46-CURTIN SOUTH,U.S. House,15,,Under Votes,4,4,0,0,0
Centre,46-CURTIN SOUTH,State Assembly,76,DEM,JOE WALTZ,60,33,26,1,0
Centre,46-CURTIN SOUTH,State Assembly,76,REP,STEPHANIE BOROWICZ,176,155,20,1,0
Centre,46-CURTIN SOUTH,State Assembly,76,,Write-ins,1,1,0,0,0
Centre,46-CURTIN SOUTH,State Assembly,76,,Not Assigned,1,1,0,0,0
Centre,46-CURTIN SOUTH,State Assembly,76,,Over Votes,0,0,0,0,0
Centre,46-CURTIN SOUTH,State Assembly,76,,Under Votes,4,4,0,0,0
Centre,51-FERGUSON EAST,Registered Voters,,,,1535,,,,
Centre,51-FERGUSON EAST,Ballots Cast,,,,1255,731,520,4,0
Centre,51-FERGUSON EAST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,51-FERGUSON EAST,President,,DEM,Joseph R. Biden,715,306,408,1,0
Centre,51-FERGUSON EAST,President,,REP,Donald J. Trump,511,410,98,3,0
Centre,51-FERGUSON EAST,President,,LIB,Jo Jorgensen,19,12,7,0,0
Centre,51-FERGUSON EAST,President,,,Write-ins,4,2,2,0,0
Centre,51-FERGUSON EAST,President,,,Write-In: Andrew Yang & variations,1,0,1,0,0
Centre,51-FERGUSON EAST,President,,,Write-In: Brian Carroll & variations,1,1,0,0,0
Centre,51-FERGUSON EAST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,51-FERGUSON EAST,President,,,Write-In: Scattered,2,1,1,0,0
Centre,51-FERGUSON EAST,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,51-FERGUSON EAST,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,51-FERGUSON EAST,President,,,Not Assigned,0,0,0,0,0
Centre,51-FERGUSON EAST,President,,,Over Votes,0,0,0,0,0
Centre,51-FERGUSON EAST,President,,,Under Votes,6,1,5,0,0
Centre,51-FERGUSON EAST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,681,296,384,1,0
Centre,51-FERGUSON EAST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,523,404,116,3,0
Centre,51-FERGUSON EAST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,16,13,3,0,0
Centre,51-FERGUSON EAST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,17,7,10,0,0
Centre,51-FERGUSON EAST,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,51-FERGUSON EAST,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,51-FERGUSON EAST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,51-FERGUSON EAST,ATTORNEY GENERAL,,,Under Votes,18,11,7,0,0
Centre,51-FERGUSON EAST,AUDITOR GENERAL,,DEM,NINA AHMAD,604,258,346,0,0
Centre,51-FERGUSON EAST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,566,427,136,3,0
Centre,51-FERGUSON EAST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,34,26,8,0,0
Centre,51-FERGUSON EAST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,17,4,12,1,0
Centre,51-FERGUSON EAST,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,51-FERGUSON EAST,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,51-FERGUSON EAST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,51-FERGUSON EAST,AUDITOR GENERAL,,,Under Votes,34,16,18,0,0
Centre,51-FERGUSON EAST,STATE TREASURER,,DEM,JOE TORSELLA,655,291,364,0,0
Centre,51-FERGUSON EAST,STATE TREASURER,,REP,STACY L GARRITY,521,400,118,3,0
Centre,51-FERGUSON EAST,STATE TREASURER,,LIB,JOE SOLOSKI,27,17,10,0,0
Centre,51-FERGUSON EAST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,17,8,8,1,0
Centre,51-FERGUSON EAST,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,51-FERGUSON EAST,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,51-FERGUSON EAST,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,51-FERGUSON EAST,STATE TREASURER,,,Under Votes,35,15,20,0,0
Centre,51-FERGUSON EAST,U.S. House,12,DEM,LEE GRIFFIN,661,284,376,1,0
Centre,51-FERGUSON EAST,U.S. House,12,REP,FRED KELLER,558,430,126,2,0
Centre,51-FERGUSON EAST,U.S. House,12,,Write-ins,4,0,4,0,0
Centre,51-FERGUSON EAST,U.S. House,12,,Write-In: Liz Terwilliger & variations,4,0,4,0,0
Centre,51-FERGUSON EAST,U.S. House,12,,Not Assigned,0,0,0,0,0
Centre,51-FERGUSON EAST,U.S. House,12,,Over Votes,1,1,0,0,0
Centre,51-FERGUSON EAST,U.S. House,12,,Under Votes,31,16,14,1,0
Centre,51-FERGUSON EAST,State Assembly,171,DEM,PETER BUCK,644,281,362,1,0
Centre,51-FERGUSON EAST,State Assembly,171,REP,KERRY A BENNINGHOFF,580,433,144,3,0
Centre,51-FERGUSON EAST,State Assembly,171,,Write-ins,2,1,1,0,0
Centre,51-FERGUSON EAST,State Assembly,171,,Not Assigned,2,1,1,0,0
Centre,51-FERGUSON EAST,State Assembly,171,,Over Votes,1,1,0,0,0
Centre,51-FERGUSON EAST,State Assembly,171,,Under Votes,28,15,13,0,0
Centre,47-FERGUSON NORTH 1,Registered Voters,,,,1773,,,,
Centre,47-FERGUSON NORTH 1,Ballots Cast,,,,1394,578,813,3,0
Centre,47-FERGUSON NORTH 1,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,47-FERGUSON NORTH 1,President,,DEM,Joseph R. Biden,821,228,591,2,0
Centre,47-FERGUSON NORTH 1,President,,REP,Donald J. Trump,537,333,203,1,0
Centre,47-FERGUSON NORTH 1,President,,LIB,Jo Jorgensen,22,15,7,0,0
Centre,47-FERGUSON NORTH 1,President,,,Write-ins,9,1,8,0,0
Centre,47-FERGUSON NORTH 1,President,,,Write-In: Andrew Yang & variations,1,0,1,0,0
Centre,47-FERGUSON NORTH 1,President,,,Write-In: Brian Carroll & variations,1,1,0,0,0
Centre,47-FERGUSON NORTH 1,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,47-FERGUSON NORTH 1,President,,,Write-In: Scattered,6,0,6,0,0
Centre,47-FERGUSON NORTH 1,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,47-FERGUSON NORTH 1,President,,,Write-In: Howie Hawkins & variations,1,0,1,0,0
Centre,47-FERGUSON NORTH 1,President,,,Not Assigned,0,0,0,0,0
Centre,47-FERGUSON NORTH 1,President,,,Over Votes,0,0,0,0,0
Centre,47-FERGUSON NORTH 1,President,,,Under Votes,5,1,4,0,0
Centre,47-FERGUSON NORTH 1,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,777,219,557,1,0
Centre,47-FERGUSON NORTH 1,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,543,322,219,2,0
Centre,47-FERGUSON NORTH 1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,33,22,11,0,0
Centre,47-FERGUSON NORTH 1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,20,9,11,0,0
Centre,47-FERGUSON NORTH 1,ATTORNEY GENERAL,,,Write-ins,3,1,2,0,0
Centre,47-FERGUSON NORTH 1,ATTORNEY GENERAL,,,Not Assigned,3,1,2,0,0
Centre,47-FERGUSON NORTH 1,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,47-FERGUSON NORTH 1,ATTORNEY GENERAL,,,Under Votes,18,5,13,0,0
Centre,47-FERGUSON NORTH 1,AUDITOR GENERAL,,DEM,NINA AHMAD,719,199,518,2,0
Centre,47-FERGUSON NORTH 1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,582,338,243,1,0
Centre,47-FERGUSON NORTH 1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,40,28,12,0,0
Centre,47-FERGUSON NORTH 1,AUDITOR GENERAL,,GRN,OLIVIA FAISON,17,5,12,0,0
Centre,47-FERGUSON NORTH 1,AUDITOR GENERAL,,,Write-ins,2,1,1,0,0
Centre,47-FERGUSON NORTH 1,AUDITOR GENERAL,,,Not Assigned,2,1,1,0,0
Centre,47-FERGUSON NORTH 1,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,47-FERGUSON NORTH 1,AUDITOR GENERAL,,,Under Votes,34,7,27,0,0
Centre,47-FERGUSON NORTH 1,STATE TREASURER,,DEM,JOE TORSELLA,759,214,544,1,0
Centre,47-FERGUSON NORTH 1,STATE TREASURER,,REP,STACY L GARRITY,547,326,219,2,0
Centre,47-FERGUSON NORTH 1,STATE TREASURER,,LIB,JOE SOLOSKI,35,23,12,0,0
Centre,47-FERGUSON NORTH 1,STATE TREASURER,,GRN,TIMOTHY RUNKLE,17,6,11,0,0
Centre,47-FERGUSON NORTH 1,STATE TREASURER,,,Write-ins,2,1,1,0,0
Centre,47-FERGUSON NORTH 1,STATE TREASURER,,,Not Assigned,2,1,1,0,0
Centre,47-FERGUSON NORTH 1,STATE TREASURER,,,Over Votes,1,0,1,0,0
Centre,47-FERGUSON NORTH 1,STATE TREASURER,,,Under Votes,33,8,25,0,0
Centre,47-FERGUSON NORTH 1,U.S. House,12,DEM,LEE GRIFFIN,764,211,552,1,0
Centre,47-FERGUSON NORTH 1,U.S. House,12,REP,FRED KELLER,596,351,243,2,0
Centre,47-FERGUSON NORTH 1,U.S. House,12,,Write-ins,8,3,5,0,0
Centre,47-FERGUSON NORTH 1,U.S. House,12,,Write-In: Liz Terwilliger & variations,4,2,2,0,0
Centre,47-FERGUSON NORTH 1,U.S. House,12,,Not Assigned,4,1,3,0,0
Centre,47-FERGUSON NORTH 1,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,47-FERGUSON NORTH 1,U.S. House,12,,Under Votes,26,13,13,0,0
Centre,47-FERGUSON NORTH 1,State Assembly,171,DEM,PETER BUCK,740,201,538,1,0
Centre,47-FERGUSON NORTH 1,State Assembly,171,REP,KERRY A BENNINGHOFF,620,361,257,2,0
Centre,47-FERGUSON NORTH 1,State Assembly,171,,Write-ins,4,2,2,0,0
Centre,47-FERGUSON NORTH 1,State Assembly,171,,Not Assigned,4,2,2,0,0
Centre,47-FERGUSON NORTH 1,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,47-FERGUSON NORTH 1,State Assembly,171,,Under Votes,30,14,16,0,0
Centre,48-FERGUSON NORTH 2,Registered Voters,,,,1340,,,,
Centre,48-FERGUSON NORTH 2,Ballots Cast,,,,942,371,564,7,0
Centre,48-FERGUSON NORTH 2,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,President,,DEM,Joseph R. Biden,623,161,459,3,0
Centre,48-FERGUSON NORTH 2,President,,REP,Donald J. Trump,296,199,94,3,0
Centre,48-FERGUSON NORTH 2,President,,LIB,Jo Jorgensen,13,6,6,1,0
Centre,48-FERGUSON NORTH 2,President,,,Write-ins,4,2,2,0,0
Centre,48-FERGUSON NORTH 2,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,President,,,Write-In: Scattered,4,2,2,0,0
Centre,48-FERGUSON NORTH 2,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,President,,,Not Assigned,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,President,,,Over Votes,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,President,,,Under Votes,6,3,3,0,0
Centre,48-FERGUSON NORTH 2,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,584,158,423,3,0
Centre,48-FERGUSON NORTH 2,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,323,202,118,3,0
Centre,48-FERGUSON NORTH 2,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,18,7,10,1,0
Centre,48-FERGUSON NORTH 2,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,7,3,4,0,0
Centre,48-FERGUSON NORTH 2,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,ATTORNEY GENERAL,,,Under Votes,10,1,9,0,0
Centre,48-FERGUSON NORTH 2,AUDITOR GENERAL,,DEM,NINA AHMAD,556,145,409,2,0
Centre,48-FERGUSON NORTH 2,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,338,209,126,3,0
Centre,48-FERGUSON NORTH 2,AUDITOR GENERAL,,LIB,JENNIFER MOORE,28,13,14,1,0
Centre,48-FERGUSON NORTH 2,AUDITOR GENERAL,,GRN,OLIVIA FAISON,7,2,4,1,0
