county,precinct,office,district,party,candidate,election_day,mail_in,absentee,provisional,votes
Lackawanna,Carbondale W-05 P-01,U.S. House,8,REP,Teddy Daniels,8,0,0,0,8
Lackawanna,Carbondale W-05 P-01,U.S. House,8,REP,Jim Bognet,2,0,0,0,2
Lackawanna,Carbondale W-05 P-01,U.S. House,8,REP,Mike Cammisa,0,0,0,0,0
Lackawanna,Carbondale W-05 P-01,U.S. House,8,REP,Mike Marsicano,7,0,0,0,7
Lackawanna,Carbondale W-05 P-01,U.S. House,8,REP,Earl Granville,29,12,0,1,42
Lackawanna,Carbondale W-05 P-01,U.S. House,8,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-05 P-01,General Assembly,114,REP,James May,35,8,0,1,44
Lackawanna,Carbondale W-05 P-01,General Assembly,114,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,Registered Voters,,,,,,,,367
Lackawanna,Carbondale W-05 P-02,Registered Voters,,DEM,,,,,,255
Lackawanna,Carbondale W-05 P-02,Registered Voters,,REP,,,,,,112
Lackawanna,Carbondale W-05 P-02,Registered Voters,,NPA,,,,,,0
Lackawanna,Carbondale W-05 P-02,Ballots Cast,,,,64,49,4,0,117
Lackawanna,Carbondale W-05 P-02,Ballots Cast,,DEM,,34,41,4,0,79
Lackawanna,Carbondale W-05 P-02,Ballots Cast,,REP,,30,8,0,0,38
Lackawanna,Carbondale W-05 P-02,President,,DEM,Bernie Sanders,5,4,0,0,9
Lackawanna,Carbondale W-05 P-02,President,,DEM,Joseph R. Biden,19,33,4,0,56
Lackawanna,Carbondale W-05 P-02,President,,DEM,Tulsi Gabbard,1,1,0,0,2
Lackawanna,Carbondale W-05 P-02,President,,DEM,Write-in,4,0,0,0,4
Lackawanna,Carbondale W-05 P-02,Attorney General,,DEM,Josh Shapiro,22,38,3,0,63
Lackawanna,Carbondale W-05 P-02,Attorney General,,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,Auditor General,,DEM,H. Scott Conklin,5,2,0,0,7
Lackawanna,Carbondale W-05 P-02,Auditor General,,DEM,Michael Lamb,5,10,0,0,15
Lackawanna,Carbondale W-05 P-02,Auditor General,,DEM,Tracie Fountain,0,4,0,0,4
Lackawanna,Carbondale W-05 P-02,Auditor General,,DEM,Rose Rosie Marie Davis,4,10,1,0,15
Lackawanna,Carbondale W-05 P-02,Auditor General,,DEM,Nina Ahmad,4,2,1,0,7
Lackawanna,Carbondale W-05 P-02,Auditor General,,DEM,Christina M. Hartman,3,7,1,0,11
Lackawanna,Carbondale W-05 P-02,Auditor General,,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,State Treasurer,,DEM,Joe Torsella,21,35,2,0,58
Lackawanna,Carbondale W-05 P-02,State Treasurer,,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,U.S. House,8,DEM,Matt Cartwright,23,37,4,0,64
Lackawanna,Carbondale W-05 P-02,U.S. House,8,DEM,Write-in,5,3,0,0,8
Lackawanna,Carbondale W-05 P-02,General Assembly,114,DEM,Bridget Malloy Kosierowski,24,35,3,0,62
Lackawanna,Carbondale W-05 P-02,General Assembly,114,DEM,Write-in,1,1,0,0,2
Lackawanna,Carbondale W-05 P-02,President,,REP,Donald J. Trump,29,7,0,0,36
Lackawanna,Carbondale W-05 P-02,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,President,,REP,Bill Weld,1,0,0,0,1
Lackawanna,Carbondale W-05 P-02,President,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,Attorney General,,REP,Heather Heidelbaugh,16,6,0,0,22
Lackawanna,Carbondale W-05 P-02,Attorney General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,Auditor General,,REP,Timothy DeFoor,16,6,0,0,22
Lackawanna,Carbondale W-05 P-02,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,State Treasurer,,REP,Stacy L. Garrity,18,6,0,0,24
Lackawanna,Carbondale W-05 P-02,State Treasurer,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,U.S. House,8,REP,Harry Haas,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,U.S. House,8,REP,Teddy Daniels,4,0,0,0,4
Lackawanna,Carbondale W-05 P-02,U.S. House,8,REP,Jim Bognet,4,0,0,0,4
Lackawanna,Carbondale W-05 P-02,U.S. House,8,REP,Mike Cammisa,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,U.S. House,8,REP,Mike Marsicano,1,0,0,0,1
Lackawanna,Carbondale W-05 P-02,U.S. House,8,REP,Earl Granville,21,8,0,0,29
Lackawanna,Carbondale W-05 P-02,U.S. House,8,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-05 P-02,General Assembly,114,REP,James May,18,7,0,0,25
Lackawanna,Carbondale W-05 P-02,General Assembly,114,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-01,Registered Voters,,,,,,,,388
Lackawanna,Carbondale W-06 P-01,Registered Voters,,DEM,,,,,,254
Lackawanna,Carbondale W-06 P-01,Registered Voters,,REP,,,,,,134
Lackawanna,Carbondale W-06 P-01,Registered Voters,,NPA,,,,,,0
Lackawanna,Carbondale W-06 P-01,Ballots Cast,,,,76,53,30,0,159
Lackawanna,Carbondale W-06 P-01,Ballots Cast,,DEM,,39,50,20,0,109
Lackawanna,Carbondale W-06 P-01,Ballots Cast,,REP,,37,3,10,0,50
Lackawanna,Carbondale W-06 P-01,President,,DEM,Bernie Sanders,7,7,1,0,15
Lackawanna,Carbondale W-06 P-01,President,,DEM,Joseph R. Biden,25,41,15,0,81
Lackawanna,Carbondale W-06 P-01,President,,DEM,Tulsi Gabbard,0,0,1,0,1
Lackawanna,Carbondale W-06 P-01,President,,DEM,Write-in,1,1,3,0,5
Lackawanna,Carbondale W-06 P-01,Attorney General,,DEM,Josh Shapiro,29,42,18,0,89
Lackawanna,Carbondale W-06 P-01,Attorney General,,DEM,Write-in,1,0,0,0,1
Lackawanna,Carbondale W-06 P-01,Auditor General,,DEM,H. Scott Conklin,4,1,2,0,7
Lackawanna,Carbondale W-06 P-01,Auditor General,,DEM,Michael Lamb,8,9,2,0,19
Lackawanna,Carbondale W-06 P-01,Auditor General,,DEM,Tracie Fountain,1,5,0,0,6
Lackawanna,Carbondale W-06 P-01,Auditor General,,DEM,Rose Rosie Marie Davis,2,14,6,0,22
Lackawanna,Carbondale W-06 P-01,Auditor General,,DEM,Nina Ahmad,3,1,1,0,5
Lackawanna,Carbondale W-06 P-01,Auditor General,,DEM,Christina M. Hartman,5,7,4,0,16
Lackawanna,Carbondale W-06 P-01,Auditor General,,DEM,Write-in,1,0,0,0,1
Lackawanna,Carbondale W-06 P-01,State Treasurer,,DEM,Joe Torsella,23,40,14,0,77
Lackawanna,Carbondale W-06 P-01,State Treasurer,,DEM,Write-in,0,0,1,0,1
Lackawanna,Carbondale W-06 P-01,U.S. House,8,DEM,Matt Cartwright,33,45,18,0,96
Lackawanna,Carbondale W-06 P-01,U.S. House,8,DEM,Write-in,2,0,1,0,3
Lackawanna,Carbondale W-06 P-01,General Assembly,114,DEM,Bridget Malloy Kosierowski,31,45,16,0,92
Lackawanna,Carbondale W-06 P-01,General Assembly,114,DEM,Write-in,2,0,0,0,2
Lackawanna,Carbondale W-06 P-01,President,,REP,Donald J. Trump,34,3,8,0,45
Lackawanna,Carbondale W-06 P-01,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Lackawanna,Carbondale W-06 P-01,President,,REP,Bill Weld,1,0,2,0,3
Lackawanna,Carbondale W-06 P-01,President,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-01,Attorney General,,REP,Heather Heidelbaugh,28,2,9,0,39
Lackawanna,Carbondale W-06 P-01,Attorney General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-01,Auditor General,,REP,Timothy DeFoor,26,2,9,0,37
Lackawanna,Carbondale W-06 P-01,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-01,State Treasurer,,REP,Stacy L. Garrity,27,2,9,0,38
Lackawanna,Carbondale W-06 P-01,State Treasurer,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-01,U.S. House,8,REP,Harry Haas,2,0,2,0,4
Lackawanna,Carbondale W-06 P-01,U.S. House,8,REP,Teddy Daniels,1,0,0,0,1
Lackawanna,Carbondale W-06 P-01,U.S. House,8,REP,Jim Bognet,3,1,0,0,4
Lackawanna,Carbondale W-06 P-01,U.S. House,8,REP,Mike Cammisa,0,0,0,0,0
Lackawanna,Carbondale W-06 P-01,U.S. House,8,REP,Mike Marsicano,0,0,0,0,0
Lackawanna,Carbondale W-06 P-01,U.S. House,8,REP,Earl Granville,31,2,8,0,41
Lackawanna,Carbondale W-06 P-01,U.S. House,8,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-01,General Assembly,114,REP,James May,28,0,9,0,37
Lackawanna,Carbondale W-06 P-01,General Assembly,114,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,Registered Voters,,,,,,,,229
Lackawanna,Carbondale W-06 P-02,Registered Voters,,DEM,,,,,,154
Lackawanna,Carbondale W-06 P-02,Registered Voters,,REP,,,,,,75
Lackawanna,Carbondale W-06 P-02,Registered Voters,,NPA,,,,,,0
Lackawanna,Carbondale W-06 P-02,Ballots Cast,,,,42,22,5,3,72
Lackawanna,Carbondale W-06 P-02,Ballots Cast,,DEM,,23,15,2,3,43
Lackawanna,Carbondale W-06 P-02,Ballots Cast,,REP,,19,7,3,0,29
Lackawanna,Carbondale W-06 P-02,President,,DEM,Bernie Sanders,2,0,1,0,3
Lackawanna,Carbondale W-06 P-02,President,,DEM,Joseph R. Biden,19,13,0,1,33
Lackawanna,Carbondale W-06 P-02,President,,DEM,Tulsi Gabbard,0,2,0,0,2
Lackawanna,Carbondale W-06 P-02,President,,DEM,Write-in,2,0,1,0,3
Lackawanna,Carbondale W-06 P-02,Attorney General,,DEM,Josh Shapiro,17,14,2,2,35
Lackawanna,Carbondale W-06 P-02,Attorney General,,DEM,Write-in,1,0,0,1,2
Lackawanna,Carbondale W-06 P-02,Auditor General,,DEM,H. Scott Conklin,2,1,1,0,4
Lackawanna,Carbondale W-06 P-02,Auditor General,,DEM,Michael Lamb,2,2,0,1,5
Lackawanna,Carbondale W-06 P-02,Auditor General,,DEM,Tracie Fountain,1,0,1,0,2
Lackawanna,Carbondale W-06 P-02,Auditor General,,DEM,Rose Rosie Marie Davis,3,7,0,0,10
Lackawanna,Carbondale W-06 P-02,Auditor General,,DEM,Nina Ahmad,9,1,0,2,12
Lackawanna,Carbondale W-06 P-02,Auditor General,,DEM,Christina M. Hartman,3,4,0,0,7
Lackawanna,Carbondale W-06 P-02,Auditor General,,DEM,Write-in,1,0,0,0,1
Lackawanna,Carbondale W-06 P-02,State Treasurer,,DEM,Joe Torsella,17,12,2,3,34
Lackawanna,Carbondale W-06 P-02,State Treasurer,,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,U.S. House,8,DEM,Matt Cartwright,22,14,2,1,39
Lackawanna,Carbondale W-06 P-02,U.S. House,8,DEM,Write-in,1,0,0,2,3
Lackawanna,Carbondale W-06 P-02,General Assembly,114,DEM,Bridget Malloy Kosierowski,17,14,2,3,36
Lackawanna,Carbondale W-06 P-02,General Assembly,114,DEM,Write-in,1,0,0,0,1
Lackawanna,Carbondale W-06 P-02,President,,REP,Donald J. Trump,19,7,3,0,29
Lackawanna,Carbondale W-06 P-02,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,President,,REP,Bill Weld,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,President,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,Attorney General,,REP,Heather Heidelbaugh,17,7,3,0,27
Lackawanna,Carbondale W-06 P-02,Attorney General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,Auditor General,,REP,Timothy DeFoor,18,7,3,0,28
Lackawanna,Carbondale W-06 P-02,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,State Treasurer,,REP,Stacy L. Garrity,18,7,3,0,28
Lackawanna,Carbondale W-06 P-02,State Treasurer,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,U.S. House,8,REP,Harry Haas,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,U.S. House,8,REP,Teddy Daniels,4,4,0,0,8
Lackawanna,Carbondale W-06 P-02,U.S. House,8,REP,Jim Bognet,0,0,1,0,1
Lackawanna,Carbondale W-06 P-02,U.S. House,8,REP,Mike Cammisa,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,U.S. House,8,REP,Mike Marsicano,2,0,0,0,2
Lackawanna,Carbondale W-06 P-02,U.S. House,8,REP,Earl Granville,13,3,2,0,18
Lackawanna,Carbondale W-06 P-02,U.S. House,8,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale W-06 P-02,General Assembly,114,REP,James May,18,7,3,0,28
Lackawanna,Carbondale W-06 P-02,General Assembly,114,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NE,Registered Voters,,,,,,,,298
Lackawanna,Carbondale Twp. W-00 P-NE,Registered Voters,,DEM,,,,,,195
Lackawanna,Carbondale Twp. W-00 P-NE,Registered Voters,,REP,,,,,,103
Lackawanna,Carbondale Twp. W-00 P-NE,Registered Voters,,NPA,,,,,,0
Lackawanna,Carbondale Twp. W-00 P-NE,Ballots Cast,,,,81,41,13,0,135
Lackawanna,Carbondale Twp. W-00 P-NE,Ballots Cast,,DEM,,39,36,11,0,86
Lackawanna,Carbondale Twp. W-00 P-NE,Ballots Cast,,REP,,42,5,2,0,49
Lackawanna,Carbondale Twp. W-00 P-NE,President,,DEM,Bernie Sanders,6,8,1,0,15
Lackawanna,Carbondale Twp. W-00 P-NE,President,,DEM,Joseph R. Biden,23,28,9,0,60
Lackawanna,Carbondale Twp. W-00 P-NE,President,,DEM,Tulsi Gabbard,3,0,1,0,4
Lackawanna,Carbondale Twp. W-00 P-NE,President,,DEM,Write-in,2,0,0,0,2
Lackawanna,Carbondale Twp. W-00 P-NE,Attorney General,,DEM,Josh Shapiro,32,30,9,0,71
Lackawanna,Carbondale Twp. W-00 P-NE,Attorney General,,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NE,Auditor General,,DEM,H. Scott Conklin,2,1,0,0,3
Lackawanna,Carbondale Twp. W-00 P-NE,Auditor General,,DEM,Michael Lamb,7,0,3,0,10
Lackawanna,Carbondale Twp. W-00 P-NE,Auditor General,,DEM,Tracie Fountain,1,3,1,0,5
Lackawanna,Carbondale Twp. W-00 P-NE,Auditor General,,DEM,Rose Rosie Marie Davis,8,11,0,0,19
Lackawanna,Carbondale Twp. W-00 P-NE,Auditor General,,DEM,Nina Ahmad,3,8,3,0,14
Lackawanna,Carbondale Twp. W-00 P-NE,Auditor General,,DEM,Christina M. Hartman,11,7,2,0,20
Lackawanna,Carbondale Twp. W-00 P-NE,Auditor General,,DEM,Write-in,0,1,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NE,State Treasurer,,DEM,Joe Torsella,30,29,10,0,69
Lackawanna,Carbondale Twp. W-00 P-NE,State Treasurer,,DEM,Write-in,0,1,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NE,U.S. House,8,DEM,Matt Cartwright,33,27,10,0,70
Lackawanna,Carbondale Twp. W-00 P-NE,U.S. House,8,DEM,Write-in,1,1,0,0,2
Lackawanna,Carbondale Twp. W-00 P-NE,General Assembly,114,DEM,Bridget Malloy Kosierowski,30,33,10,0,73
Lackawanna,Carbondale Twp. W-00 P-NE,General Assembly,114,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NE,President,,REP,Donald J. Trump,38,4,1,0,43
Lackawanna,Carbondale Twp. W-00 P-NE,President,,REP,Roque Rocky De La Fuente,1,0,1,0,2
Lackawanna,Carbondale Twp. W-00 P-NE,President,,REP,Bill Weld,0,1,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NE,President,,REP,Write-in,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NE,Attorney General,,REP,Heather Heidelbaugh,31,3,1,0,35
Lackawanna,Carbondale Twp. W-00 P-NE,Attorney General,,REP,Write-in,1,1,0,0,2
Lackawanna,Carbondale Twp. W-00 P-NE,Auditor General,,REP,Timothy DeFoor,30,4,2,0,36
Lackawanna,Carbondale Twp. W-00 P-NE,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NE,State Treasurer,,REP,Stacy L. Garrity,32,3,2,0,37
Lackawanna,Carbondale Twp. W-00 P-NE,State Treasurer,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NE,U.S. House,8,REP,Harry Haas,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NE,U.S. House,8,REP,Teddy Daniels,5,0,0,0,5
Lackawanna,Carbondale Twp. W-00 P-NE,U.S. House,8,REP,Jim Bognet,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NE,U.S. House,8,REP,Mike Cammisa,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NE,U.S. House,8,REP,Mike Marsicano,2,1,0,0,3
Lackawanna,Carbondale Twp. W-00 P-NE,U.S. House,8,REP,Earl Granville,31,3,2,0,36
Lackawanna,Carbondale Twp. W-00 P-NE,U.S. House,8,REP,Write-in,1,1,0,0,2
Lackawanna,Carbondale Twp. W-00 P-NE,General Assembly,114,REP,James May,34,4,2,0,40
Lackawanna,Carbondale Twp. W-00 P-NE,General Assembly,114,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NW,Registered Voters,,,,,,,,165
Lackawanna,Carbondale Twp. W-00 P-NW,Registered Voters,,DEM,,,,,,100
Lackawanna,Carbondale Twp. W-00 P-NW,Registered Voters,,REP,,,,,,65
Lackawanna,Carbondale Twp. W-00 P-NW,Registered Voters,,NPA,,,,,,0
Lackawanna,Carbondale Twp. W-00 P-NW,Ballots Cast,,,,56,17,4,0,77
Lackawanna,Carbondale Twp. W-00 P-NW,Ballots Cast,,DEM,,28,17,1,0,46
Lackawanna,Carbondale Twp. W-00 P-NW,Ballots Cast,,REP,,28,0,3,0,31
Lackawanna,Carbondale Twp. W-00 P-NW,President,,DEM,Bernie Sanders,7,2,0,0,9
Lackawanna,Carbondale Twp. W-00 P-NW,President,,DEM,Joseph R. Biden,13,14,1,0,28
Lackawanna,Carbondale Twp. W-00 P-NW,President,,DEM,Tulsi Gabbard,5,1,0,0,6
Lackawanna,Carbondale Twp. W-00 P-NW,President,,DEM,Write-in,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NW,Attorney General,,DEM,Josh Shapiro,20,15,1,0,36
Lackawanna,Carbondale Twp. W-00 P-NW,Attorney General,,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NW,Auditor General,,DEM,H. Scott Conklin,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NW,Auditor General,,DEM,Michael Lamb,6,0,0,0,6
Lackawanna,Carbondale Twp. W-00 P-NW,Auditor General,,DEM,Tracie Fountain,0,1,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NW,Auditor General,,DEM,Rose Rosie Marie Davis,8,3,0,0,11
Lackawanna,Carbondale Twp. W-00 P-NW,Auditor General,,DEM,Nina Ahmad,2,5,0,0,7
Lackawanna,Carbondale Twp. W-00 P-NW,Auditor General,,DEM,Christina M. Hartman,9,3,0,0,12
Lackawanna,Carbondale Twp. W-00 P-NW,Auditor General,,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NW,State Treasurer,,DEM,Joe Torsella,22,11,1,0,34
Lackawanna,Carbondale Twp. W-00 P-NW,State Treasurer,,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NW,U.S. House,8,DEM,Matt Cartwright,20,16,1,0,37
Lackawanna,Carbondale Twp. W-00 P-NW,U.S. House,8,DEM,Write-in,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NW,General Assembly,114,DEM,Bridget Malloy Kosierowski,20,13,0,0,33
Lackawanna,Carbondale Twp. W-00 P-NW,General Assembly,114,DEM,Write-in,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NW,President,,REP,Donald J. Trump,26,0,2,0,28
Lackawanna,Carbondale Twp. W-00 P-NW,President,,REP,Roque Rocky De La Fuente,1,0,1,0,2
Lackawanna,Carbondale Twp. W-00 P-NW,President,,REP,Bill Weld,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NW,President,,REP,Write-in,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NW,Attorney General,,REP,Heather Heidelbaugh,25,0,3,0,28
Lackawanna,Carbondale Twp. W-00 P-NW,Attorney General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NW,Auditor General,,REP,Timothy DeFoor,23,0,3,0,26
Lackawanna,Carbondale Twp. W-00 P-NW,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NW,State Treasurer,,REP,Stacy L. Garrity,19,0,3,0,22
Lackawanna,Carbondale Twp. W-00 P-NW,State Treasurer,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NW,U.S. House,8,REP,Harry Haas,4,0,2,0,6
Lackawanna,Carbondale Twp. W-00 P-NW,U.S. House,8,REP,Teddy Daniels,7,0,0,0,7
Lackawanna,Carbondale Twp. W-00 P-NW,U.S. House,8,REP,Jim Bognet,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NW,U.S. House,8,REP,Mike Cammisa,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NW,U.S. House,8,REP,Mike Marsicano,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-NW,U.S. House,8,REP,Earl Granville,14,0,1,0,15
Lackawanna,Carbondale Twp. W-00 P-NW,U.S. House,8,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-NW,General Assembly,114,REP,James May,25,0,3,0,28
Lackawanna,Carbondale Twp. W-00 P-NW,General Assembly,114,REP,Write-in,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-SO,Registered Voters,,,,,,,,230
Lackawanna,Carbondale Twp. W-00 P-SO,Registered Voters,,DEM,,,,,,156
Lackawanna,Carbondale Twp. W-00 P-SO,Registered Voters,,REP,,,,,,74
Lackawanna,Carbondale Twp. W-00 P-SO,Registered Voters,,NPA,,,,,,0
Lackawanna,Carbondale Twp. W-00 P-SO,Ballots Cast,,,,58,41,9,1,109
Lackawanna,Carbondale Twp. W-00 P-SO,Ballots Cast,,DEM,,28,36,9,1,74
Lackawanna,Carbondale Twp. W-00 P-SO,Ballots Cast,,REP,,30,5,0,0,35
Lackawanna,Carbondale Twp. W-00 P-SO,President,,DEM,Bernie Sanders,4,7,0,1,12
Lackawanna,Carbondale Twp. W-00 P-SO,President,,DEM,Joseph R. Biden,21,29,9,0,59
Lackawanna,Carbondale Twp. W-00 P-SO,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-SO,President,,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-SO,Attorney General,,DEM,Josh Shapiro,22,34,9,1,66
Lackawanna,Carbondale Twp. W-00 P-SO,Attorney General,,DEM,Write-in,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-SO,Auditor General,,DEM,H. Scott Conklin,4,1,0,0,5
Lackawanna,Carbondale Twp. W-00 P-SO,Auditor General,,DEM,Michael Lamb,9,3,2,0,14
Lackawanna,Carbondale Twp. W-00 P-SO,Auditor General,,DEM,Tracie Fountain,0,5,2,0,7
Lackawanna,Carbondale Twp. W-00 P-SO,Auditor General,,DEM,Rose Rosie Marie Davis,4,12,2,0,18
Lackawanna,Carbondale Twp. W-00 P-SO,Auditor General,,DEM,Nina Ahmad,6,4,1,1,12
Lackawanna,Carbondale Twp. W-00 P-SO,Auditor General,,DEM,Christina M. Hartman,3,7,2,0,12
Lackawanna,Carbondale Twp. W-00 P-SO,Auditor General,,DEM,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-SO,State Treasurer,,DEM,Joe Torsella,23,33,8,1,65
Lackawanna,Carbondale Twp. W-00 P-SO,State Treasurer,,DEM,Write-in,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-SO,U.S. House,8,DEM,Matt Cartwright,21,35,8,1,65
Lackawanna,Carbondale Twp. W-00 P-SO,U.S. House,8,DEM,Write-in,2,0,0,0,2
Lackawanna,Carbondale Twp. W-00 P-SO,General Assembly,114,DEM,Bridget Malloy Kosierowski,22,34,8,1,65
Lackawanna,Carbondale Twp. W-00 P-SO,General Assembly,114,DEM,Write-in,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-SO,President,,REP,Donald J. Trump,29,4,0,0,33
Lackawanna,Carbondale Twp. W-00 P-SO,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-SO,President,,REP,Bill Weld,0,1,0,0,1
Lackawanna,Carbondale Twp. W-00 P-SO,President,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-SO,Attorney General,,REP,Heather Heidelbaugh,22,4,0,0,26
Lackawanna,Carbondale Twp. W-00 P-SO,Attorney General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-SO,Auditor General,,REP,Timothy DeFoor,22,4,0,0,26
Lackawanna,Carbondale Twp. W-00 P-SO,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-SO,State Treasurer,,REP,Stacy L. Garrity,22,4,0,0,26
Lackawanna,Carbondale Twp. W-00 P-SO,State Treasurer,,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-SO,U.S. House,8,REP,Harry Haas,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-SO,U.S. House,8,REP,Teddy Daniels,5,0,0,0,5
Lackawanna,Carbondale Twp. W-00 P-SO,U.S. House,8,REP,Jim Bognet,4,0,0,0,4
Lackawanna,Carbondale Twp. W-00 P-SO,U.S. House,8,REP,Mike Cammisa,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-SO,U.S. House,8,REP,Mike Marsicano,1,0,0,0,1
Lackawanna,Carbondale Twp. W-00 P-SO,U.S. House,8,REP,Earl Granville,19,5,0,0,24
Lackawanna,Carbondale Twp. W-00 P-SO,U.S. House,8,REP,Write-in,0,0,0,0,0
Lackawanna,Carbondale Twp. W-00 P-SO,General Assembly,114,REP,James May,28,4,0,0,32
Lackawanna,Carbondale Twp. W-00 P-SO,General Assembly,114,REP,Write-in,0,0,0,0,0
Lackawanna,Clarks Green W-00 P-00,Registered Voters,,,,,,,,1126
Lackawanna,Clarks Green W-00 P-00,Registered Voters,,DEM,,,,,,666
Lackawanna,Clarks Green W-00 P-00,Registered Voters,,REP,,,,,,460
Lackawanna,Clarks Green W-00 P-00,Registered Voters,,NPA,,,,,,0
Lackawanna,Clarks Green W-00 P-00,Ballots Cast,,,,208,284,56,12,560
Lackawanna,Clarks Green W-00 P-00,Ballots Cast,,DEM,,99,234,43,6,382
