county,precinct,office,district,party,candidate,election_day,mail_in,votes
Mercer,Grove City 3,Attorney General,,DEM,Write-In,0,1,1
Mercer,Grove City 3,Auditor General,,DEM,H. Scott Conklin,2,4,6
Mercer,Grove City 3,Auditor General,,DEM,Michael Lamb,17,31,48
Mercer,Grove City 3,Auditor General,,DEM,Tracie Fountain,0,3,3
Mercer,Grove City 3,Auditor General,,DEM,Rose Rosie Marie Davis,6,6,12
Mercer,Grove City 3,Auditor General,,DEM,Nina Ahmad,4,7,11
Mercer,Grove City 3,Auditor General,,DEM,Christina M. Hartman,2,1,3
Mercer,Grove City 3,Auditor General,,DEM,Write-In,0,1,1
Mercer,Grove City 3,State Treasurer,,DEM,Joe Torsella,27,49,76
Mercer,Grove City 3,State Treasurer,,DEM,Write-In,0,2,2
Mercer,Grove City 3,U.S. House,16,DEM,Kristy Gnibus,29,53,82
Mercer,Grove City 3,U.S. House,16,DEM,Write-In,0,1,1
Mercer,Grove City 3,General Assembly,8,DEM,Phil Heasley,29,52,81
Mercer,Grove City 3,General Assembly,8,DEM,Write-In,0,2,2
Mercer,Grove City 3,President,,REP,Donald J. Trump,68,30,98
Mercer,Grove City 3,President,,REP,Roque Rocky De La Fuente,2,0,2
Mercer,Grove City 3,President,,REP,Bill Weld,0,4,4
Mercer,Grove City 3,President,,REP,Write-In,0,3,3
Mercer,Grove City 3,Attorney General,,REP,Heather Heidelbaugh,63,36,99
Mercer,Grove City 3,Attorney General,,REP,Write-In,0,1,1
Mercer,Grove City 3,Auditor General,,REP,Timothy Defoor,60,36,96
Mercer,Grove City 3,Auditor General,,REP,Write-In,0,1,1
Mercer,Grove City 3,State Treasurer,,REP,Stacy L. Garrity,61,36,97
Mercer,Grove City 3,State Treasurer,,REP,Write-In,0,1,1
Mercer,Grove City 3,U.S. House,16,REP,Mike Kelly,70,37,107
Mercer,Grove City 3,U.S. House,16,REP,Write-In,0,2,2
Mercer,Grove City 3,General Assembly,8,REP,Scott Jaillet,2,10,12
Mercer,Grove City 3,General Assembly,8,REP,Tim Bonner,71,32,103
Mercer,Grove City 3,General Assembly,8,REP,Write-In,0,0,0
Mercer,Grove City 4,Registered Voters,,,,,,697
Mercer,Grove City 4,Registered Voters,,DEM,,,,206
Mercer,Grove City 4,Registered Voters,,REP,,,,491
Mercer,Grove City 4,Registered Voters,,NPA,,,,0
Mercer,Grove City 4,Ballots Cast,,,,219,103,322
Mercer,Grove City 4,Ballots Cast,,DEM,,46,61,107
Mercer,Grove City 4,Ballots Cast,,REP,,173,42,215
Mercer,Grove City 4,Ballots Cast,,NPA,,0,0,0
Mercer,Grove City 4,President,,DEM,Bernie Sanders,4,7,11
Mercer,Grove City 4,President,,DEM,Joseph R. Biden,31,51,82
Mercer,Grove City 4,President,,DEM,Tulsi Gabbard,1,1,2
Mercer,Grove City 4,President,,DEM,Elizabeth Warren,2,1,3
Mercer,Grove City 4,President,,DEM,Write-In,6,1,7
Mercer,Grove City 4,Attorney General,,DEM,Josh Shapiro,42,56,98
Mercer,Grove City 4,Attorney General,,DEM,Write-In,0,0,0
Mercer,Grove City 4,Auditor General,,DEM,H. Scott Conklin,5,3,8
Mercer,Grove City 4,Auditor General,,DEM,Michael Lamb,20,28,48
Mercer,Grove City 4,Auditor General,,DEM,Tracie Fountain,1,5,6
Mercer,Grove City 4,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,4
Mercer,Grove City 4,Auditor General,,DEM,Nina Ahmad,7,13,20
Mercer,Grove City 4,Auditor General,,DEM,Christina M. Hartman,4,6,10
Mercer,Grove City 4,Auditor General,,DEM,Write-In,0,0,0
Mercer,Grove City 4,State Treasurer,,DEM,Joe Torsella,38,55,93
Mercer,Grove City 4,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Grove City 4,U.S. House,16,DEM,Kristy Gnibus,39,54,93
Mercer,Grove City 4,U.S. House,16,DEM,Write-In,1,0,1
Mercer,Grove City 4,General Assembly,8,DEM,Phil Heasley,37,56,93
Mercer,Grove City 4,General Assembly,8,DEM,Write-In,2,2,4
Mercer,Grove City 4,President,,REP,Donald J. Trump,160,31,191
Mercer,Grove City 4,President,,REP,Roque Rocky De La Fuente,2,1,3
Mercer,Grove City 4,President,,REP,Bill Weld,2,2,4
Mercer,Grove City 4,President,,REP,Write-In,5,5,10
Mercer,Grove City 4,Attorney General,,REP,Heather Heidelbaugh,140,37,177
Mercer,Grove City 4,Attorney General,,REP,Write-In,1,0,1
Mercer,Grove City 4,Auditor General,,REP,Timothy Defoor,137,36,173
Mercer,Grove City 4,Auditor General,,REP,Write-In,1,0,1
Mercer,Grove City 4,State Treasurer,,REP,Stacy L. Garrity,140,37,177
Mercer,Grove City 4,State Treasurer,,REP,Write-In,1,0,1
Mercer,Grove City 4,U.S. House,16,REP,Mike Kelly,163,34,197
Mercer,Grove City 4,U.S. House,16,REP,Write-In,1,1,2
Mercer,Grove City 4,General Assembly,8,REP,Scott Jaillet,14,6,20
Mercer,Grove City 4,General Assembly,8,REP,Tim Bonner,157,35,192
Mercer,Grove City 4,General Assembly,8,REP,Write-In,0,0,0
Mercer,Grove City 5,Registered Voters,,,,,,840
Mercer,Grove City 5,Registered Voters,,DEM,,,,329
Mercer,Grove City 5,Registered Voters,,REP,,,,511
Mercer,Grove City 5,Registered Voters,,NPA,,,,0
Mercer,Grove City 5,Ballots Cast,,,,210,120,330
Mercer,Grove City 5,Ballots Cast,,DEM,,56,76,132
Mercer,Grove City 5,Ballots Cast,,REP,,154,44,198
Mercer,Grove City 5,Ballots Cast,,NPA,,0,0,0
Mercer,Grove City 5,President,,DEM,Bernie Sanders,14,15,29
Mercer,Grove City 5,President,,DEM,Joseph R. Biden,37,56,93
Mercer,Grove City 5,President,,DEM,Tulsi Gabbard,0,2,2
Mercer,Grove City 5,President,,DEM,Elizabeth Warren,2,0,2
Mercer,Grove City 5,President,,DEM,Write-In,1,3,4
Mercer,Grove City 5,Attorney General,,DEM,Josh Shapiro,53,69,122
Mercer,Grove City 5,Attorney General,,DEM,Write-In,0,0,0
Mercer,Grove City 5,Auditor General,,DEM,H. Scott Conklin,3,7,10
Mercer,Grove City 5,Auditor General,,DEM,Michael Lamb,36,46,82
Mercer,Grove City 5,Auditor General,,DEM,Tracie Fountain,2,2,4
Mercer,Grove City 5,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,2
Mercer,Grove City 5,Auditor General,,DEM,Nina Ahmad,8,12,20
Mercer,Grove City 5,Auditor General,,DEM,Christina M. Hartman,1,2,3
Mercer,Grove City 5,Auditor General,,DEM,Write-In,0,0,0
Mercer,Grove City 5,State Treasurer,,DEM,Joe Torsella,53,66,119
Mercer,Grove City 5,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Grove City 5,U.S. House,16,DEM,Kristy Gnibus,52,67,119
Mercer,Grove City 5,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Grove City 5,General Assembly,8,DEM,Phil Heasley,52,65,117
Mercer,Grove City 5,General Assembly,8,DEM,Write-In,1,2,3
Mercer,Grove City 5,President,,REP,Donald J. Trump,128,35,163
Mercer,Grove City 5,President,,REP,Roque Rocky De La Fuente,3,0,3
Mercer,Grove City 5,President,,REP,Bill Weld,10,6,16
Mercer,Grove City 5,President,,REP,Write-In,5,1,6
Mercer,Grove City 5,Attorney General,,REP,Heather Heidelbaugh,133,40,173
Mercer,Grove City 5,Attorney General,,REP,Write-In,1,0,1
Mercer,Grove City 5,Auditor General,,REP,Timothy Defoor,131,39,170
Mercer,Grove City 5,Auditor General,,REP,Write-In,1,1,2
Mercer,Grove City 5,State Treasurer,,REP,Stacy L. Garrity,133,39,172
Mercer,Grove City 5,State Treasurer,,REP,Write-In,0,0,0
Mercer,Grove City 5,U.S. House,16,REP,Mike Kelly,138,38,176
Mercer,Grove City 5,U.S. House,16,REP,Write-In,1,2,3
Mercer,Grove City 5,General Assembly,8,REP,Scott Jaillet,28,8,36
Mercer,Grove City 5,General Assembly,8,REP,Tim Bonner,122,36,158
Mercer,Grove City 5,General Assembly,8,REP,Write-In,2,0,2
Mercer,Hempfield 1,Registered Voters,,,,,,460
Mercer,Hempfield 1,Registered Voters,,DEM,,,,146
Mercer,Hempfield 1,Registered Voters,,REP,,,,314
Mercer,Hempfield 1,Registered Voters,,NPA,,,,0
Mercer,Hempfield 1,Ballots Cast,,,,97,69,166
Mercer,Hempfield 1,Ballots Cast,,DEM,,23,27,50
Mercer,Hempfield 1,Ballots Cast,,REP,,74,42,116
Mercer,Hempfield 1,Ballots Cast,,NPA,,0,0,0
Mercer,Hempfield 1,President,,DEM,Bernie Sanders,2,2,4
Mercer,Hempfield 1,President,,DEM,Joseph R. Biden,12,23,35
Mercer,Hempfield 1,President,,DEM,Tulsi Gabbard,2,0,2
Mercer,Hempfield 1,President,,DEM,Elizabeth Warren,1,0,1
Mercer,Hempfield 1,President,,DEM,Write-In,6,0,6
Mercer,Hempfield 1,Attorney General,,DEM,Josh Shapiro,18,26,44
Mercer,Hempfield 1,Attorney General,,DEM,Write-In,4,0,4
Mercer,Hempfield 1,Auditor General,,DEM,H. Scott Conklin,2,3,5
Mercer,Hempfield 1,Auditor General,,DEM,Michael Lamb,10,11,21
Mercer,Hempfield 1,Auditor General,,DEM,Tracie Fountain,0,3,3
Mercer,Hempfield 1,Auditor General,,DEM,Rose Rosie Marie Davis,2,1,3
Mercer,Hempfield 1,Auditor General,,DEM,Nina Ahmad,1,2,3
Mercer,Hempfield 1,Auditor General,,DEM,Christina M. Hartman,4,4,8
Mercer,Hempfield 1,Auditor General,,DEM,Write-In,3,1,4
Mercer,Hempfield 1,State Treasurer,,DEM,Joe Torsella,18,23,41
Mercer,Hempfield 1,State Treasurer,,DEM,Write-In,3,1,4
Mercer,Hempfield 1,U.S. House,16,DEM,Kristy Gnibus,19,23,42
Mercer,Hempfield 1,U.S. House,16,DEM,Write-In,2,0,2
Mercer,Hempfield 1,General Assembly,17,DEM,Write-In,6,4,10
Mercer,Hempfield 1,General Assembly,17,DEM,Jeff O'Melian,1,2,3
Mercer,Hempfield 1,President,,REP,Donald J. Trump,65,35,100
Mercer,Hempfield 1,President,,REP,Roque Rocky De La Fuente,2,1,3
Mercer,Hempfield 1,President,,REP,Bill Weld,6,2,8
Mercer,Hempfield 1,President,,REP,Write-In,0,0,0
Mercer,Hempfield 1,Attorney General,,REP,Heather Heidelbaugh,65,38,103
Mercer,Hempfield 1,Attorney General,,REP,Write-In,1,0,1
Mercer,Hempfield 1,Auditor General,,REP,Timothy Defoor,66,37,103
Mercer,Hempfield 1,Auditor General,,REP,Write-In,1,0,1
Mercer,Hempfield 1,State Treasurer,,REP,Stacy L. Garrity,66,37,103
Mercer,Hempfield 1,State Treasurer,,REP,Write-In,1,0,1
Mercer,Hempfield 1,U.S. House,16,REP,Mike Kelly,67,39,106
Mercer,Hempfield 1,U.S. House,16,REP,Write-In,2,0,2
Mercer,Hempfield 1,General Assembly,17,REP,Parke Wentling,69,40,109
Mercer,Hempfield 1,General Assembly,17,REP,Write-In,3,1,4
Mercer,Hempfield 2,Registered Voters,,,,,,738
Mercer,Hempfield 2,Registered Voters,,DEM,,,,298
Mercer,Hempfield 2,Registered Voters,,REP,,,,440
Mercer,Hempfield 2,Registered Voters,,NPA,,,,0
Mercer,Hempfield 2,Ballots Cast,,,,158,87,245
Mercer,Hempfield 2,Ballots Cast,,DEM,,50,51,101
Mercer,Hempfield 2,Ballots Cast,,REP,,108,36,144
Mercer,Hempfield 2,Ballots Cast,,NPA,,0,0,0
Mercer,Hempfield 2,President,,DEM,Bernie Sanders,8,4,12
Mercer,Hempfield 2,President,,DEM,Joseph R. Biden,33,45,78
Mercer,Hempfield 2,President,,DEM,Tulsi Gabbard,1,0,1
Mercer,Hempfield 2,President,,DEM,Elizabeth Warren,2,0,2
Mercer,Hempfield 2,President,,DEM,Write-In,3,1,4
Mercer,Hempfield 2,Attorney General,,DEM,Josh Shapiro,40,45,85
Mercer,Hempfield 2,Attorney General,,DEM,Write-In,1,0,1
Mercer,Hempfield 2,Auditor General,,DEM,H. Scott Conklin,3,0,3
Mercer,Hempfield 2,Auditor General,,DEM,Michael Lamb,29,38,67
Mercer,Hempfield 2,Auditor General,,DEM,Tracie Fountain,2,3,5
Mercer,Hempfield 2,Auditor General,,DEM,Rose Rosie Marie Davis,5,2,7
Mercer,Hempfield 2,Auditor General,,DEM,Nina Ahmad,1,5,6
Mercer,Hempfield 2,Auditor General,,DEM,Christina M. Hartman,6,1,7
Mercer,Hempfield 2,Auditor General,,DEM,Write-In,0,0,0
Mercer,Hempfield 2,State Treasurer,,DEM,Joe Torsella,38,45,83
Mercer,Hempfield 2,State Treasurer,,DEM,Write-In,1,0,1
Mercer,Hempfield 2,U.S. House,16,DEM,Kristy Gnibus,38,46,84
Mercer,Hempfield 2,U.S. House,16,DEM,Write-In,1,0,1
Mercer,Hempfield 2,General Assembly,17,DEM,Write-In,4,3,7
Mercer,Hempfield 2,General Assembly,17,DEM,Jeff O'Melian,0,1,1
Mercer,Hempfield 2,President,,REP,Donald J. Trump,103,28,131
Mercer,Hempfield 2,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,Hempfield 2,President,,REP,Bill Weld,2,7,9
Mercer,Hempfield 2,President,,REP,Write-In,0,1,1
Mercer,Hempfield 2,Attorney General,,REP,Heather Heidelbaugh,100,30,130
Mercer,Hempfield 2,Attorney General,,REP,Write-In,0,0,0
Mercer,Hempfield 2,Auditor General,,REP,Timothy Defoor,99,30,129
Mercer,Hempfield 2,Auditor General,,REP,Write-In,0,0,0
Mercer,Hempfield 2,State Treasurer,,REP,Stacy L. Garrity,99,30,129
Mercer,Hempfield 2,State Treasurer,,REP,Write-In,0,0,0
Mercer,Hempfield 2,U.S. House,16,REP,Mike Kelly,105,35,140
Mercer,Hempfield 2,U.S. House,16,REP,Write-In,0,0,0
Mercer,Hempfield 2,General Assembly,17,REP,Parke Wentling,108,35,143
Mercer,Hempfield 2,General Assembly,17,REP,Write-In,0,0,0
Mercer,Hempfield 3,Registered Voters,,,,,,1065
Mercer,Hempfield 3,Registered Voters,,DEM,,,,321
Mercer,Hempfield 3,Registered Voters,,REP,,,,744
Mercer,Hempfield 3,Registered Voters,,NPA,,,,0
Mercer,Hempfield 3,Ballots Cast,,,,227,144,371
Mercer,Hempfield 3,Ballots Cast,,DEM,,51,56,107
Mercer,Hempfield 3,Ballots Cast,,REP,,176,88,264
Mercer,Hempfield 3,Ballots Cast,,NPA,,0,0,0
Mercer,Hempfield 3,President,,DEM,Bernie Sanders,4,2,6
Mercer,Hempfield 3,President,,DEM,Joseph R. Biden,35,48,83
Mercer,Hempfield 3,President,,DEM,Tulsi Gabbard,0,0,0
Mercer,Hempfield 3,President,,DEM,Elizabeth Warren,4,0,4
Mercer,Hempfield 3,President,,DEM,Write-In,3,3,6
Mercer,Hempfield 3,Attorney General,,DEM,Josh Shapiro,42,50,92
Mercer,Hempfield 3,Attorney General,,DEM,Write-In,0,0,0
Mercer,Hempfield 3,Auditor General,,DEM,H. Scott Conklin,2,7,9
Mercer,Hempfield 3,Auditor General,,DEM,Michael Lamb,23,31,54
Mercer,Hempfield 3,Auditor General,,DEM,Tracie Fountain,0,2,2
Mercer,Hempfield 3,Auditor General,,DEM,Rose Rosie Marie Davis,2,2,4
Mercer,Hempfield 3,Auditor General,,DEM,Nina Ahmad,3,0,3
Mercer,Hempfield 3,Auditor General,,DEM,Christina M. Hartman,11,7,18
Mercer,Hempfield 3,Auditor General,,DEM,Write-In,0,0,0
Mercer,Hempfield 3,State Treasurer,,DEM,Joe Torsella,37,48,85
Mercer,Hempfield 3,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Hempfield 3,U.S. House,16,DEM,Kristy Gnibus,40,47,87
Mercer,Hempfield 3,U.S. House,16,DEM,Write-In,0,1,1
Mercer,Hempfield 3,General Assembly,17,DEM,Write-In,2,2,4
Mercer,Hempfield 3,General Assembly,17,DEM,Jeff O'Melian,0,0,0
Mercer,Hempfield 3,President,,REP,Donald J. Trump,167,75,242
Mercer,Hempfield 3,President,,REP,Roque Rocky De La Fuente,0,4,4
Mercer,Hempfield 3,President,,REP,Bill Weld,3,4,7
Mercer,Hempfield 3,President,,REP,Write-In,0,2,2
Mercer,Hempfield 3,Attorney General,,REP,Heather Heidelbaugh,159,75,234
Mercer,Hempfield 3,Attorney General,,REP,Write-In,1,0,1
Mercer,Hempfield 3,Auditor General,,REP,Timothy Defoor,156,74,230
Mercer,Hempfield 3,Auditor General,,REP,Write-In,1,0,1
Mercer,Hempfield 3,State Treasurer,,REP,Stacy L. Garrity,155,74,229
Mercer,Hempfield 3,State Treasurer,,REP,Write-In,0,0,0
Mercer,Hempfield 3,U.S. House,16,REP,Mike Kelly,169,77,246
Mercer,Hempfield 3,U.S. House,16,REP,Write-In,0,2,2
Mercer,Hempfield 3,General Assembly,17,REP,Parke Wentling,173,85,258
Mercer,Hempfield 3,General Assembly,17,REP,Write-In,0,1,1
Mercer,Hermitage NW-1,Registered Voters,,,,,,540
Mercer,Hermitage NW-1,Registered Voters,,DEM,,,,345
Mercer,Hermitage NW-1,Registered Voters,,REP,,,,195
Mercer,Hermitage NW-1,Registered Voters,,NPA,,,,0
Mercer,Hermitage NW-1,Ballots Cast,,,,108,51,159
Mercer,Hermitage NW-1,Ballots Cast,,DEM,,57,39,96
Mercer,Hermitage NW-1,Ballots Cast,,REP,,51,12,63
Mercer,Hermitage NW-1,Ballots Cast,,NPA,,0,0,0
Mercer,Hermitage NW-1,President,,DEM,Bernie Sanders,6,3,9
Mercer,Hermitage NW-1,President,,DEM,Joseph R. Biden,38,33,71
Mercer,Hermitage NW-1,President,,DEM,Tulsi Gabbard,1,1,2
Mercer,Hermitage NW-1,President,,DEM,Elizabeth Warren,2,1,3
Mercer,Hermitage NW-1,President,,DEM,Write-In,5,1,6
Mercer,Hermitage NW-1,Attorney General,,DEM,Josh Shapiro,44,36,80
Mercer,Hermitage NW-1,Attorney General,,DEM,Write-In,1,0,1
Mercer,Hermitage NW-1,Auditor General,,DEM,H. Scott Conklin,2,1,3
Mercer,Hermitage NW-1,Auditor General,,DEM,Michael Lamb,18,29,47
Mercer,Hermitage NW-1,Auditor General,,DEM,Tracie Fountain,4,0,4
Mercer,Hermitage NW-1,Auditor General,,DEM,Rose Rosie Marie Davis,9,0,9
Mercer,Hermitage NW-1,Auditor General,,DEM,Nina Ahmad,2,0,2
Mercer,Hermitage NW-1,Auditor General,,DEM,Christina M. Hartman,8,7,15
Mercer,Hermitage NW-1,Auditor General,,DEM,Write-In,1,0,1
Mercer,Hermitage NW-1,State Treasurer,,DEM,Joe Torsella,41,36,77
Mercer,Hermitage NW-1,State Treasurer,,DEM,Write-In,1,0,1
Mercer,Hermitage NW-1,U.S. House,16,DEM,Kristy Gnibus,41,32,73
Mercer,Hermitage NW-1,U.S. House,16,DEM,Write-In,1,1,2
Mercer,Hermitage NW-1,General Assembly,7,DEM,Mark Longietti,53,39,92
Mercer,Hermitage NW-1,General Assembly,7,DEM,Write-In,1,0,1
Mercer,Hermitage NW-1,President,,REP,Donald J. Trump,48,12,60
Mercer,Hermitage NW-1,President,,REP,Roque Rocky De La Fuente,2,0,2
Mercer,Hermitage NW-1,President,,REP,Bill Weld,0,0,0
Mercer,Hermitage NW-1,President,,REP,Write-In,1,0,1
Mercer,Hermitage NW-1,Attorney General,,REP,Heather Heidelbaugh,43,9,52
Mercer,Hermitage NW-1,Attorney General,,REP,Write-In,0,0,0
Mercer,Hermitage NW-1,Auditor General,,REP,Timothy Defoor,42,9,51
Mercer,Hermitage NW-1,Auditor General,,REP,Write-In,0,0,0
Mercer,Hermitage NW-1,State Treasurer,,REP,Stacy L. Garrity,40,9,49
Mercer,Hermitage NW-1,State Treasurer,,REP,Write-In,0,0,0
Mercer,Hermitage NW-1,U.S. House,16,REP,Mike Kelly,45,10,55
Mercer,Hermitage NW-1,U.S. House,16,REP,Write-In,0,0,0
Mercer,Hermitage NW-1,General Assembly,7,REP,Write-In,8,1,9
Mercer,Hermitage NW-1,General Assembly,7,REP,Mark Longietti,7,1,8
Mercer,Hermitage NW-2,Registered Voters,,,,,,746
Mercer,Hermitage NW-2,Registered Voters,,DEM,,,,430
Mercer,Hermitage NW-2,Registered Voters,,REP,,,,316
Mercer,Hermitage NW-2,Registered Voters,,NPA,,,,0
Mercer,Hermitage NW-2,Ballots Cast,,,,137,146,283
Mercer,Hermitage NW-2,Ballots Cast,,DEM,,56,115,171
Mercer,Hermitage NW-2,Ballots Cast,,REP,,81,31,112
Mercer,Hermitage NW-2,Ballots Cast,,NPA,,0,0,0
Mercer,Hermitage NW-2,President,,DEM,Bernie Sanders,5,13,18
Mercer,Hermitage NW-2,President,,DEM,Joseph R. Biden,38,96,134
Mercer,Hermitage NW-2,President,,DEM,Tulsi Gabbard,2,2,4
Mercer,Hermitage NW-2,President,,DEM,Elizabeth Warren,2,0,2
Mercer,Hermitage NW-2,President,,DEM,Write-In,4,0,4
Mercer,Hermitage NW-2,Attorney General,,DEM,Josh Shapiro,45,95,140
Mercer,Hermitage NW-2,Attorney General,,DEM,Write-In,0,0,0
Mercer,Hermitage NW-2,Auditor General,,DEM,H. Scott Conklin,2,7,9
Mercer,Hermitage NW-2,Auditor General,,DEM,Michael Lamb,28,67,95
Mercer,Hermitage NW-2,Auditor General,,DEM,Tracie Fountain,2,5,7
Mercer,Hermitage NW-2,Auditor General,,DEM,Rose Rosie Marie Davis,1,6,7
Mercer,Hermitage NW-2,Auditor General,,DEM,Nina Ahmad,3,7,10
Mercer,Hermitage NW-2,Auditor General,,DEM,Christina M. Hartman,7,5,12
Mercer,Hermitage NW-2,Auditor General,,DEM,Write-In,0,0,0
Mercer,Hermitage NW-2,State Treasurer,,DEM,Joe Torsella,43,86,129
Mercer,Hermitage NW-2,State Treasurer,,DEM,Write-In,0,2,2
Mercer,Hermitage NW-2,U.S. House,16,DEM,Kristy Gnibus,42,90,132
Mercer,Hermitage NW-2,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Hermitage NW-2,General Assembly,7,DEM,Mark Longietti,55,106,161
Mercer,Hermitage NW-2,General Assembly,7,DEM,Write-In,0,2,2
Mercer,Hermitage NW-2,President,,REP,Donald J. Trump,71,25,96
Mercer,Hermitage NW-2,President,,REP,Roque Rocky De La Fuente,2,0,2
Mercer,Hermitage NW-2,President,,REP,Bill Weld,1,0,1
Mercer,Hermitage NW-2,President,,REP,Write-In,2,2,4
Mercer,Hermitage NW-2,Attorney General,,REP,Heather Heidelbaugh,68,26,94
Mercer,Hermitage NW-2,Attorney General,,REP,Write-In,1,0,1
Mercer,Hermitage NW-2,Auditor General,,REP,Timothy Defoor,63,24,87
Mercer,Hermitage NW-2,Auditor General,,REP,Write-In,1,0,1
Mercer,Hermitage NW-2,State Treasurer,,REP,Stacy L. Garrity,68,24,92
Mercer,Hermitage NW-2,State Treasurer,,REP,Write-In,0,0,0
Mercer,Hermitage NW-2,U.S. House,16,REP,Mike Kelly,77,26,103
Mercer,Hermitage NW-2,U.S. House,16,REP,Write-In,1,3,4
Mercer,Hermitage NW-2,General Assembly,7,REP,Write-In,22,9,31
Mercer,Hermitage NW-2,General Assembly,7,REP,Mark Longietti,17,9,26
Mercer,Hermitage NW-3,Registered Voters,,,,,,760
Mercer,Hermitage NW-3,Registered Voters,,DEM,,,,445
Mercer,Hermitage NW-3,Registered Voters,,REP,,,,315
Mercer,Hermitage NW-3,Registered Voters,,NPA,,,,0
Mercer,Hermitage NW-3,Ballots Cast,,,,91,107,198
Mercer,Hermitage NW-3,Ballots Cast,,DEM,,59,68,127
Mercer,Hermitage NW-3,Ballots Cast,,REP,,32,39,71
Mercer,Hermitage NW-3,Ballots Cast,,NPA,,0,0,0
Mercer,Hermitage NW-3,President,,DEM,Bernie Sanders,10,6,16
Mercer,Hermitage NW-3,President,,DEM,Joseph R. Biden,47,58,105
Mercer,Hermitage NW-3,President,,DEM,Tulsi Gabbard,1,1,2
Mercer,Hermitage NW-3,President,,DEM,Elizabeth Warren,1,0,1
Mercer,Hermitage NW-3,President,,DEM,Write-In,0,1,1
Mercer,Hermitage NW-3,Attorney General,,DEM,Josh Shapiro,50,63,113
Mercer,Hermitage NW-3,Attorney General,,DEM,Write-In,0,0,0
Mercer,Hermitage NW-3,Auditor General,,DEM,H. Scott Conklin,2,4,6
Mercer,Hermitage NW-3,Auditor General,,DEM,Michael Lamb,31,40,71
Mercer,Hermitage NW-3,Auditor General,,DEM,Tracie Fountain,5,8,13
Mercer,Hermitage NW-3,Auditor General,,DEM,Rose Rosie Marie Davis,2,3,5
Mercer,Hermitage NW-3,Auditor General,,DEM,Nina Ahmad,7,6,13
Mercer,Hermitage NW-3,Auditor General,,DEM,Christina M. Hartman,5,2,7
Mercer,Hermitage NW-3,Auditor General,,DEM,Write-In,0,0,0
Mercer,Hermitage NW-3,State Treasurer,,DEM,Joe Torsella,49,59,108
Mercer,Hermitage NW-3,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Hermitage NW-3,U.S. House,16,DEM,Kristy Gnibus,52,61,113
Mercer,Hermitage NW-3,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Hermitage NW-3,General Assembly,7,DEM,Mark Longietti,57,65,122
Mercer,Hermitage NW-3,General Assembly,7,DEM,Write-In,0,0,0
Mercer,Hermitage NW-3,President,,REP,Donald J. Trump,30,34,64
Mercer,Hermitage NW-3,President,,REP,Roque Rocky De La Fuente,0,1,1
Mercer,Hermitage NW-3,President,,REP,Bill Weld,1,2,3
Mercer,Hermitage NW-3,President,,REP,Write-In,0,0,0
Mercer,Hermitage NW-3,Attorney General,,REP,Heather Heidelbaugh,29,35,64
Mercer,Hermitage NW-3,Attorney General,,REP,Write-In,0,0,0
Mercer,Hermitage NW-3,Auditor General,,REP,Timothy Defoor,30,32,62
Mercer,Hermitage NW-3,Auditor General,,REP,Write-In,0,0,0
Mercer,Hermitage NW-3,State Treasurer,,REP,Stacy L. Garrity,29,35,64
Mercer,Hermitage NW-3,State Treasurer,,REP,Write-In,0,0,0
Mercer,Hermitage NW-3,U.S. House,16,REP,Mike Kelly,28,34,62
Mercer,Hermitage NW-3,U.S. House,16,REP,Write-In,2,1,3
Mercer,Hermitage NW-3,General Assembly,7,REP,Write-In,4,6,10
Mercer,Hermitage NW-3,General Assembly,7,REP,Mark Longietti,3,4,7
Mercer,Hermitage NW-4,Registered Voters,,,,,,1060
Mercer,Hermitage NW-4,Registered Voters,,DEM,,,,537
Mercer,Hermitage NW-4,Registered Voters,,REP,,,,523
Mercer,Hermitage NW-4,Registered Voters,,NPA,,,,0
Mercer,Hermitage NW-4,Ballots Cast,,,,143,196,339
Mercer,Hermitage NW-4,Ballots Cast,,DEM,,71,138,209
Mercer,Hermitage NW-4,Ballots Cast,,REP,,72,58,130
Mercer,Hermitage NW-4,Ballots Cast,,NPA,,0,0,0
Mercer,Hermitage NW-4,President,,DEM,Bernie Sanders,10,6,16
Mercer,Hermitage NW-4,President,,DEM,Joseph R. Biden,49,126,175
Mercer,Hermitage NW-4,President,,DEM,Tulsi Gabbard,3,1,4
Mercer,Hermitage NW-4,President,,DEM,Elizabeth Warren,1,1,2
Mercer,Hermitage NW-4,President,,DEM,Write-In,3,2,5
Mercer,Hermitage NW-4,Attorney General,,DEM,Josh Shapiro,58,125,183
Mercer,Hermitage NW-4,Attorney General,,DEM,Write-In,0,0,0
Mercer,Hermitage NW-4,Auditor General,,DEM,H. Scott Conklin,5,4,9
Mercer,Hermitage NW-4,Auditor General,,DEM,Michael Lamb,39,88,127
Mercer,Hermitage NW-4,Auditor General,,DEM,Tracie Fountain,2,10,12
