county,precinct,office,district,party,candidate,election_day,mail_in,absentee,provisional,votes
Schuylkill,Minersville 2nd,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,Minersville 2nd,President,,DEM,Bernie Sanders,20,8,0,0,28
Schuylkill,Minersville 2nd,President,,DEM,Joseph R. Biden,29,25,5,0,59
Schuylkill,Minersville 2nd,President,,DEM,Tulsi Gabbard,5,2,0,0,7
Schuylkill,Minersville 2nd,President,,DEM,Write-in,6,0,0,0,6
Schuylkill,Minersville 2nd,Attorney General,,DEM,Josh Shapiro,53,33,5,0,91
Schuylkill,Minersville 2nd,Attorney General,,DEM,Write-in,3,0,0,0,3
Schuylkill,Minersville 2nd,Auditor General,,DEM,H. Scott Conklin,8,2,0,0,10
Schuylkill,Minersville 2nd,Auditor General,,DEM,Michael Lamb,13,4,1,0,18
Schuylkill,Minersville 2nd,Auditor General,,DEM,Tracie Fountain,9,10,3,0,22
Schuylkill,Minersville 2nd,Auditor General,,DEM,Rose Rosie Marie Davis,5,2,0,0,7
Schuylkill,Minersville 2nd,Auditor General,,DEM,Nina Ahmad,9,4,0,0,13
Schuylkill,Minersville 2nd,Auditor General,,DEM,Christina M. Hartman,17,12,1,0,30
Schuylkill,Minersville 2nd,Auditor General,,DEM,Write-in,0,0,0,0,0
Schuylkill,Minersville 2nd,State Treasurer,,DEM,Joe Torsella,57,29,4,0,90
Schuylkill,Minersville 2nd,State Treasurer,,DEM,Write-in,1,3,0,0,4
Schuylkill,Minersville 2nd,U.S. House,9,DEM,Laura Quick,33,20,0,0,53
Schuylkill,Minersville 2nd,U.S. House,9,DEM,Gary Wegman,25,15,5,0,45
Schuylkill,Minersville 2nd,U.S. House,9,DEM,Write-in,3,0,0,0,3
Schuylkill,Minersville 2nd,State Senate,29,DEM,Write-in,8,3,0,0,11
Schuylkill,Minersville 2nd,General Assembly,123,DEM,Peter PJ Symons Jr.,58,34,4,0,96
Schuylkill,Minersville 2nd,General Assembly,123,DEM,Write-in,2,1,0,0,3
Schuylkill,Minersville 2nd,President,,REP,Donald J. Trump,72,16,1,3,92
Schuylkill,Minersville 2nd,President,,REP,Roque Rocky De La Fuente,0,3,0,0,3
Schuylkill,Minersville 2nd,President,,REP,Bill Weld,1,1,0,0,2
Schuylkill,Minersville 2nd,President,,REP,Write-in,0,2,0,0,2
Schuylkill,Minersville 2nd,Attorney General,,REP,Heather Heidelbaugh,68,20,1,3,92
Schuylkill,Minersville 2nd,Attorney General,,REP,Write-in,0,2,0,0,2
Schuylkill,Minersville 2nd,Auditor General,,REP,Timothy Defoor,68,21,1,3,93
Schuylkill,Minersville 2nd,Auditor General,,REP,Write-in,0,1,0,0,1
Schuylkill,Minersville 2nd,State Treasurer,,REP,Stacy L. Garrity,68,21,1,3,93
Schuylkill,Minersville 2nd,State Treasurer,,REP,Write-in,0,1,0,0,1
Schuylkill,Minersville 2nd,U.S. House,9,REP,Dan Meuser,65,23,1,3,92
Schuylkill,Minersville 2nd,U.S. House,9,REP,Write-in,0,1,0,0,1
Schuylkill,Minersville 2nd,State Senate,29,REP,Dave Argall,70,24,1,3,98
Schuylkill,Minersville 2nd,State Senate,29,REP,Write-in,0,1,0,0,1
Schuylkill,Minersville 2nd,General Assembly,123,REP,John Leshko,50,11,0,1,62
Schuylkill,Minersville 2nd,General Assembly,123,REP,Tim Twardzik,22,15,1,2,40
Schuylkill,Minersville 2nd,General Assembly,123,REP,Write-in,0,0,0,0,0
Schuylkill,Minersville 3rd,Registered Voters,,,,,,,,633
Schuylkill,Minersville 3rd,Registered Voters,,DEM,,,,,,289
Schuylkill,Minersville 3rd,Registered Voters,,REP,,,,,,240
Schuylkill,Minersville 3rd,Registered Voters,,NPA,,,,,,104
Schuylkill,Minersville 3rd,Ballots Cast,,,,113,54,13,1,181
Schuylkill,Minersville 3rd,Ballots Cast,,DEM,,48,40,8,0,96
Schuylkill,Minersville 3rd,Ballots Cast,,REP,,65,14,5,1,85
Schuylkill,Minersville 3rd,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,Minersville 3rd,President,,DEM,Bernie Sanders,7,7,0,0,14
Schuylkill,Minersville 3rd,President,,DEM,Joseph R. Biden,30,30,8,0,68
Schuylkill,Minersville 3rd,President,,DEM,Tulsi Gabbard,1,1,0,0,2
Schuylkill,Minersville 3rd,President,,DEM,Write-in,6,1,0,0,7
Schuylkill,Minersville 3rd,Attorney General,,DEM,Josh Shapiro,41,37,8,0,86
Schuylkill,Minersville 3rd,Attorney General,,DEM,Write-in,0,1,0,0,1
Schuylkill,Minersville 3rd,Auditor General,,DEM,H. Scott Conklin,3,4,1,0,8
Schuylkill,Minersville 3rd,Auditor General,,DEM,Michael Lamb,5,7,0,0,12
Schuylkill,Minersville 3rd,Auditor General,,DEM,Tracie Fountain,12,7,2,0,21
Schuylkill,Minersville 3rd,Auditor General,,DEM,Rose Rosie Marie Davis,2,3,1,0,6
Schuylkill,Minersville 3rd,Auditor General,,DEM,Nina Ahmad,11,2,2,0,15
Schuylkill,Minersville 3rd,Auditor General,,DEM,Christina M. Hartman,10,15,1,0,26
Schuylkill,Minersville 3rd,Auditor General,,DEM,Write-in,0,0,0,0,0
Schuylkill,Minersville 3rd,State Treasurer,,DEM,Joe Torsella,39,34,8,0,81
Schuylkill,Minersville 3rd,State Treasurer,,DEM,Write-in,0,1,0,0,1
Schuylkill,Minersville 3rd,U.S. House,9,DEM,Laura Quick,22,20,2,0,44
Schuylkill,Minersville 3rd,U.S. House,9,DEM,Gary Wegman,21,17,5,0,43
Schuylkill,Minersville 3rd,U.S. House,9,DEM,Write-in,1,0,1,0,2
Schuylkill,Minersville 3rd,State Senate,29,DEM,Write-in,5,4,0,0,9
Schuylkill,Minersville 3rd,General Assembly,123,DEM,Peter PJ Symons Jr.,37,38,8,0,83
Schuylkill,Minersville 3rd,General Assembly,123,DEM,Write-in,5,0,0,0,5
Schuylkill,Minersville 3rd,President,,REP,Donald J. Trump,61,14,4,1,80
Schuylkill,Minersville 3rd,President,,REP,Roque Rocky De La Fuente,2,0,0,0,2
Schuylkill,Minersville 3rd,President,,REP,Bill Weld,0,0,0,0,0
Schuylkill,Minersville 3rd,President,,REP,Write-in,1,0,0,0,1
Schuylkill,Minersville 3rd,Attorney General,,REP,Heather Heidelbaugh,57,13,3,1,74
Schuylkill,Minersville 3rd,Attorney General,,REP,Write-in,0,0,0,0,0
Schuylkill,Minersville 3rd,Auditor General,,REP,Timothy Defoor,57,13,4,1,75
Schuylkill,Minersville 3rd,Auditor General,,REP,Write-in,0,0,0,0,0
Schuylkill,Minersville 3rd,State Treasurer,,REP,Stacy L. Garrity,55,13,3,1,72
Schuylkill,Minersville 3rd,State Treasurer,,REP,Write-in,0,0,0,0,0
Schuylkill,Minersville 3rd,U.S. House,9,REP,Dan Meuser,59,13,4,1,77
Schuylkill,Minersville 3rd,U.S. House,9,REP,Write-in,0,0,0,0,0
Schuylkill,Minersville 3rd,State Senate,29,REP,Dave Argall,62,13,4,1,80
Schuylkill,Minersville 3rd,State Senate,29,REP,Write-in,0,0,0,0,0
Schuylkill,Minersville 3rd,General Assembly,123,REP,John Leshko,38,10,3,1,52
Schuylkill,Minersville 3rd,General Assembly,123,REP,Tim Twardzik,25,4,1,0,30
Schuylkill,Minersville 3rd,General Assembly,123,REP,Write-in,1,0,0,0,1
Schuylkill,Minersville 4th,Registered Voters,,,,,,,,537
Schuylkill,Minersville 4th,Registered Voters,,DEM,,,,,,231
Schuylkill,Minersville 4th,Registered Voters,,REP,,,,,,221
Schuylkill,Minersville 4th,Registered Voters,,NPA,,,,,,85
Schuylkill,Minersville 4th,Ballots Cast,,,,128,34,11,3,176
Schuylkill,Minersville 4th,Ballots Cast,,DEM,,55,15,6,0,76
Schuylkill,Minersville 4th,Ballots Cast,,REP,,73,19,5,3,100
Schuylkill,Minersville 4th,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,Minersville 4th,President,,DEM,Bernie Sanders,17,2,1,0,20
Schuylkill,Minersville 4th,President,,DEM,Joseph R. Biden,26,13,5,0,44
Schuylkill,Minersville 4th,President,,DEM,Tulsi Gabbard,4,0,0,0,4
Schuylkill,Minersville 4th,President,,DEM,Write-in,7,0,0,0,7
Schuylkill,Minersville 4th,Attorney General,,DEM,Josh Shapiro,47,15,3,0,65
Schuylkill,Minersville 4th,Attorney General,,DEM,Write-in,3,0,0,0,3
Schuylkill,Minersville 4th,Auditor General,,DEM,H. Scott Conklin,5,2,0,0,7
Schuylkill,Minersville 4th,Auditor General,,DEM,Michael Lamb,8,1,1,0,10
Schuylkill,Minersville 4th,Auditor General,,DEM,Tracie Fountain,9,3,2,0,14
Schuylkill,Minersville 4th,Auditor General,,DEM,Rose Rosie Marie Davis,6,0,0,0,6
Schuylkill,Minersville 4th,Auditor General,,DEM,Nina Ahmad,12,3,0,0,15
Schuylkill,Minersville 4th,Auditor General,,DEM,Christina M. Hartman,10,6,0,0,16
Schuylkill,Minersville 4th,Auditor General,,DEM,Write-in,3,0,0,0,3
Schuylkill,Minersville 4th,State Treasurer,,DEM,Joe Torsella,45,14,3,0,62
Schuylkill,Minersville 4th,State Treasurer,,DEM,Write-in,3,0,0,0,3
Schuylkill,Minersville 4th,U.S. House,9,DEM,Laura Quick,29,9,2,0,40
Schuylkill,Minersville 4th,U.S. House,9,DEM,Gary Wegman,21,6,2,0,29
Schuylkill,Minersville 4th,U.S. House,9,DEM,Write-in,4,0,0,0,4
Schuylkill,Minersville 4th,State Senate,29,DEM,Write-in,6,1,1,0,8
Schuylkill,Minersville 4th,General Assembly,123,DEM,Peter PJ Symons Jr.,46,15,3,0,64
Schuylkill,Minersville 4th,General Assembly,123,DEM,Write-in,5,0,0,0,5
Schuylkill,Minersville 4th,President,,REP,Donald J. Trump,63,15,5,3,86
Schuylkill,Minersville 4th,President,,REP,Roque Rocky De La Fuente,2,2,0,0,4
Schuylkill,Minersville 4th,President,,REP,Bill Weld,6,2,0,0,8
Schuylkill,Minersville 4th,President,,REP,Write-in,0,0,0,0,0
Schuylkill,Minersville 4th,Attorney General,,REP,Heather Heidelbaugh,63,17,5,3,88
Schuylkill,Minersville 4th,Attorney General,,REP,Write-in,0,0,0,0,0
Schuylkill,Minersville 4th,Auditor General,,REP,Timothy Defoor,61,17,5,3,86
Schuylkill,Minersville 4th,Auditor General,,REP,Write-in,0,0,0,0,0
Schuylkill,Minersville 4th,State Treasurer,,REP,Stacy L. Garrity,62,18,5,3,88
Schuylkill,Minersville 4th,State Treasurer,,REP,Write-in,1,0,0,0,1
Schuylkill,Minersville 4th,U.S. House,9,REP,Dan Meuser,66,18,5,3,92
Schuylkill,Minersville 4th,U.S. House,9,REP,Write-in,0,1,0,0,1
Schuylkill,Minersville 4th,State Senate,29,REP,Dave Argall,70,17,5,3,95
Schuylkill,Minersville 4th,State Senate,29,REP,Write-in,0,0,0,0,0
Schuylkill,Minersville 4th,General Assembly,123,REP,John Leshko,52,12,0,2,66
Schuylkill,Minersville 4th,General Assembly,123,REP,Tim Twardzik,18,7,5,1,31
Schuylkill,Minersville 4th,General Assembly,123,REP,Write-in,2,0,0,0,2
Schuylkill,New Castle Twp,Registered Voters,,,,,,,,208
Schuylkill,New Castle Twp,Registered Voters,,DEM,,,,,,126
Schuylkill,New Castle Twp,Registered Voters,,REP,,,,,,63
Schuylkill,New Castle Twp,Registered Voters,,NPA,,,,,,19
Schuylkill,New Castle Twp,Ballots Cast,,,,44,23,2,0,69
Schuylkill,New Castle Twp,Ballots Cast,,DEM,,28,16,2,0,46
Schuylkill,New Castle Twp,Ballots Cast,,REP,,16,7,0,0,23
Schuylkill,New Castle Twp,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,New Castle Twp,President,,DEM,Bernie Sanders,8,1,0,0,9
Schuylkill,New Castle Twp,President,,DEM,Joseph R. Biden,12,12,2,0,26
Schuylkill,New Castle Twp,President,,DEM,Tulsi Gabbard,2,1,0,0,3
Schuylkill,New Castle Twp,President,,DEM,Write-in,3,2,0,0,5
Schuylkill,New Castle Twp,Attorney General,,DEM,Josh Shapiro,22,14,2,0,38
Schuylkill,New Castle Twp,Attorney General,,DEM,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,Auditor General,,DEM,H. Scott Conklin,4,1,0,0,5
Schuylkill,New Castle Twp,Auditor General,,DEM,Michael Lamb,3,0,0,0,3
Schuylkill,New Castle Twp,Auditor General,,DEM,Tracie Fountain,3,5,0,0,8
Schuylkill,New Castle Twp,Auditor General,,DEM,Rose Rosie Marie Davis,2,2,0,0,4
Schuylkill,New Castle Twp,Auditor General,,DEM,Nina Ahmad,5,3,0,0,8
Schuylkill,New Castle Twp,Auditor General,,DEM,Christina M. Hartman,7,4,2,0,13
Schuylkill,New Castle Twp,Auditor General,,DEM,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,State Treasurer,,DEM,Joe Torsella,20,13,1,0,34
Schuylkill,New Castle Twp,State Treasurer,,DEM,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,U.S. House,9,DEM,Laura Quick,8,11,2,0,21
Schuylkill,New Castle Twp,U.S. House,9,DEM,Gary Wegman,14,4,0,0,18
Schuylkill,New Castle Twp,U.S. House,9,DEM,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,State Senate,29,DEM,Write-in,1,1,0,0,2
Schuylkill,New Castle Twp,General Assembly,123,DEM,Peter PJ Symons Jr.,25,14,2,0,41
Schuylkill,New Castle Twp,General Assembly,123,DEM,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,President,,REP,Donald J. Trump,14,7,0,0,21
Schuylkill,New Castle Twp,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Schuylkill,New Castle Twp,President,,REP,Bill Weld,0,0,0,0,0
Schuylkill,New Castle Twp,President,,REP,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,Attorney General,,REP,Heather Heidelbaugh,12,5,0,0,17
Schuylkill,New Castle Twp,Attorney General,,REP,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,Auditor General,,REP,Timothy Defoor,11,5,0,0,16
Schuylkill,New Castle Twp,Auditor General,,REP,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,State Treasurer,,REP,Stacy L. Garrity,12,5,0,0,17
Schuylkill,New Castle Twp,State Treasurer,,REP,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,U.S. House,9,REP,Dan Meuser,15,7,0,0,22
Schuylkill,New Castle Twp,U.S. House,9,REP,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,State Senate,29,REP,Dave Argall,14,6,0,0,20
Schuylkill,New Castle Twp,State Senate,29,REP,Write-in,0,0,0,0,0
Schuylkill,New Castle Twp,General Assembly,123,REP,John Leshko,10,3,0,0,13
Schuylkill,New Castle Twp,General Assembly,123,REP,Tim Twardzik,6,3,0,0,9
Schuylkill,New Castle Twp,General Assembly,123,REP,Write-in,0,0,0,0,0
Schuylkill,New Philadelphia,Registered Voters,,,,,,,,662
Schuylkill,New Philadelphia,Registered Voters,,DEM,,,,,,341
Schuylkill,New Philadelphia,Registered Voters,,REP,,,,,,245
Schuylkill,New Philadelphia,Registered Voters,,NPA,,,,,,76
Schuylkill,New Philadelphia,Ballots Cast,,,,149,72,9,1,231
Schuylkill,New Philadelphia,Ballots Cast,,DEM,,71,39,9,1,120
Schuylkill,New Philadelphia,Ballots Cast,,REP,,78,33,0,0,111
Schuylkill,New Philadelphia,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,New Philadelphia,President,,DEM,Bernie Sanders,11,3,2,0,16
Schuylkill,New Philadelphia,President,,DEM,Joseph R. Biden,47,30,7,1,85
Schuylkill,New Philadelphia,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Schuylkill,New Philadelphia,President,,DEM,Write-in,4,6,0,0,10
Schuylkill,New Philadelphia,Attorney General,,DEM,Josh Shapiro,56,36,7,1,100
Schuylkill,New Philadelphia,Attorney General,,DEM,Write-in,0,0,0,0,0
Schuylkill,New Philadelphia,Auditor General,,DEM,H. Scott Conklin,3,4,0,0,7
Schuylkill,New Philadelphia,Auditor General,,DEM,Michael Lamb,17,6,1,0,24
Schuylkill,New Philadelphia,Auditor General,,DEM,Tracie Fountain,11,4,2,0,17
Schuylkill,New Philadelphia,Auditor General,,DEM,Rose Rosie Marie Davis,8,3,4,0,15
Schuylkill,New Philadelphia,Auditor General,,DEM,Nina Ahmad,5,7,0,0,12
Schuylkill,New Philadelphia,Auditor General,,DEM,Christina M. Hartman,14,11,1,1,27
Schuylkill,New Philadelphia,Auditor General,,DEM,Write-in,0,0,0,0,0
Schuylkill,New Philadelphia,State Treasurer,,DEM,Joe Torsella,53,35,7,1,96
Schuylkill,New Philadelphia,State Treasurer,,DEM,Write-in,0,0,0,0,0
Schuylkill,New Philadelphia,U.S. House,9,DEM,Laura Quick,20,13,5,0,38
Schuylkill,New Philadelphia,U.S. House,9,DEM,Gary Wegman,41,22,3,1,67
Schuylkill,New Philadelphia,U.S. House,9,DEM,Write-in,0,0,0,0,0
Schuylkill,New Philadelphia,State Senate,29,DEM,Write-in,5,0,1,1,7
Schuylkill,New Philadelphia,General Assembly,123,DEM,Peter PJ Symons Jr.,62,37,6,1,106
Schuylkill,New Philadelphia,General Assembly,123,DEM,Write-in,1,0,0,0,1
Schuylkill,New Philadelphia,President,,REP,Donald J. Trump,71,31,0,0,102
Schuylkill,New Philadelphia,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Schuylkill,New Philadelphia,President,,REP,Bill Weld,4,0,0,0,4
Schuylkill,New Philadelphia,President,,REP,Write-in,1,0,0,0,1
Schuylkill,New Philadelphia,Attorney General,,REP,Heather Heidelbaugh,63,29,0,0,92
Schuylkill,New Philadelphia,Attorney General,,REP,Write-in,0,0,0,0,0
Schuylkill,New Philadelphia,Auditor General,,REP,Timothy Defoor,61,28,0,0,89
Schuylkill,New Philadelphia,Auditor General,,REP,Write-in,0,0,0,0,0
Schuylkill,New Philadelphia,State Treasurer,,REP,Stacy L. Garrity,63,28,0,0,91
Schuylkill,New Philadelphia,State Treasurer,,REP,Write-in,0,0,0,0,0
Schuylkill,New Philadelphia,U.S. House,9,REP,Dan Meuser,66,29,0,0,95
Schuylkill,New Philadelphia,U.S. House,9,REP,Write-in,1,0,0,0,1
Schuylkill,New Philadelphia,State Senate,29,REP,Dave Argall,72,32,0,0,104
Schuylkill,New Philadelphia,State Senate,29,REP,Write-in,1,0,0,0,1
Schuylkill,New Philadelphia,General Assembly,123,REP,John Leshko,43,19,0,0,62
Schuylkill,New Philadelphia,General Assembly,123,REP,Tim Twardzik,34,13,0,0,47
Schuylkill,New Philadelphia,General Assembly,123,REP,Write-in,0,0,0,0,0
Schuylkill,Norwegian Twp Currans,Registered Voters,,,,,,,,1114
Schuylkill,Norwegian Twp Currans,Registered Voters,,DEM,,,,,,468
Schuylkill,Norwegian Twp Currans,Registered Voters,,REP,,,,,,551
Schuylkill,Norwegian Twp Currans,Registered Voters,,NPA,,,,,,95
Schuylkill,Norwegian Twp Currans,Ballots Cast,,,,279,125,24,0,428
Schuylkill,Norwegian Twp Currans,Ballots Cast,,DEM,,86,71,17,0,174
Schuylkill,Norwegian Twp Currans,Ballots Cast,,REP,,193,54,7,0,254
Schuylkill,Norwegian Twp Currans,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,Norwegian Twp Currans,President,,DEM,Bernie Sanders,16,5,3,0,24
Schuylkill,Norwegian Twp Currans,President,,DEM,Joseph R. Biden,34,62,11,0,107
Schuylkill,Norwegian Twp Currans,President,,DEM,Tulsi Gabbard,14,2,1,0,17
Schuylkill,Norwegian Twp Currans,President,,DEM,Write-in,15,1,0,0,16
Schuylkill,Norwegian Twp Currans,Attorney General,,DEM,Josh Shapiro,75,65,16,0,156
Schuylkill,Norwegian Twp Currans,Attorney General,,DEM,Write-in,2,2,0,0,4
Schuylkill,Norwegian Twp Currans,Auditor General,,DEM,H. Scott Conklin,6,6,1,0,13
Schuylkill,Norwegian Twp Currans,Auditor General,,DEM,Michael Lamb,17,9,1,0,27
Schuylkill,Norwegian Twp Currans,Auditor General,,DEM,Tracie Fountain,10,13,4,0,27
Schuylkill,Norwegian Twp Currans,Auditor General,,DEM,Rose Rosie Marie Davis,7,3,2,0,12
Schuylkill,Norwegian Twp Currans,Auditor General,,DEM,Nina Ahmad,13,7,4,0,24
Schuylkill,Norwegian Twp Currans,Auditor General,,DEM,Christina M. Hartman,24,28,4,0,56
Schuylkill,Norwegian Twp Currans,Auditor General,,DEM,Write-in,2,0,0,0,2
Schuylkill,Norwegian Twp Currans,State Treasurer,,DEM,Joe Torsella,72,64,17,0,153
Schuylkill,Norwegian Twp Currans,State Treasurer,,DEM,Write-in,2,1,0,0,3
Schuylkill,Norwegian Twp Currans,U.S. House,9,DEM,Laura Quick,32,35,10,0,77
Schuylkill,Norwegian Twp Currans,U.S. House,9,DEM,Gary Wegman,48,32,6,0,86
Schuylkill,Norwegian Twp Currans,U.S. House,9,DEM,Write-in,3,0,0,0,3
Schuylkill,Norwegian Twp Currans,State Senate,29,DEM,Write-in,9,4,0,0,13
Schuylkill,Norwegian Twp Currans,General Assembly,125,DEM,Write-in,12,6,0,0,18
Schuylkill,Norwegian Twp Currans,President,,REP,Donald J. Trump,180,36,7,0,223
Schuylkill,Norwegian Twp Currans,President,,REP,Roque Rocky De La Fuente,3,1,0,0,4
Schuylkill,Norwegian Twp Currans,President,,REP,Bill Weld,2,11,0,0,13
Schuylkill,Norwegian Twp Currans,President,,REP,Write-in,6,4,0,0,10
Schuylkill,Norwegian Twp Currans,Attorney General,,REP,Heather Heidelbaugh,159,41,7,0,207
Schuylkill,Norwegian Twp Currans,Attorney General,,REP,Write-in,1,2,0,0,3
Schuylkill,Norwegian Twp Currans,Auditor General,,REP,Timothy Defoor,158,39,7,0,204
Schuylkill,Norwegian Twp Currans,Auditor General,,REP,Write-in,0,2,0,0,2
Schuylkill,Norwegian Twp Currans,State Treasurer,,REP,Stacy L. Garrity,163,41,7,0,211
Schuylkill,Norwegian Twp Currans,State Treasurer,,REP,Write-in,0,2,0,0,2
Schuylkill,Norwegian Twp Currans,U.S. House,9,REP,Dan Meuser,180,43,7,0,230
Schuylkill,Norwegian Twp Currans,U.S. House,9,REP,Write-in,1,2,0,0,3
Schuylkill,Norwegian Twp Currans,State Senate,29,REP,Dave Argall,177,42,7,0,226
Schuylkill,Norwegian Twp Currans,State Senate,29,REP,Write-in,1,0,0,0,1
Schuylkill,Norwegian Twp Currans,General Assembly,125,REP,Herv Breault,6,1,0,0,7
Schuylkill,Norwegian Twp Currans,General Assembly,125,REP,Theresa Gaffney,31,9,3,0,43
Schuylkill,Norwegian Twp Currans,General Assembly,125,REP,Christy Joy,102,31,4,0,137
Schuylkill,Norwegian Twp Currans,General Assembly,125,REP,Joe Kerwin,53,12,0,0,65
Schuylkill,Norwegian Twp Currans,General Assembly,125,REP,Write-in,1,0,0,0,1
Schuylkill,Norwegian Twp Marlin,Registered Voters,,,,,,,,582
Schuylkill,Norwegian Twp Marlin,Registered Voters,,DEM,,,,,,238
Schuylkill,Norwegian Twp Marlin,Registered Voters,,REP,,,,,,297
Schuylkill,Norwegian Twp Marlin,Registered Voters,,NPA,,,,,,47
Schuylkill,Norwegian Twp Marlin,Ballots Cast,,,,180,79,6,1,266
Schuylkill,Norwegian Twp Marlin,Ballots Cast,,DEM,,68,46,3,0,117
Schuylkill,Norwegian Twp Marlin,Ballots Cast,,REP,,112,33,3,1,149
Schuylkill,Norwegian Twp Marlin,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,Norwegian Twp Marlin,President,,DEM,Bernie Sanders,9,3,0,0,12
Schuylkill,Norwegian Twp Marlin,President,,DEM,Joseph R. Biden,34,38,3,0,75
Schuylkill,Norwegian Twp Marlin,President,,DEM,Tulsi Gabbard,10,4,0,0,14
Schuylkill,Norwegian Twp Marlin,President,,DEM,Write-in,10,1,0,0,11
Schuylkill,Norwegian Twp Marlin,Attorney General,,DEM,Josh Shapiro,53,41,3,0,97
Schuylkill,Norwegian Twp Marlin,Attorney General,,DEM,Write-in,2,1,0,0,3
Schuylkill,Norwegian Twp Marlin,Auditor General,,DEM,H. Scott Conklin,6,2,1,0,9
Schuylkill,Norwegian Twp Marlin,Auditor General,,DEM,Michael Lamb,8,2,1,0,11
Schuylkill,Norwegian Twp Marlin,Auditor General,,DEM,Tracie Fountain,10,8,0,0,18
Schuylkill,Norwegian Twp Marlin,Auditor General,,DEM,Rose Rosie Marie Davis,2,4,0,0,6
Schuylkill,Norwegian Twp Marlin,Auditor General,,DEM,Nina Ahmad,8,3,0,0,11
Schuylkill,Norwegian Twp Marlin,Auditor General,,DEM,Christina M. Hartman,24,22,1,0,47
Schuylkill,Norwegian Twp Marlin,Auditor General,,DEM,Write-in,0,0,0,0,0
Schuylkill,Norwegian Twp Marlin,State Treasurer,,DEM,Joe Torsella,51,40,3,0,94
Schuylkill,Norwegian Twp Marlin,State Treasurer,,DEM,Write-in,1,0,0,0,1
Schuylkill,Norwegian Twp Marlin,U.S. House,9,DEM,Laura Quick,21,22,1,0,44
Schuylkill,Norwegian Twp Marlin,U.S. House,9,DEM,Gary Wegman,39,21,2,0,62
Schuylkill,Norwegian Twp Marlin,U.S. House,9,DEM,Write-in,3,1,0,0,4
Schuylkill,Norwegian Twp Marlin,State Senate,29,DEM,Write-in,3,2,0,0,5
Schuylkill,Norwegian Twp Marlin,General Assembly,125,DEM,Write-in,4,6,0,0,10
Schuylkill,Norwegian Twp Marlin,President,,REP,Donald J. Trump,106,25,3,1,135
Schuylkill,Norwegian Twp Marlin,President,,REP,Roque Rocky De La Fuente,1,2,0,0,3
Schuylkill,Norwegian Twp Marlin,President,,REP,Bill Weld,1,2,0,0,3
Schuylkill,Norwegian Twp Marlin,President,,REP,Write-in,1,2,0,0,3
Schuylkill,Norwegian Twp Marlin,Attorney General,,REP,Heather Heidelbaugh,81,29,2,1,113
Schuylkill,Norwegian Twp Marlin,Attorney General,,REP,Write-in,0,0,0,0,0
Schuylkill,Norwegian Twp Marlin,Auditor General,,REP,Timothy Defoor,81,30,2,1,114
Schuylkill,Norwegian Twp Marlin,Auditor General,,REP,Write-in,0,0,0,0,0
Schuylkill,Norwegian Twp Marlin,State Treasurer,,REP,Stacy L. Garrity,83,30,2,1,116
Schuylkill,Norwegian Twp Marlin,State Treasurer,,REP,Write-in,0,0,0,0,0
Schuylkill,Norwegian Twp Marlin,U.S. House,9,REP,Dan Meuser,92,29,3,1,125
Schuylkill,Norwegian Twp Marlin,U.S. House,9,REP,Write-in,0,1,0,0,1
Schuylkill,Norwegian Twp Marlin,State Senate,29,REP,Dave Argall,95,31,3,1,130
Schuylkill,Norwegian Twp Marlin,State Senate,29,REP,Write-in,0,0,0,0,0
Schuylkill,Norwegian Twp Marlin,General Assembly,125,REP,Herv Breault,2,1,0,0,3
Schuylkill,Norwegian Twp Marlin,General Assembly,125,REP,Theresa Gaffney,25,5,0,0,30
Schuylkill,Norwegian Twp Marlin,General Assembly,125,REP,Christy Joy,68,22,3,1,94
Schuylkill,Norwegian Twp Marlin,General Assembly,125,REP,Joe Kerwin,17,4,0,0,21
Schuylkill,Norwegian Twp Marlin,General Assembly,125,REP,Write-in,0,0,0,0,0
Schuylkill,Palo Alto 1st,Registered Voters,,,,,,,,280
Schuylkill,Palo Alto 1st,Registered Voters,,DEM,,,,,,138
Schuylkill,Palo Alto 1st,Registered Voters,,REP,,,,,,101
Schuylkill,Palo Alto 1st,Registered Voters,,NPA,,,,,,41
Schuylkill,Palo Alto 1st,Ballots Cast,,,,58,12,6,1,77
