county,precinct,office,district,party,candidate,election_day,mail_in,provisional,votes
Cambria,DAISYTOWN BOROUGH,President,,DEM,Joseph R. Biden,14,9,1,24
Cambria,DAISYTOWN BOROUGH,President,,DEM,Tulsi Gabbard,7,0,0,7
Cambria,DAISYTOWN BOROUGH,President,,DEM,Write-In,4,1,0,5
Cambria,DAISYTOWN BOROUGH,Attorney General,,DEM,Josh Shapiro,31,14,1,46
Cambria,DAISYTOWN BOROUGH,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,DAISYTOWN BOROUGH,Auditor General,,DEM,H. Scott Conklin,15,8,0,23
Cambria,DAISYTOWN BOROUGH,Auditor General,,DEM,Michael Lamb,8,3,0,11
Cambria,DAISYTOWN BOROUGH,Auditor General,,DEM,Tracie Fountain,1,1,0,2
Cambria,DAISYTOWN BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,6,0,0,6
Cambria,DAISYTOWN BOROUGH,Auditor General,,DEM,Nina Ahmad,1,0,0,1
Cambria,DAISYTOWN BOROUGH,Auditor General,,DEM,Christina M. Hartman,3,2,0,5
Cambria,DAISYTOWN BOROUGH,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,DAISYTOWN BOROUGH,State Treasurer,,DEM,Joe Torsella,29,12,0,41
Cambria,DAISYTOWN BOROUGH,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,DAISYTOWN BOROUGH,U.S. House,13,DEM,Todd Rowley,33,12,1,46
Cambria,DAISYTOWN BOROUGH,U.S. House,13,DEM,Write-In,1,0,0,1
Cambria,DAISYTOWN BOROUGH,State Senate,35,DEM,Shaun Dougherty,31,15,0,46
Cambria,DAISYTOWN BOROUGH,State Senate,35,DEM,Write-In,1,0,0,1
Cambria,DAISYTOWN BOROUGH,General Assembly,71,DEM,Write-In,2,0,0,2
Cambria,DAISYTOWN BOROUGH,President,,REP,Donald J. Trump,34,7,1,42
Cambria,DAISYTOWN BOROUGH,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,DAISYTOWN BOROUGH,President,,REP,Bill Weld,1,2,0,3
Cambria,DAISYTOWN BOROUGH,President,,REP,Write-In,0,0,0,0
Cambria,DAISYTOWN BOROUGH,Attorney General,,REP,Heather Heidelbaugh,29,9,1,39
Cambria,DAISYTOWN BOROUGH,Attorney General,,REP,Write-In,0,0,0,0
Cambria,DAISYTOWN BOROUGH,Auditor General,,REP,Timothy Defoor,28,9,1,38
Cambria,DAISYTOWN BOROUGH,Auditor General,,REP,Write-In,0,0,0,0
Cambria,DAISYTOWN BOROUGH,State Treasurer,,REP,Stacy L. Garrity,28,9,1,38
Cambria,DAISYTOWN BOROUGH,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,DAISYTOWN BOROUGH,U.S. House,13,REP,John Joyce,31,9,1,41
Cambria,DAISYTOWN BOROUGH,U.S. House,13,REP,Write-In,0,0,0,0
Cambria,DAISYTOWN BOROUGH,State Senate,35,REP,Wayne Langerholc Jr.,33,9,1,43
Cambria,DAISYTOWN BOROUGH,State Senate,35,REP,Write-In,0,0,0,0
Cambria,DAISYTOWN BOROUGH,General Assembly,71,REP,Jim Rigby,33,9,1,43
Cambria,DAISYTOWN BOROUGH,General Assembly,71,REP,Write-In,1,0,0,1
Cambria,DALE BOROUGH,Registered Voters,,,,,,,596
Cambria,DALE BOROUGH,Registered Voters,,DEM,,,,,287
Cambria,DALE BOROUGH,Registered Voters,,REP,,,,,224
Cambria,DALE BOROUGH,Ballots Cast,,,,110,56,3,169
Cambria,DALE BOROUGH,Ballots Cast,,DEM,,43,38,2,83
Cambria,DALE BOROUGH,Ballots Cast,,REP,,67,18,1,86
Cambria,DALE BOROUGH,President,,DEM,Bernie Sanders,18,3,0,21
Cambria,DALE BOROUGH,President,,DEM,Joseph R. Biden,18,30,0,48
Cambria,DALE BOROUGH,President,,DEM,Tulsi Gabbard,2,3,1,6
Cambria,DALE BOROUGH,President,,DEM,Write-In,4,2,1,7
Cambria,DALE BOROUGH,Attorney General,,DEM,Josh Shapiro,41,35,2,78
Cambria,DALE BOROUGH,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,DALE BOROUGH,Auditor General,,DEM,H. Scott Conklin,15,21,1,37
Cambria,DALE BOROUGH,Auditor General,,DEM,Michael Lamb,7,8,0,15
Cambria,DALE BOROUGH,Auditor General,,DEM,Tracie Fountain,3,1,0,4
Cambria,DALE BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,3,0,1,4
Cambria,DALE BOROUGH,Auditor General,,DEM,Nina Ahmad,4,2,0,6
Cambria,DALE BOROUGH,Auditor General,,DEM,Christina M. Hartman,6,4,0,10
Cambria,DALE BOROUGH,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,DALE BOROUGH,State Treasurer,,DEM,Joe Torsella,37,34,1,72
Cambria,DALE BOROUGH,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,DALE BOROUGH,U.S. House,13,DEM,Todd Rowley,35,33,0,68
Cambria,DALE BOROUGH,U.S. House,13,DEM,Write-In,1,0,0,1
Cambria,DALE BOROUGH,State Senate,35,DEM,Shaun Dougherty,37,33,0,70
Cambria,DALE BOROUGH,State Senate,35,DEM,Write-In,1,0,0,1
Cambria,DALE BOROUGH,General Assembly,71,DEM,Write-In,5,1,0,6
Cambria,DALE BOROUGH,President,,REP,Donald J. Trump,63,14,1,78
Cambria,DALE BOROUGH,President,,REP,Roque Rocky De La Fuente,1,0,0,1
Cambria,DALE BOROUGH,President,,REP,Bill Weld,0,2,0,2
Cambria,DALE BOROUGH,President,,REP,Write-In,2,1,0,3
Cambria,DALE BOROUGH,Attorney General,,REP,Heather Heidelbaugh,60,17,0,77
Cambria,DALE BOROUGH,Attorney General,,REP,Write-In,0,0,1,1
Cambria,DALE BOROUGH,Auditor General,,REP,Timothy Defoor,59,18,1,78
Cambria,DALE BOROUGH,Auditor General,,REP,Write-In,0,0,0,0
Cambria,DALE BOROUGH,State Treasurer,,REP,Stacy L. Garrity,60,18,1,79
Cambria,DALE BOROUGH,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,DALE BOROUGH,U.S. House,13,REP,John Joyce,64,18,1,83
Cambria,DALE BOROUGH,U.S. House,13,REP,Write-In,0,0,0,0
Cambria,DALE BOROUGH,State Senate,35,REP,Wayne Langerholc Jr.,65,18,1,84
Cambria,DALE BOROUGH,State Senate,35,REP,Write-In,1,0,0,1
Cambria,DALE BOROUGH,General Assembly,71,REP,Jim Rigby,66,18,1,85
Cambria,DALE BOROUGH,General Assembly,71,REP,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,Registered Voters,,,,,,,234
Cambria,DEAN TOWNSHIP,Registered Voters,,DEM,,,,,83
Cambria,DEAN TOWNSHIP,Registered Voters,,REP,,,,,120
Cambria,DEAN TOWNSHIP,Ballots Cast,,,,60,28,1,89
Cambria,DEAN TOWNSHIP,Ballots Cast,,DEM,,24,13,1,38
Cambria,DEAN TOWNSHIP,Ballots Cast,,REP,,36,15,0,51
Cambria,DEAN TOWNSHIP,President,,DEM,Bernie Sanders,2,4,0,6
Cambria,DEAN TOWNSHIP,President,,DEM,Joseph R. Biden,16,7,1,24
Cambria,DEAN TOWNSHIP,President,,DEM,Tulsi Gabbard,3,2,0,5
Cambria,DEAN TOWNSHIP,President,,DEM,Write-In,1,0,0,1
Cambria,DEAN TOWNSHIP,Attorney General,,DEM,Josh Shapiro,22,12,0,34
Cambria,DEAN TOWNSHIP,Attorney General,,DEM,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,19,11,0,30
Cambria,DEAN TOWNSHIP,Auditor General,,DEM,Michael Lamb,2,0,0,2
Cambria,DEAN TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,0,0,0
Cambria,DEAN TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,0,1
Cambria,DEAN TOWNSHIP,Auditor General,,DEM,Nina Ahmad,0,2,0,2
Cambria,DEAN TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,1,0,0,1
Cambria,DEAN TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,State Treasurer,,DEM,Joe Torsella,22,11,0,33
Cambria,DEAN TOWNSHIP,State Treasurer,,DEM,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,U.S. House,15,DEM,Robert Williams,20,13,0,33
Cambria,DEAN TOWNSHIP,U.S. House,15,DEM,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,State Senate,35,DEM,Shaun Dougherty,21,13,0,34
Cambria,DEAN TOWNSHIP,State Senate,35,DEM,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,General Assembly,72,DEM,Frank Burns,24,13,1,38
Cambria,DEAN TOWNSHIP,General Assembly,72,DEM,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,President,,REP,Donald J. Trump,36,15,0,51
Cambria,DEAN TOWNSHIP,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,DEAN TOWNSHIP,President,,REP,Bill Weld,0,0,0,0
Cambria,DEAN TOWNSHIP,President,,REP,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,34,13,0,47
Cambria,DEAN TOWNSHIP,Attorney General,,REP,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,Auditor General,,REP,Timothy Defoor,33,13,0,46
Cambria,DEAN TOWNSHIP,Auditor General,,REP,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,35,13,0,48
Cambria,DEAN TOWNSHIP,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,U.S. House,15,REP,Glenn Gt Thompson,35,13,0,48
Cambria,DEAN TOWNSHIP,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,DEAN TOWNSHIP,State Senate,35,REP,Wayne Langerholc Jr.,34,13,0,47
Cambria,DEAN TOWNSHIP,State Senate,35,REP,Write-In,1,0,0,1
Cambria,DEAN TOWNSHIP,General Assembly,72,REP,Howard Terndrup,14,5,0,19
Cambria,DEAN TOWNSHIP,General Assembly,72,REP,Jerry Carnicella,21,8,0,29
Cambria,DEAN TOWNSHIP,General Assembly,72,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,Registered Voters,,,,,,,235
Cambria,EAST CARROLL TOWNSHIP - NORTH,Registered Voters,,DEM,,,,,128
Cambria,EAST CARROLL TOWNSHIP - NORTH,Registered Voters,,REP,,,,,85
Cambria,EAST CARROLL TOWNSHIP - NORTH,Ballots Cast,,,,61,34,2,97
Cambria,EAST CARROLL TOWNSHIP - NORTH,Ballots Cast,,DEM,,33,25,2,60
Cambria,EAST CARROLL TOWNSHIP - NORTH,Ballots Cast,,REP,,28,9,0,37
Cambria,EAST CARROLL TOWNSHIP - NORTH,President,,DEM,Bernie Sanders,9,7,0,16
Cambria,EAST CARROLL TOWNSHIP - NORTH,President,,DEM,Joseph R. Biden,12,16,1,29
Cambria,EAST CARROLL TOWNSHIP - NORTH,President,,DEM,Tulsi Gabbard,3,1,0,4
Cambria,EAST CARROLL TOWNSHIP - NORTH,President,,DEM,Write-In,6,1,0,7
Cambria,EAST CARROLL TOWNSHIP - NORTH,Attorney General,,DEM,Josh Shapiro,32,23,2,57
Cambria,EAST CARROLL TOWNSHIP - NORTH,Attorney General,,DEM,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,Auditor General,,DEM,H. Scott Conklin,27,20,1,48
Cambria,EAST CARROLL TOWNSHIP - NORTH,Auditor General,,DEM,Michael Lamb,4,0,1,5
Cambria,EAST CARROLL TOWNSHIP - NORTH,Auditor General,,DEM,Tracie Fountain,0,1,0,1
Cambria,EAST CARROLL TOWNSHIP - NORTH,Auditor General,,DEM,Rose Rosie Marie Davis,0,1,0,1
Cambria,EAST CARROLL TOWNSHIP - NORTH,Auditor General,,DEM,Nina Ahmad,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,Auditor General,,DEM,Christina M. Hartman,2,1,0,3
Cambria,EAST CARROLL TOWNSHIP - NORTH,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,State Treasurer,,DEM,Joe Torsella,32,23,2,57
Cambria,EAST CARROLL TOWNSHIP - NORTH,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,EAST CARROLL TOWNSHIP - NORTH,U.S. House,15,DEM,Robert Williams,32,22,1,55
Cambria,EAST CARROLL TOWNSHIP - NORTH,U.S. House,15,DEM,Write-In,0,0,1,1
Cambria,EAST CARROLL TOWNSHIP - NORTH,State Senate,35,DEM,Shaun Dougherty,32,22,2,56
Cambria,EAST CARROLL TOWNSHIP - NORTH,State Senate,35,DEM,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,General Assembly,72,DEM,Frank Burns,27,22,2,51
Cambria,EAST CARROLL TOWNSHIP - NORTH,General Assembly,72,DEM,Write-In,1,0,0,1
Cambria,EAST CARROLL TOWNSHIP - NORTH,President,,REP,Donald J. Trump,27,9,0,36
Cambria,EAST CARROLL TOWNSHIP - NORTH,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,President,,REP,Bill Weld,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,President,,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,Attorney General,,REP,Heather Heidelbaugh,27,9,0,36
Cambria,EAST CARROLL TOWNSHIP - NORTH,Attorney General,,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,Auditor General,,REP,Timothy Defoor,27,9,0,36
Cambria,EAST CARROLL TOWNSHIP - NORTH,Auditor General,,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,State Treasurer,,REP,Stacy L. Garrity,27,9,0,36
Cambria,EAST CARROLL TOWNSHIP - NORTH,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,U.S. House,15,REP,Glenn Gt Thompson,26,9,0,35
Cambria,EAST CARROLL TOWNSHIP - NORTH,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,State Senate,35,REP,Wayne Langerholc Jr.,27,9,0,36
Cambria,EAST CARROLL TOWNSHIP - NORTH,State Senate,35,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - NORTH,General Assembly,72,REP,Howard Terndrup,21,8,0,29
Cambria,EAST CARROLL TOWNSHIP - NORTH,General Assembly,72,REP,Jerry Carnicella,7,1,0,8
Cambria,EAST CARROLL TOWNSHIP - NORTH,General Assembly,72,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Registered Voters,,,,,,,792
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Registered Voters,,DEM,,,,,320
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Registered Voters,,REP,,,,,393
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Ballots Cast,,,,187,101,1,289
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Ballots Cast,,DEM,,50,61,0,111
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Ballots Cast,,REP,,137,40,1,178
Cambria,EAST CARROLL TOWNSHIP - SOUTH,President,,DEM,Bernie Sanders,2,11,0,13
Cambria,EAST CARROLL TOWNSHIP - SOUTH,President,,DEM,Joseph R. Biden,22,38,0,60
Cambria,EAST CARROLL TOWNSHIP - SOUTH,President,,DEM,Tulsi Gabbard,14,5,0,19
Cambria,EAST CARROLL TOWNSHIP - SOUTH,President,,DEM,Write-In,4,3,0,7
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Attorney General,,DEM,Josh Shapiro,43,53,0,96
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Attorney General,,DEM,Write-In,0,1,0,1
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,H. Scott Conklin,34,39,0,73
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Michael Lamb,8,14,0,22
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Tracie Fountain,0,1,0,1
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,0,2
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Nina Ahmad,2,2,0,4
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Christina M. Hartman,3,0,0,3
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - SOUTH,State Treasurer,,DEM,Joe Torsella,39,52,0,91
Cambria,EAST CARROLL TOWNSHIP - SOUTH,State Treasurer,,DEM,Write-In,0,2,0,2
Cambria,EAST CARROLL TOWNSHIP - SOUTH,U.S. House,15,DEM,Robert Williams,40,55,0,95
Cambria,EAST CARROLL TOWNSHIP - SOUTH,U.S. House,15,DEM,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - SOUTH,State Senate,35,DEM,Shaun Dougherty,39,52,0,91
Cambria,EAST CARROLL TOWNSHIP - SOUTH,State Senate,35,DEM,Write-In,0,2,0,2
Cambria,EAST CARROLL TOWNSHIP - SOUTH,General Assembly,72,DEM,Frank Burns,44,56,0,100
Cambria,EAST CARROLL TOWNSHIP - SOUTH,General Assembly,72,DEM,Write-In,0,2,0,2
Cambria,EAST CARROLL TOWNSHIP - SOUTH,President,,REP,Donald J. Trump,136,33,1,170
Cambria,EAST CARROLL TOWNSHIP - SOUTH,President,,REP,Roque Rocky De La Fuente,0,1,0,1
Cambria,EAST CARROLL TOWNSHIP - SOUTH,President,,REP,Bill Weld,0,5,0,5
Cambria,EAST CARROLL TOWNSHIP - SOUTH,President,,REP,Write-In,1,0,0,1
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Attorney General,,REP,Heather Heidelbaugh,128,34,1,163
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Attorney General,,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Auditor General,,REP,Timothy Defoor,124,33,1,158
Cambria,EAST CARROLL TOWNSHIP - SOUTH,Auditor General,,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - SOUTH,State Treasurer,,REP,Stacy L. Garrity,125,34,1,160
Cambria,EAST CARROLL TOWNSHIP - SOUTH,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - SOUTH,U.S. House,15,REP,Glenn Gt Thompson,128,33,1,162
Cambria,EAST CARROLL TOWNSHIP - SOUTH,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - SOUTH,State Senate,35,REP,Wayne Langerholc Jr.,127,37,1,165
Cambria,EAST CARROLL TOWNSHIP - SOUTH,State Senate,35,REP,Write-In,0,0,0,0
Cambria,EAST CARROLL TOWNSHIP - SOUTH,General Assembly,72,REP,Howard Terndrup,88,29,1,118
Cambria,EAST CARROLL TOWNSHIP - SOUTH,General Assembly,72,REP,Jerry Carnicella,44,8,0,52
Cambria,EAST CARROLL TOWNSHIP - SOUTH,General Assembly,72,REP,Write-In,4,2,0,6
Cambria,EAST CONEMAUGH BOROUGH,Registered Voters,,,,,,,579
Cambria,EAST CONEMAUGH BOROUGH,Registered Voters,,DEM,,,,,343
Cambria,EAST CONEMAUGH BOROUGH,Registered Voters,,REP,,,,,162
Cambria,EAST CONEMAUGH BOROUGH,Ballots Cast,,,,118,69,1,188
Cambria,EAST CONEMAUGH BOROUGH,Ballots Cast,,DEM,,80,53,1,134
Cambria,EAST CONEMAUGH BOROUGH,Ballots Cast,,REP,,38,16,0,54
Cambria,EAST CONEMAUGH BOROUGH,President,,DEM,Bernie Sanders,19,9,0,28
Cambria,EAST CONEMAUGH BOROUGH,President,,DEM,Joseph R. Biden,37,39,1,77
Cambria,EAST CONEMAUGH BOROUGH,President,,DEM,Tulsi Gabbard,5,0,0,5
Cambria,EAST CONEMAUGH BOROUGH,President,,DEM,Write-In,13,4,0,17
Cambria,EAST CONEMAUGH BOROUGH,Attorney General,,DEM,Josh Shapiro,72,51,0,123
Cambria,EAST CONEMAUGH BOROUGH,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,EAST CONEMAUGH BOROUGH,Auditor General,,DEM,H. Scott Conklin,34,33,0,67
Cambria,EAST CONEMAUGH BOROUGH,Auditor General,,DEM,Michael Lamb,22,15,0,37
Cambria,EAST CONEMAUGH BOROUGH,Auditor General,,DEM,Tracie Fountain,5,2,0,7
Cambria,EAST CONEMAUGH BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,5,1,0,6
Cambria,EAST CONEMAUGH BOROUGH,Auditor General,,DEM,Nina Ahmad,3,0,0,3
Cambria,EAST CONEMAUGH BOROUGH,Auditor General,,DEM,Christina M. Hartman,5,1,1,7
Cambria,EAST CONEMAUGH BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,EAST CONEMAUGH BOROUGH,State Treasurer,,DEM,Joe Torsella,65,52,0,117
Cambria,EAST CONEMAUGH BOROUGH,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,EAST CONEMAUGH BOROUGH,U.S. House,13,DEM,Todd Rowley,66,50,0,116
Cambria,EAST CONEMAUGH BOROUGH,U.S. House,13,DEM,Write-In,1,1,0,2
Cambria,EAST CONEMAUGH BOROUGH,State Senate,35,DEM,Shaun Dougherty,71,50,0,121
Cambria,EAST CONEMAUGH BOROUGH,State Senate,35,DEM,Write-In,1,1,0,2
Cambria,EAST CONEMAUGH BOROUGH,General Assembly,71,DEM,Write-In,11,4,0,15
Cambria,EAST CONEMAUGH BOROUGH,President,,REP,Donald J. Trump,35,14,0,49
Cambria,EAST CONEMAUGH BOROUGH,President,,REP,Roque Rocky De La Fuente,2,1,0,3
Cambria,EAST CONEMAUGH BOROUGH,President,,REP,Bill Weld,1,0,0,1
Cambria,EAST CONEMAUGH BOROUGH,President,,REP,Write-In,0,1,0,1
Cambria,EAST CONEMAUGH BOROUGH,Attorney General,,REP,Heather Heidelbaugh,33,14,0,47
Cambria,EAST CONEMAUGH BOROUGH,Attorney General,,REP,Write-In,0,2,0,2
Cambria,EAST CONEMAUGH BOROUGH,Auditor General,,REP,Timothy Defoor,33,15,0,48
Cambria,EAST CONEMAUGH BOROUGH,Auditor General,,REP,Write-In,0,1,0,1
Cambria,EAST CONEMAUGH BOROUGH,State Treasurer,,REP,Stacy L. Garrity,32,15,0,47
Cambria,EAST CONEMAUGH BOROUGH,State Treasurer,,REP,Write-In,0,1,0,1
Cambria,EAST CONEMAUGH BOROUGH,U.S. House,13,REP,John Joyce,34,14,0,48
Cambria,EAST CONEMAUGH BOROUGH,U.S. House,13,REP,Write-In,0,1,0,1
Cambria,EAST CONEMAUGH BOROUGH,State Senate,35,REP,Wayne Langerholc Jr.,34,16,0,50
Cambria,EAST CONEMAUGH BOROUGH,State Senate,35,REP,Write-In,0,0,0,0
Cambria,EAST CONEMAUGH BOROUGH,General Assembly,71,REP,Jim Rigby,34,16,0,50
Cambria,EAST CONEMAUGH BOROUGH,General Assembly,71,REP,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Registered Voters,,,,,,,1059
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Registered Voters,,DEM,,,,,541
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Registered Voters,,REP,,,,,438
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Ballots Cast,,,,237,156,5,398
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Ballots Cast,,DEM,,110,108,3,221
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Ballots Cast,,REP,,127,48,2,177
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,President,,DEM,Bernie Sanders,19,10,0,29
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,President,,DEM,Joseph R. Biden,35,82,3,120
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,President,,DEM,Tulsi Gabbard,15,4,0,19
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,President,,DEM,Write-In,19,7,0,26
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Attorney General,,DEM,Josh Shapiro,94,103,3,200
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Attorney General,,DEM,Write-In,2,0,0,2
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Auditor General,,DEM,H. Scott Conklin,47,72,2,121
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Auditor General,,DEM,Michael Lamb,32,21,1,54
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Auditor General,,DEM,Tracie Fountain,2,2,0,4
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Auditor General,,DEM,Rose Rosie Marie Davis,4,0,0,4
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Auditor General,,DEM,Nina Ahmad,2,4,0,6
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Auditor General,,DEM,Christina M. Hartman,11,5,0,16
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,State Treasurer,,DEM,Joe Torsella,89,100,2,191
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,U.S. House,15,DEM,Robert Williams,90,96,2,188
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,U.S. House,15,DEM,Write-In,1,1,0,2
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,State Senate,35,DEM,Shaun Dougherty,93,96,3,192
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,State Senate,35,DEM,Write-In,2,2,0,4
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,General Assembly,72,DEM,Frank Burns,100,102,3,205
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,General Assembly,72,DEM,Write-In,3,0,0,3
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,President,,REP,Donald J. Trump,126,45,2,173
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,President,,REP,Bill Weld,0,2,0,2
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,President,,REP,Write-In,1,1,0,2
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Attorney General,,REP,Heather Heidelbaugh,115,37,2,154
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Attorney General,,REP,Write-In,0,1,0,1
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Auditor General,,REP,Timothy Defoor,111,37,2,150
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,Auditor General,,REP,Write-In,1,0,0,1
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,State Treasurer,,REP,Stacy L. Garrity,113,36,2,151
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,State Treasurer,,REP,Write-In,1,1,0,2
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,U.S. House,15,REP,Glenn Gt Thompson,118,41,2,161
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,U.S. House,15,REP,Write-In,0,0,0,0
