county,office,district,party,candidate,election_day,mail,provisional,votes
Armstrong,North Buffalo Township Supervisor,,WRITE-IN,JON YACKMACK,50,0,0,50
Armstrong,North Buffalo Township Supervisor,,WRITE-IN,JOHN DINARDO,43,2,0,45
Armstrong,North Buffalo Township Supervisor,,WRITE-IN,SCATTER,36,6,0,42
Armstrong,Parks Township Supervisor,,REP,JOHN S KURUC,460,83,0,543
Armstrong,Parks Township Supervisor,,WRITE-IN,scatter,15,3,0,18
Armstrong,Perry Township Supervisor,,WRITE-IN,NORMAN GOTTSCHALK,11,0,0,11
Armstrong,Perry Township Supervisor,,WRITE-IN,JASON CROWLEY,6,0,0,6
Armstrong,Perry Township Supervisor,,WRITE-IN,SCATTER,4,0,0,4
Armstrong,Pine Township Supervisor,,REP,JAMES BAKER,91,5,0,96
Armstrong,Pine Township Supervisor,,WRITE-IN,scatter,2,0,0,2
Armstrong,Plumcreek Township Supervisor 6 Year Term,,REP,RICHARD MOUSE ORR,411,86,0,497
Armstrong,Plumcreek Township Supervisor 6 Year Term,,WRITE-IN,scatter,1,2,0,3
Armstrong,Plumcreek Township Supervisor 2 Year Term,,REP,OWEN A MEYER,416,86,0,502
Armstrong,Plumcreek Township Supervisor 2 Year Term,,WRITE-IN,scatter,3,2,0,5
Armstrong,Rayburn Township Supervisor,,DEM,WILLIAM TUCKER DOWLING,201,32,0,233
Armstrong,Rayburn Township Supervisor,,WRITE-IN,scatter,14,2,0,16
Armstrong,Redbank Township Supervisor,,REP,H JAMES SNYDER,196,16,0,212
Armstrong,Redbank Township Supervisor,,WRITE-IN,scatter,11,1,0,12
Armstrong,South Bend Township Supervisor,,WRITE-IN,JOHN SPEER,12,0,0,12
Armstrong,South Bend Township Supervisor,,WRITE-IN,SCATTER,12,0,0,12
Armstrong,South Bend Township Supervisor,,WRITE-IN,BRIAN KUNKLE,3,0,0,3
Armstrong,South Buffalo Township Supervisor,,REP,KAREN M BABILON,629,62,1,692
Armstrong,South Buffalo Township Supervisor,,WRITE-IN,scatter,22,5,0,27
Armstrong,Sugarcreek Township Supervisor 6 Year Term,,REP,DANIEL C SMITH,295,57,0,352
Armstrong,Sugarcreek Township Supervisor 6 Year Term,,WRITE-IN,scatter,13,3,0,16
Armstrong,Valley Township Supervisor,,REP,HARVEY JACK,173,24,0,197
Armstrong,Valley Township Supervisor,,WRITE-IN,scatter,3,2,0,5
Armstrong,Washington Township Supervisor,,REP,MIKE SCHOLL,232,31,0,263
Armstrong,Washington Township Supervisor,,WRITE-IN,scatter,52,4,0,56
Armstrong,Wayne Township Supervisor,,REP,HARVEY ADAMS,261,35,0,296
Armstrong,Wayne Township Supervisor,,WRITE-IN,scatter,5,2,0,7
Armstrong,West Franklin Township Supervisor,,REP,JOSEPH D CLOSE,434,75,1,510
Armstrong,West Franklin Township Supervisor,,WRITE-IN,scatter,17,3,0,20
Armstrong,Atwood Borough Auditor - 6 Year Term,,DEM,SUSAN D BRUMBAUGH,30,5,1,36
Armstrong,Atwood Borough Auditor - 6 Year Term,,WRITE-IN,scatter,1,0,0,1
Armstrong,Bethel Township Auditor - 6 Year Term,,REP,JOSEPH RUSSICK,284,38,0,322
Armstrong,Bethel Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,7,0,0,7
Armstrong,Boggs Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,15,0,0,15
Armstrong,Boggs Township Auditor - 6 Year Term,,WRITE-IN,ERIC LESSNER,11,0,0,11
Armstrong,Boggs Township Auditor - 4 Year Term,,WRITE-IN,ERICA DIVIVO,9,1,0,10
Armstrong,Boggs Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,8,0,0,8
Armstrong,Boggs Township Auditor - 2 Year Term,,WRITE-IN,SCATTER,5,1,0,6
Armstrong,Boggs Township Auditor - 2 Year Term,,WRITE-IN,RUBEN CARVILLO,2,0,0,2
Armstrong,Boggs Township Auditor - 2 Year Term,,WRITE-IN,HERBERT HOOKS,1,0,0,1
Armstrong,Bradys Bend Township Auditor - 6 Year Term,,WRITE-IN,DAYNA KABAY,103,0,0,103
Armstrong,Bradys Bend Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,7,2,0,9
Armstrong,Burrell Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,6,0,0,6
Armstrong,Burrell Township Auditor - 6 Year Term,,WRITE-IN,XANDER AUTH,2,0,0,2
Armstrong,Burrell Township Auditor - 6 Year Term,,WRITE-IN,BILL RIMMEL,1,0,0,1
Armstrong,Burrell Township Auditor - 6 Year Term,,WRITE-IN,CHRIS SHELLHAMMER,1,0,0,1
Armstrong,Burrell Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,7,0,0,7
Armstrong,Burrell Township Auditor - 4 Year Term,,WRITE-IN,BILL RIMMEL,2,0,0,2
Armstrong,Burrell Township Auditor - 4 Year Term,,WRITE-IN,XANDER AUTH,1,0,0,1
Armstrong,Cadogan Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,1,0,0,1
Armstrong,Cadogan Township Auditor - 6 Year Term,,WRITE-IN,LORNA GALINAS,1,0,0,1
Armstrong,Cadogan Township Auditor - 4 Year Term,,WRITE-IN,VELMA LUKETIC,2,0,0,2
Armstrong,Cadogan Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,1,0,0,1
Armstrong,Cowanshannock Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,20,3,0,23
Armstrong,Cowanshannock Township Auditor - 6 Year Term,,WRITE-IN,CATHY HILLIARD,18,0,0,18
Armstrong,East Franklin Township Auditor - 6 Year Term,,DEM,ANGELO (MIKE) SGRO,759,195,1,955
Armstrong,East Franklin Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,38,2,0,40
Armstrong,Elderton Borough Auditor - 6 Year Term,,WRITE-IN,SCATTER,2,0,0,2
Armstrong,Elderton Borough Auditor - 6 Year Term,,WRITE-IN,CHESTER SHAW,1,0,0,1
Armstrong,Elderton Borough Auditor - 6 Year Term,,WRITE-IN,SHIRLEY HORNER,1,0,0,1
Armstrong,Elderton Borough Auditor - 6 Year Term,,WRITE-IN,DIANE ?,0,0,0,0
Armstrong,Elderton Borough Auditor - 2 Year Term,,WRITE-IN,CHESTER SCHAW,1,0,0,1
Armstrong,Elderton Borough Auditor - 2 Year Term,,WRITE-IN,SHIRLEY HORNER,1,0,0,1
Armstrong,Elderton Borough Auditor - 2 Year Term,,WRITE-IN,BLYTHE JOHNS,1,0,0,1
Armstrong,Elderton Borough Auditor - 2 Year Term,,WRITE-IN,SCATTER,1,0,0,1
Armstrong,Gilpin Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,22,1,0,23
Armstrong,Gilpin Township Auditor - 6 Year Term,,WRITE-IN,STACY STULL,3,0,0,3
Armstrong,Gilpin Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,21,2,0,23
Armstrong,Gilpin Township Auditor - 4 Year Term,,WRITE-IN,STACY STULL,4,0,0,4
Armstrong,Hovey Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Hovey Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Hovey Township Auditor - 2 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Kittanning Township Auditor - 6 Year Term,,REP,EUGENE H EVERHART,471,80,1,552
Armstrong,Kittanning Township Auditor - 6 Year Term,,WRITE-IN,scatter,4,1,0,5
Armstrong,Leechburg Borough Auditor - 6 Year Term,,REP,BRIAN KUSH,328,65,0,393
Armstrong,Leechburg Borough Auditor - 6 Year Term,,WRITE-IN,SCATTER,9,1,0,10
Armstrong,Madision Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,5,0,0,5
Armstrong,Madison Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,6,0,0,6
Armstrong,Madison Township Auditor - 2 Year Term,,WRITE-IN,SCATTER,5,0,0,5
Armstrong,Mahoning Township Auditor - 6 Year Term,,DEM/REP,KENDRA CRAVENER,321,44,1,366
Armstrong,Mahoning Township Auditor - 6 Year Term,,WRITE-IN,scatter,2,2,0,4
Armstrong,Manor Township Auditor - 6 Year Term,,REP,GRANT KANISH,952,169,2,1123
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,14,4,0,18
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,16,2,0,18
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,BENITA WOLFE,2,0,0,2
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,LORI YACKMACK,1,0,0,1
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,9,2,0,11
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,JONAS GROFF,1,0,0,1
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,SEAN CRISSMAN,1,0,0,1
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,JASMYN BOWSER,1,0,0,1
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,LEOPOLD STOCH,1,0,0,1
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,JOHN COLWELL,1,0,0,1
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,DONALD POORMAN,1,0,0,1
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,KODIE CLAYPOOLE,1,0,0,1
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,KEITH FISCUS,1,0,0,1
Armstrong,Manor Township Auditor - 6 Year Term,,WRITE-IN,LORI YACKMACK,1,0,0,1
Armstrong,Parker City Auditor - 6 Year Term,,WRITE-IN,SANDI DELAIR,8,0,0,8
Armstrong,Parker City Auditor - 6 Year Term,,WRITE-IN,SCATTER,5,1,0,6
Armstrong,Parker City Auditor - 4 Year Term,,WRITE-IN,SCATTER,3,1,0,4
Armstrong,Parker City Auditor - 4 Year Term,,WRITE-IN,BROOK FELIX,2,0,0,2
Armstrong,Parker City Auditor - 4 Year Term,,WRITE-IN,MARSHA MILFORD,1,0,0,1
Armstrong,Parker City Auditor - 4 Year Term,,WRITE-IN,TINA HEETER,1,0,0,1
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,12,3,0,15
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,KAYLA WRIGHT,1,0,0,1
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,DEAN REED,1,0,0,1
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,JAMES BADAC,1,0,0,1
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,STACEY ANN BUSCH FISH,1,0,0,1
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,WILLIAM CORNELIUS,1,0,0,1
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,ZACHARY CLARK,1,0,0,1
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,KYLE ANNONIO,1,0,0,1
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,DAVID FRICKANISCE,1,0,0,1
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,ROBERT SPANIEL,1,0,0,1
Armstrong,Parks Township Auditor - 6 Year Term,,WRITE-IN,LORI SNOW,0,0,0,0
Armstrong,Parks Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,8,3,0,11
Armstrong,Parks Township Auditor - 4 Year Term,,WRITE-IN,KAYLA WRIGHT,2,0,0,2
Armstrong,Parks Township Auditor - 4 Year Term,,WRITE-IN,DEAN REED,1,0,0,1
Armstrong,Parks Township Auditor - 4 Year Term,,WRITE-IN,JAMES BADAC,1,0,0,1
Armstrong,Parks Township Auditor - 4 Year Term,,WRITE-IN,STACEY ANN BUSCG FISH,1,0,0,1
Armstrong,Parks Township Auditor - 4 Year Term,,WRITE-IN,WILLIAM CORNELIUS,1,0,0,1
Armstrong,Parks Township Auditor - 4 Year Term,,WRITE-IN,BILL SINES,1,0,0,1
Armstrong,Parks Township Auditor - 4 Year Term,,WRITE-IN,ZACHARY CLARK,1,0,0,1
Armstrong,Parks Township Auditor - 4 Year Term,,WRITE-IN,KYLE ANNONIO,1,0,0,1
Armstrong,Parks Township Auditor - 4 Year Term,,WRITE-IN,DAVID FRICKANISCE,1,0,0,1
Armstrong,Perry Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Perry Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Perry Township Auditor - 2 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Pine Township Auditor - 6 Year Term,,REP,BARBARA ANN TOY,90,7,0,97
Armstrong,Pine Township Auditor - 6 Year Term,,WRITE-IN,scatter,1,0,0,1
Armstrong,Plumcreek Township Auditor - 6 Year Term,,REP,CHERYL HANKEY,425,92,0,517
Armstrong,Plumcreek Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,1,1,0,2
Armstrong,Plumcreek Township Auditor - 4 Year Term,,REP,DIXIE A KIMMEL,419,89,0,508
Armstrong,Plumcreek Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,1,1,0,2
Armstrong,Plumcreek Township Auditor - 2 Year Term,,WRITE-IN,SCATTER,8,5,0,13
Armstrong,Plumcreek Township Auditor - 2 Year Term,,WRITE-IN,SAMANTHA PEPPLE,2,0,0,2
Armstrong,Plumcreek Township Auditor - 2 Year Term,,WRITE-IN,WILLIAM FERRIER,1,0,0,1
Armstrong,Plumcreek Township Auditor - 2 Year Term,,WRITE-IN,MELISSA BUSCH,1,0,0,1
Armstrong,Plumcreek Township Auditor - 2 Year Term,,WRITE-IN,SUSAN PRITT,1,0,0,1
Armstrong,Plumcreek Township Auditor - 2 Year Term,,WRITE-IN,ROXANNE WILHOIT,1,0,0,1
Armstrong,Plumcreek Township Auditor - 2 Year Term,,WRITE-IN,RANDY WALKER,1,0,0,1
Armstrong,Rayburn Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,8,2,0,10
Armstrong,Rayburn Township Auditor - 6 Year Term,,WRITE-IN,KEN SMELTZER,1,0,0,1
Armstrong,Rayburn Township Auditor - 6 Year Term,,WRITE-IN,JENNY SCHRECENGOST,1,0,0,1
Armstrong,Rayburn Township Auditor - 6 Year Term,,WRITE-IN,JIM MECKLING,1,0,0,1
Armstrong,Rayburn Township Auditor - 6 Year Term,,WRITE-IN,TIM BOWSER,1,0,0,1
Armstrong,Rayburn Township Auditor - 6 Year Term,,WRITE-IN,LOGAN REPASKY,1,0,0,1
Armstrong,Rayburn Township Auditor - 6 Year Term,,WRITE-IN,WILLIAM SHEESLEY,1,0,0,1
Armstrong,Rayburn Township Auditor - 6 Year Term,,WRITE-IN,NANCY HIELMAN,1,0,0,1
Armstrong,Rayburn Township Auditor - 6 Year Term,,WRITE-IN,MIKE ULISKY,1,0,0,1
Armstrong,Rayburn Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,9,3,0,12
Armstrong,Rayburn Township Auditor - 4 Year Term,,WRITE-IN,JIM MECKLING,1,0,0,1
Armstrong,Rayburn Township Auditor - 4 Year Term,,WRITE-IN,JEFF BOWSER,1,0,0,1
Armstrong,Rayburn Township Auditor - 4 Year Term,,WRITE-IN,LOGAN REPASKY,1,0,0,1
Armstrong,Rayburn Township Auditor - 4 Year Term,,WRITE-IN,WILLIAM SHEESLEY,1,0,0,1
Armstrong,Rayburn Township Auditor - 4 Year Term,,WRITE-IN,GARRY BARNETT,1,0,0,1
Armstrong,Rayburn Township Auditor - 4 Year Term,,WRITE-IN,MIKE ULISKY,1,0,0,1
Armstrong,Rayburn Township Auditor - 4 Year Term,,WRITE-IN,RONNALENE BOWSER,1,0,0,1
Armstrong,Redbank Township Auditor - 6 Year Term,,WRITE-IN,BRENDA SHICK,17,0,0,17
Armstrong,Redbank Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,6,0,0,6
Armstrong,Redbank Township Auditor - 4 Year Term,,WRITE-IN,TRACY MILLIRON,15,0,0,15
Armstrong,Redbank Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,12,0,0,12
Armstrong,Rural Valley Borough Auditor - 6 Year Term,,REP,SHERRY E MCGRAW,184,26,1,211
Armstrong,Rural Valley Borough Auditor - 6 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Rural Valley Borough Auditor - 4 Year Term,,REP,DEANNA FLEMMING,179,23,2,204
Armstrong,Rural Valley Borough Auditor - 4 Year Term,,WRITE-IN,SCATTER,1,0,0,1
Armstrong,Rural Valley Borough Auditor - 2 Year Term,,WRITE-IN,SCATTER,1,1,0,2
Armstrong,Rural Valley Borough Auditor - 2 Year Term,,WRITE-IN,GUY SPERA III,1,0,0,1
Armstrong,Rural Valley Borough Auditor - 2 Year Term,,WRITE-IN,SCATTER,3,0,0,3
Armstrong,Rural Valley Borough Auditor - 2 Year Term,,WRITE-IN,CELEST NEWHOUSE,1,0,0,1
Armstrong,Rural Valley Borough Auditor - 2 Year Term,,WRITE-IN,BEN KIMMEL,1,0,0,1
Armstrong,Rural Valley Borough Auditor - 2 Year Term,,WRITE-IN,JOHN CESSNA,1,0,0,1
Armstrong,Rural Valley Borough Auditor - 2 Year Term,,WRITE-IN,CARLA BAER,1,0,0,1
Armstrong,Rural Valley Borough Auditor - 2 Year Term,,WRITE-IN,ED SMITH,1,0,0,1
Armstrong,Sugarcreek Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,8,1,0,9
Armstrong,Sugarcreek Township Auditor - 6 Year Term,,WRITE-IN,SUSAN D OLCUS,2,0,0,2
Armstrong,Sugarcreek Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,9,1,0,10
Armstrong,Sugarcreek Township Auditor - 4 Year Term,,WRITE-IN,SUSAN D OLCUS,2,0,0,2
Armstrong,Sugarcreek Township Auditor - 2 Year Term,,WRITE-IN,SCATTER,6,2,0,8
Armstrong,Sugarcreek Township Auditor - 2 Year Term,,WRITE-IN,SUSAN D OLCUS,3,0,0,3
Armstrong,Valley Township Auditor - 6 Year Term,,WRITE-IN,BRADEN HANKEY,1,2,0,3
Armstrong,Valley Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,2,0,0,2
Armstrong,Valley Township Auditor - 6 Year Term,,WRITE-IN,PAMELA DUREC,1,0,0,1
Armstrong,Valley Township Auditor - 4 Year Term,,WRITE-IN,RICK SLEASE,1,2,0,3
Armstrong,Valley Township Auditor - 4 Year Term,,WRITE-IN,SCATTER,2,0,0,2
Armstrong,Valley Township Auditor - 4 Year Term,,WRITE-IN,ALEXANDER L WIEGAND,2,0,0,2
Armstrong,Valley Township Auditor - 4 Year Term,,WRITE-IN,TIMOTHY SCHRECENGOST,1,0,0,1
Armstrong,Valley Township Auditor - 2 Year Term,,WRITE-IN,SCATTER,1,1,0,2
Armstrong,Valley Township Auditor - 2 Year Term,,WRITE-IN,PAMELA DUREC,1,0,0,1
Armstrong,Valley Township Auditor - 2 Year Term,,WRITE-IN,ALEXANDER L WIEGAND,1,0,0,1
Armstrong,Washington Township Auditor - 6 Year Term,,REP,KATHLEEN RUSIN,267,33,0,300
Armstrong,Washington Township Auditor - 6 Year Term,,WRITE-IN,scatter,2,0,0,2
Armstrong,Wayne Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,2,3,0,5
Armstrong,Wayne Township Auditor - 6 Year Term,,WRITE-IN,CAROL ALCORN,1,0,0,1
Armstrong,Wayne Township Auditor - 6 Year Term,,WRITE-IN,CHARLIE KIRK,1,0,0,1
Armstrong,Wayne Township Auditor - 6 Year Term,,WRITE-IN,JOHN WILSON,1,0,0,1
Armstrong,Wayne Township Auditor - 6 Year Term,,WRITE-IN,MELISSA WADDING,0,0,0,0
Armstrong,Wayne Township Auditor - 6 Year Term,,WRITE-IN,TANYA BRUNO,0,0,0,0
Armstrong,West Franklin Township Auditor - 6 Year Term,,WRITE-IN,SCATTER,21,3,0,24
Armstrong,West Franklin Township Auditor - 6 Year Term,,WRITE-IN,JENNIFER EROH,2,0,0,2
Armstrong,West Franklin Township Auditor - 6 Year Term,,WRITE-IN,DONALD CLAYPOOLE,2,0,0,2
Armstrong,West Franklin Township Auditor - 6 Year Term,,WRITE-IN,TIM SMITH,2,0,0,2
Armstrong,West Franklin Township Auditor - 6 Year Term,,WRITE-IN,SALLY BRESKI,1,0,0,1
Armstrong,West Franklin Township Auditor - 6 Year Term,,WRITE-IN,STEFANIE ZUKOWSKI,1,0,0,1
Armstrong,West Franklin Township Auditor - 6 Year Term,,WRITE-IN,DANIEL HAMISON,1,0,0,1
Armstrong,West Franklin Township Auditor - 6 Year Term,,WRITE-IN,NANCY REESMAN,1,0,0,1
Armstrong,West Franklin Township Auditor - 6 Year Term,,WRITE-IN,DONNA BERANTY,1,0,0,1
Armstrong,West Franklin Township Auditor - 6 Year Term,,WRITE-IN,WILLIAM DANIEL,0,0,0,0
Armstrong,Worthington Borough Auditor - 6 Year Term,,REP,MARCIA E LONG,159,17,0,176
Armstrong,Worthington Borough Auditor - 6 Year Term,,WRITE-IN,SCATTER,0,1,0,1
Armstrong,Apollo Borough Tax Collector,,WRITE-IN,SCATTER,17,4,0,21
Armstrong,Apollo Borough Tax Collector,,WRITE-IN,NATALIE JAWORSKYJ,5,0,0,5
Armstrong,Applewold Borough Tax Collector,,REP,MARY ANN CAMPBELL,85,8,0,93
Armstrong,Applewold Borough Tax Collector,,WRITE-IN,scatter,0,2,0,2
Armstrong,Atwood Borough Tax Collector,,REP,NANCY RANKIN,39,5,1,45
Armstrong,Atwood Borough Tax Collector,,WRITE-IN,scatter,0,0,0,0
Armstrong,Bethel Township Tax Collector,,DEM,DEBORAH A BETTIS,286,55,0,341
Armstrong,Bethel Township Tax Collector,,WRITE-IN,scatter,9,0,0,9
Armstrong,Boggs Township Tax Collector,,REP,MELISSA A LESSNER,228,18,0,246
Armstrong,Boggs Township Tax Collector,,WRITE-IN,scatter,0,1,0,1
Armstrong,Bradys Bend Township Tax Collector,,DEM/REP,SHARON LUCAS,219,26,1,246
Armstrong,Bradys Bend Township Tax Collector,,WRITE-IN,scatter,1,1,0,2
Armstrong,Burrell Township Tax Collector,,REP,CAROL LUKEHART,217,11,0,228
Armstrong,Burrell Township Tax Collector,,WRITE-IN,scatter,2,0,0,2
Armstrong,Cadogan Township Tax Collector,,WRITE-IN,LISA BOLTZ,6,0,0,6
Armstrong,Cadogan Township Tax Collector,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Cowanshannock Township Tax Collector,,DEM/REP,SANDRA HIMES,540,110,1,651
Armstrong,Cowanshannock Township Tax Collector,,WRITE-IN,scatter,7,0,0,7
Armstrong,Dayton Borough Tax Collector,,REP,STEPHANIE RUPP,145,7,0,152
Armstrong,Dayton Borough Tax Collector,,WRITE-IN,scatter,2,0,0,2
Armstrong,East Frankliin Township Tax Collector,,DEM/REP,TERRY STEFFY,1020,224,1,1245
Armstrong,East Frankliin Township Tax Collector,,WRITE-IN,scatter,9,1,0,10
Armstrong,Elderton Borough Tax Collector,,REP,JENNIFER SCHAEFFER,83,14,0,97
Armstrong,Elderton Borough Tax Collector,,WRITE-IN,scatter,1,0,0,1
Armstrong,Ford City Borough Tax Collector,,DEM,ALLYSSA BURK,226,100,0,326
Armstrong,Ford City Borough Tax Collector,,REP,KAYTLIN LAUFER,149,11,0,160
Armstrong,Ford City Borough Tax Collector,,WRITE-IN,JILL ADAMS,218,16,0,234
Armstrong,Ford City Borough Tax Collector,,WRITE-IN,scatter,19,0,0,19
Armstrong,Ford Cliff Borough Tax Collector,,DEM/REP,PATRICIA A BALENTINE,113,20,0,133
Armstrong,Ford Cliff Borough Tax Collector,,WRITE-IN,scatter,2,0,0,2
Armstrong,Freeport Borough Tax Collector,,WRITE-IN,SCATTER,16,9,0,25
Armstrong,Freeport Borough Tax Collector,,WRITE-IN,AMY M VANTINE,5,0,0,5
Armstrong,Freeport Borough Tax Collector,,WRITE-IN,MARCIE MARASIA,4,0,0,4
Armstrong,Gilpin Township Tax Collector,,DEM,SONYA MAZAK,585,139,0,724
Armstrong,Gilpin Township Tax Collector,,WRITE-IN,scatter,7,0,0,7
Armstrong,Hovey Township Tax Collector,,WRITE-IN,LINDA STRAUSSER,0,2,0,2
Armstrong,Hovey Township Tax Collector,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Kiski Township Tax Collector,,DEM,NATALIE JAWORSKYJ,533,174,1,708
Armstrong,Kiski Township Tax Collector,,REP,JENNIFER CARNES,618,50,0,668
Armstrong,Kiski Township Tax Collector,,WRITE-IN,scatter,0,0,0,0
Armstrong,Kittanning Borough Tax Collector,,REP,ERIN LASHER,584,125,0,709
Armstrong,Kittanning Borough Tax Collector,,WRITE-IN,scatter,13,6,0,19
Armstrong,Kittanning Township Tax Collector,,REP,SUSAN B BATTAGLIA,495,91,1,587
Armstrong,Kittanning Township Tax Collector,,WRITE-IN,scatter,4,0,0,4
Armstrong,Leechburg Borough Tax Collector,,DEM/REP,TONI RUPERT,386,91,1,478
Armstrong,Leechburg Borough Tax Collector,,WRITE-IN,scatter,5,2,0,7
Armstrong,Madison Township Tax Collector,,REP,BAMBI SHOEMAKER,241,24,0,265
Armstrong,Madison Township Tax Collector,,WRITE-IN,scatter,1,0,0,1
Armstrong,Mahoning Township Tax Collector,,DEM/REP,MARCIE WYNKOOP,327,47,1,375
Armstrong,Mahoning Township Tax Collector,,WRITE-IN,scatter,0,0,0,0
Armstrong,Manor Township Tax Collector,,DEM/REP,VALERIE K HUSTON,995,225,2,1222
Armstrong,Manor Township Tax Collector,,WRITE-IN,scatter,8,0,0,8
Armstrong,Manorville Borough Tax Collector,,REP,LISA L RICE,123,15,0,138
Armstrong,Manorville Borough Tax Collector,,WRITE-IN,scatter,1,0,0,1
Armstrong,North Apollo Borough Tax Collector,,DEM,DEBRA ARTMAN,213,47,0,260
Armstrong,North Apollo Borough Tax Collector,,WRITE-IN,scatter,4,0,0,4
Armstrong,North Buffalo Township Tax Collector,,REP,LISA A BOLTZ,760,126,3,889
Armstrong,North Buffalo Township Tax Collector,,WRITE-IN,scatter,5,1,0,6
Armstrong,Parks Township Tax Collector,,REP,AMY PERROZ,499,96,0,595
Armstrong,Parks Township Tax Collector,,WRITE-IN,scatter,11,2,0,13
Armstrong,Perry Township Tax Collector,,WRITE-IN,CINDY CROWLEY,3,3,0,6
Armstrong,Perry Township Tax Collector,,WRITE-IN,CAMERON BLAIR,1,0,0,1
Armstrong,Perry Township Tax Collector,,WRITE-IN,JAMES GRENNINGER,1,0,0,1
Armstrong,Perry Township Tax Collector,,WRITE-IN,SCATTER,1,0,0,1
Armstrong,Pine Township Tax Collector,,REP,MARSHA E HETRICK,91,7,0,98
Armstrong,Pine Township Tax Collector,,WRITE-IN,scatter,0,0,0,0
Armstrong,Plumcreek Township Tax Collector,,DEM/REP,LINDA MCKISSICK,429,109,0,538
Armstrong,Plumcreek Township Tax Collector,,WRITE-IN,scatter,1,0,0,1
Armstrong,Rayburn Township Tax Collector,,REP,BARBARA G HEILMAN,291,44,0,335
Armstrong,Rayburn Township Tax Collector,,WRITE-IN,scatter,5,1,0,6
Armstrong,Redbank Township Tax Collector,,REP,MARTI J SNYDER,206,19,0,225
Armstrong,Redbank Township Tax Collector,,WRITE-IN,scatter,1,0,0,1
Armstrong,Rural Valley Borough Tax Collector,,DEM,SHARON K ARDUINI,183,28,2,213
Armstrong,Rural Valley Borough Tax Collector,,WRITE-IN,scatter,1,0,0,1
Armstrong,South Bend Township Tax Collector,,REP,BILLIE KIRKPATRICK,233,27,0,260
Armstrong,South Bend Township Tax Collector,,WRITE-IN,scatter,3,0,0,3
