county,precinct,office,district,party,candidate,votes,election_day_votes,mail-in/absentee_votes,provisional_votes
Fayette,Georges Township 1 - 28-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,130,75,54,1
Fayette,Georges Township 2 - 28-02,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,190,98,90,2
Fayette,Georges Township 3 - 28-03,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,221,117,102,2
Fayette,German Township 1 - 30-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,220,157,60,3
Fayette,German Township 2 - 30-02,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,120,90,30,0
Fayette,German Township 3 - 30-03,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,117,86,31,0
Fayette,German Township 4 - 30-04,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,35,28,7,0
Fayette,Henry Clay Township - 32-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,161,77,71,13
Fayette,Jefferson Township - 34-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,207,141,61,5
Fayette,Lower Tyrone Township - 36-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,95,62,32,1
Fayette,Luzerne Township 1 - 38-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,164,90,74,0
Fayette,Luzerne Township 2 - 38-02,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,192,98,93,1
Fayette,Luzerne Township 3 - 38-03,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,82,62,20,0
Fayette,Luzerne Township 4 - 38-04,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,41,22,19,0
Fayette,Markleysburg Borough - 40-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,10,7,3,0
Fayette,Masontown Borough - 42-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,306,166,138,2
Fayette,Menallen Township 1 - 44-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,123,72,50,1
Fayette,Menallen Township 2 - 44-02,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,263,154,106,3
Fayette,Menallen Township 3 - 44-03,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,108,70,37,1
Fayette,Newell Borough - 46-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,74,64,10,0
Fayette,Nicholson Township - 48-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,145,94,50,1
Fayette,North Union Township 1 - 50-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,277,120,156,1
Fayette,North Union Township 2 - 50-02,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,350,179,165,6
Fayette,North Union Township 3 - 50-03,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,98,52,46,0
Fayette,North Union Township 4 - 50-04,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,341,146,193,2
Fayette,North Union Township 5 - 50-05,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,61,30,31,0
Fayette,Ohiopyle Borough - 52-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,10,8,1,1
Fayette,Perry Township - 54-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,277,143,130,4
Fayette,Perryopolis Borough - 56-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,247,160,84,3
Fayette,Point Marion Borough - 58-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,93,48,43,2
Fayette,Redstone Township 1 - 60-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,222,142,79,1
Fayette,Redstone Township 2 - 60-02,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,213,120,92,1
Fayette,Redstone Township 3 - 60-03,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,57,37,20,0
Fayette,Redstone Township 4 - 60-04,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,60,44,16,0
Fayette,Saltlick Township - 62-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,228,119,106,3
Fayette,Smithfield Borough - 64-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,59,46,13,0
Fayette,South Connellsville Borough - 66-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,170,120,48,2
Fayette,South Union Township 1 - 68-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,903,507,394,2
Fayette,South Union Township 2 - 68-02,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,439,278,160,1
Fayette,South Union Township 3 - 68-03,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,455,270,185,0
Fayette,Springfield Township 1 - 70-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,72,59,12,1
Fayette,Springfield Township 2 - 70-02,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,72,50,20,2
Fayette,Springhill Township - 72-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,200,109,90,1
Fayette,Stewart Township - 74-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,63,44,17,2
Fayette,Uniontown City 1 - 76-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,227,124,103,0
Fayette,Uniontown City 2 - 76-02,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,157,77,79,1
Fayette,Uniontown City 3 - 76-03,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,144,93,51,0
Fayette,Uniontown City 4 - 76-04,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,122,91,30,1
Fayette,Uniontown City 5 - 76-05,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,208,127,79,2
Fayette,Uniontown City 6 - 76-06,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,108,65,41,2
Fayette,Uniontown City 7 - 76-07,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,175,92,82,1
Fayette,Upper Tyrone Township - 78-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,99,47,49,3
Fayette,Vanderbilt Borough - 80-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,44,34,10,0
Fayette,Washington Township - 82-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,440,184,254,2
Fayette,Wharton Township - 84-01,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,374,239,134,1
Fayette,Belle Vernon Borough - 02-01,Jury Commissioner,,REP,Frank Mutnansky,86,73,12,1
Fayette,Brownsville Township - 04-01,Jury Commissioner,,REP,Frank Mutnansky,45,38,7,0
Fayette,Brownsville Borough 1 - 06-01,Jury Commissioner,,REP,Frank Mutnansky,23,21,2,0
Fayette,Brownsville Borough 2 - 06-02,Jury Commissioner,,REP,Frank Mutnansky,56,51,4,1
Fayette,Brownsville Borough 3 - 06-03,Jury Commissioner,,REP,Frank Mutnansky,41,35,4,2
Fayette,Bullskin Township 1 - 08-01,Jury Commissioner,,REP,Frank Mutnansky,883,766,107,10
Fayette,Bullskin Township 2 - 08-02,Jury Commissioner,,REP,Frank Mutnansky,313,282,30,1
Fayette,Bullskin Township 3 - 08-03,Jury Commissioner,,REP,Frank Mutnansky,290,258,30,2
Fayette,Connellsville City 1- 10-01,Jury Commissioner,,REP,Frank Mutnansky,214,186,27,1
Fayette,Connellsville City 2- 10-02,Jury Commissioner,,REP,Frank Mutnansky,207,171,30,6
Fayette,Connellsville City 3- 10-03,Jury Commissioner,,REP,Frank Mutnansky,140,130,9,1
Fayette,Connellsville City 4- 10-04,Jury Commissioner,,REP,Frank Mutnansky,145,134,11,0
Fayette,Connellsville Township - 12-01,Jury Commissioner,,REP,Frank Mutnansky,339,312,27,0
Fayette,Dawson Borough - 14-01,Jury Commissioner,,REP,Frank Mutnansky,50,48,2,0
Fayette,Dunbar Township 1 - 16-01,Jury Commissioner,,REP,Frank Mutnansky,418,361,50,7
Fayette,Dunbar Township 2 - 16-02,Jury Commissioner,,REP,Frank Mutnansky,584,519,63,2
Fayette,Dunbar  Borough - 18-01,Jury Commissioner,,REP,Frank Mutnansky,176,154,18,4
Fayette,Everson Borough - 20-01,Jury Commissioner,,REP,Frank Mutnansky,97,88,9,0
Fayette,Fairchance Borough - 22-01,Jury Commissioner,,REP,Frank Mutnansky,246,212,33,1
Fayette,Fayette City Borough - 24-01,Jury Commissioner,,REP,Frank Mutnansky,74,66,7,1
Fayette,Franklin Township 1 - 26-01,Jury Commissioner,,REP,Frank Mutnansky,249,214,34,1
Fayette,Franklin Township 2 - 26-02,Jury Commissioner,,REP,Frank Mutnansky,156,138,16,2
Fayette,Georges Township 1 - 28-01,Jury Commissioner,,REP,Frank Mutnansky,221,194,24,3
Fayette,Georges Township 2 - 28-02,Jury Commissioner,,REP,Frank Mutnansky,310,261,44,5
Fayette,Georges Township 3 - 28-03,Jury Commissioner,,REP,Frank Mutnansky,294,253,37,4
Fayette,German Township 1 - 30-01,Jury Commissioner,,REP,Frank Mutnansky,225,207,18,0
Fayette,German Township 2 - 30-02,Jury Commissioner,,REP,Frank Mutnansky,87,71,16,0
Fayette,German Township 3 - 30-03,Jury Commissioner,,REP,Frank Mutnansky,92,80,12,0
Fayette,German Township 4 - 30-04,Jury Commissioner,,REP,Frank Mutnansky,36,34,2,0
Fayette,Henry Clay Township - 32-01,Jury Commissioner,,REP,Frank Mutnansky,428,342,61,25
Fayette,Jefferson Township - 34-01,Jury Commissioner,,REP,Frank Mutnansky,346,308,35,3
Fayette,Lower Tyrone Township - 36-01,Jury Commissioner,,REP,Frank Mutnansky,183,164,17,2
Fayette,Luzerne Township 1 - 38-01,Jury Commissioner,,REP,Frank Mutnansky,150,126,24,0
Fayette,Luzerne Township 2 - 38-02,Jury Commissioner,,REP,Frank Mutnansky,156,131,25,0
Fayette,Luzerne Township 3 - 38-03,Jury Commissioner,,REP,Frank Mutnansky,50,43,7,0
Fayette,Luzerne Township 4 - 38-04,Jury Commissioner,,REP,Frank Mutnansky,63,56,7,0
Fayette,Markleysburg Borough - 40-01,Jury Commissioner,,REP,Frank Mutnansky,30,28,2,0
Fayette,Masontown Borough - 42-01,Jury Commissioner,,REP,Frank Mutnansky,281,237,40,4
Fayette,Menallen Township 1 - 44-01,Jury Commissioner,,REP,Frank Mutnansky,158,130,23,5
Fayette,Menallen Township 2 - 44-02,Jury Commissioner,,REP,Frank Mutnansky,268,235,33,0
Fayette,Menallen Township 3 - 44-03,Jury Commissioner,,REP,Frank Mutnansky,90,72,18,0
Fayette,Newell Borough - 46-01,Jury Commissioner,,REP,Frank Mutnansky,53,51,2,0
Fayette,Nicholson Township - 48-01,Jury Commissioner,,REP,Frank Mutnansky,266,222,41,3
Fayette,North Union Township 1 - 50-01,Jury Commissioner,,REP,Frank Mutnansky,292,218,70,4
Fayette,North Union Township 2 - 50-02,Jury Commissioner,,REP,Frank Mutnansky,518,407,104,7
Fayette,North Union Township 3 - 50-03,Jury Commissioner,,REP,Frank Mutnansky,158,134,19,5
Fayette,North Union Township 4 - 50-04,Jury Commissioner,,REP,Frank Mutnansky,364,260,101,3
Fayette,North Union Township 5 - 50-05,Jury Commissioner,,REP,Frank Mutnansky,99,84,14,1
Fayette,Ohiopyle Borough - 52-01,Jury Commissioner,,REP,Frank Mutnansky,5,3,2,0
Fayette,Perry Township - 54-01,Jury Commissioner,,REP,Frank Mutnansky,320,279,38,3
Fayette,Perryopolis Borough - 56-01,Jury Commissioner,,REP,Frank Mutnansky,252,215,36,1
Fayette,Point Marion Borough - 58-01,Jury Commissioner,,REP,Frank Mutnansky,107,103,4,0
Fayette,Redstone Township 1 - 60-01,Jury Commissioner,,REP,Frank Mutnansky,159,144,14,1
Fayette,Redstone Township 2 - 60-02,Jury Commissioner,,REP,Frank Mutnansky,196,165,31,0
Fayette,Redstone Township 3 - 60-03,Jury Commissioner,,REP,Frank Mutnansky,81,64,15,2
Fayette,Redstone Township 4 - 60-04,Jury Commissioner,,REP,Frank Mutnansky,45,39,6,0
Fayette,Saltlick Township - 62-01,Jury Commissioner,,REP,Frank Mutnansky,492,440,50,2
Fayette,Smithfield Borough - 64-01,Jury Commissioner,,REP,Frank Mutnansky,107,98,9,0
Fayette,South Connellsville Borough - 66-01,Jury Commissioner,,REP,Frank Mutnansky,280,264,14,2
Fayette,South Union Township 1 - 68-01,Jury Commissioner,,REP,Frank Mutnansky,851,692,159,0
Fayette,South Union Township 2 - 68-02,Jury Commissioner,,REP,Frank Mutnansky,437,343,89,5
Fayette,South Union Township 3 - 68-03,Jury Commissioner,,REP,Frank Mutnansky,508,434,74,0
Fayette,Springfield Township 1 - 70-01,Jury Commissioner,,REP,Frank Mutnansky,217,195,20,2
Fayette,Springfield Township 2 - 70-02,Jury Commissioner,,REP,Frank Mutnansky,170,147,23,0
Fayette,Springhill Township - 72-01,Jury Commissioner,,REP,Frank Mutnansky,373,304,61,8
Fayette,Stewart Township - 74-01,Jury Commissioner,,REP,Frank Mutnansky,171,152,16,3
Fayette,Uniontown City 1 - 76-01,Jury Commissioner,,REP,Frank Mutnansky,158,134,24,0
Fayette,Uniontown City 2 - 76-02,Jury Commissioner,,REP,Frank Mutnansky,73,50,22,1
Fayette,Uniontown City 3 - 76-03,Jury Commissioner,,REP,Frank Mutnansky,69,54,15,0
Fayette,Uniontown City 4 - 76-04,Jury Commissioner,,REP,Frank Mutnansky,35,20,15,0
Fayette,Uniontown City 5 - 76-05,Jury Commissioner,,REP,Frank Mutnansky,122,98,24,0
Fayette,Uniontown City 6 - 76-06,Jury Commissioner,,REP,Frank Mutnansky,67,50,15,2
Fayette,Uniontown City 7 - 76-07,Jury Commissioner,,REP,Frank Mutnansky,137,111,23,3
Fayette,Upper Tyrone Township - 78-01,Jury Commissioner,,REP,Frank Mutnansky,249,235,11,3
Fayette,Vanderbilt Borough - 80-01,Jury Commissioner,,REP,Frank Mutnansky,58,52,6,0
Fayette,Washington Township - 82-01,Jury Commissioner,,REP,Frank Mutnansky,514,402,109,3
Fayette,Wharton Township - 84-01,Jury Commissioner,,REP,Frank Mutnansky,638,562,76,0
Fayette,Belle Vernon Borough - 02-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Brownsville Township - 04-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Bullskin Township 1 - 08-01,Jury Commissioner,,,Write-in,2,2,0,0
Fayette,Bullskin Township 2 - 08-02,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Bullskin Township 3 - 08-03,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Connellsville City 1- 10-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Connellsville City 2- 10-02,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Connellsville City 3- 10-03,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Connellsville City 4- 10-04,Jury Commissioner,,,Write-in,1,1,0,0
Fayette,Connellsville Township - 12-01,Jury Commissioner,,,Write-in,1,0,1,0
Fayette,Dawson Borough - 14-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Dunbar Township 2 - 16-02,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Dunbar  Borough - 18-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Everson Borough - 20-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Fairchance Borough - 22-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Fayette City Borough - 24-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Franklin Township 1 - 26-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Franklin Township 2 - 26-02,Jury Commissioner,,,Write-in,1,0,1,0
Fayette,Georges Township 1 - 28-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Georges Township 2 - 28-02,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Georges Township 3 - 28-03,Jury Commissioner,,,Write-in,1,1,0,0
Fayette,German Township 1 - 30-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,German Township 2 - 30-02,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,German Township 3 - 30-03,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,German Township 4 - 30-04,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Henry Clay Township - 32-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Jefferson Township - 34-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Lower Tyrone Township - 36-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,Jury Commissioner,,,Write-in,2,1,1,0
Fayette,Luzerne Township 3 - 38-03,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Markleysburg Borough - 40-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Masontown Borough - 42-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Menallen Township 1 - 44-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Menallen Township 2 - 44-02,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Menallen Township 3 - 44-03,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Newell Borough - 46-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Nicholson Township - 48-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,North Union Township 1 - 50-01,Jury Commissioner,,,Write-in,4,3,1,0
Fayette,North Union Township 2 - 50-02,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,North Union Township 3 - 50-03,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,North Union Township 4 - 50-04,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,North Union Township 5 - 50-05,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Perry Township - 54-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Perryopolis Borough - 56-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Point Marion Borough - 58-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Redstone Township 1 - 60-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Redstone Township 2 - 60-02,Jury Commissioner,,,Write-in,1,1,0,0
Fayette,Redstone Township 3 - 60-03,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Redstone Township 4 - 60-04,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Saltlick Township - 62-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Smithfield Borough - 64-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,South Connellsville Borough - 66-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,South Union Township 1 - 68-01,Jury Commissioner,,,Write-in,1,1,0,0
Fayette,South Union Township 2 - 68-02,Jury Commissioner,,,Write-in,1,0,1,0
Fayette,South Union Township 3 - 68-03,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Springfield Township 1 - 70-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Springfield Township 2 - 70-02,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Springhill Township - 72-01,Jury Commissioner,,,Write-in,1,0,1,0
Fayette,Stewart Township - 74-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Uniontown City 1 - 76-01,Jury Commissioner,,,Write-in,1,1,0,0
Fayette,Uniontown City 2 - 76-02,Jury Commissioner,,,Write-in,1,0,1,0
Fayette,Uniontown City 3 - 76-03,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Uniontown City 4 - 76-04,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Uniontown City 5 - 76-05,Jury Commissioner,,,Write-in,1,1,0,0
Fayette,Uniontown City 6 - 76-06,Jury Commissioner,,,Write-in,1,1,0,0
Fayette,Uniontown City 7 - 76-07,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Upper Tyrone Township - 78-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Vanderbilt Borough - 80-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Washington Township - 82-01,Jury Commissioner,,,Write-in,0,0,0,0
Fayette,Wharton Township - 84-01,Jury Commissioner,,,Write-in,3,3,0,0
Fayette,Belle Vernon Borough - 02-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Brownsville Township - 04-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Bullskin Township 1 - 08-01,Jury Commissioner,,,JOSEPH PYRO,1,1,0,0
Fayette,Bullskin Township 2 - 08-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Bullskin Township 3 - 08-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Connellsville City 1- 10-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Connellsville City 2- 10-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Connellsville City 3- 10-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Connellsville City 4- 10-04,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Connellsville Township - 12-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Dawson Borough - 14-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Dunbar Township 2 - 16-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Dunbar  Borough - 18-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Everson Borough - 20-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Fairchance Borough - 22-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Fayette City Borough - 24-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Franklin Township 1 - 26-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Franklin Township 2 - 26-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Georges Township 1 - 28-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Georges Township 2 - 28-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Georges Township 3 - 28-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,German Township 1 - 30-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,German Township 2 - 30-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,German Township 3 - 30-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,German Township 4 - 30-04,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Henry Clay Township - 32-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Jefferson Township - 34-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Lower Tyrone Township - 36-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Markleysburg Borough - 40-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Masontown Borough - 42-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Menallen Township 1 - 44-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Menallen Township 2 - 44-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Menallen Township 3 - 44-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Newell Borough - 46-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Nicholson Township - 48-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,North Union Township 1 - 50-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,North Union Township 2 - 50-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,North Union Township 3 - 50-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,North Union Township 4 - 50-04,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,North Union Township 5 - 50-05,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Perry Township - 54-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Perryopolis Borough - 56-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Point Marion Borough - 58-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Redstone Township 1 - 60-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Redstone Township 2 - 60-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Redstone Township 3 - 60-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Redstone Township 4 - 60-04,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Saltlick Township - 62-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Smithfield Borough - 64-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,South Connellsville Borough - 66-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,South Union Township 1 - 68-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,South Union Township 2 - 68-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,South Union Township 3 - 68-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Springfield Township 1 - 70-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Springfield Township 2 - 70-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Springhill Township - 72-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Stewart Township - 74-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Uniontown City 1 - 76-01,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Uniontown City 2 - 76-02,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Uniontown City 3 - 76-03,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Uniontown City 4 - 76-04,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Uniontown City 5 - 76-05,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
Fayette,Uniontown City 6 - 76-06,Jury Commissioner,,,JOSEPH PYRO,0,0,0,0
